"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"10:35:00 10/11/2020",NA,NA,NA,NA,NA,NA,NA,NA,20,1,45.2,1,NA,NA,10.5,1,6.85,1,0.004,1,0.15,1,NA,NA,NA,NA,NA,NA,0.27,1,0.012,1,4,1,4.8,1,13.2,1,NA,NA
"10:35:00 23/01/2007",NA,NA,NA,NA,NA,NA,NA,NA,50,65,48,65,NA,NA,8.6,65,7.1,65,0.009,65,0.12,65,NA,NA,NA,NA,NA,NA,0.05,65,0.005,65,4,65,3.4,65,17.6,65,NA,NA
"10:36:00 14/04/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,10.2,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,13,65,NA,NA
"10:36:00 15/12/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,65,NA,NA,9,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,65,15,65,NA,NA
"10:37:00 11/08/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,65,NA,NA,11.2,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,8,65,NA,NA
"10:39:00 11/05/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,10.4,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,10,65,NA,NA
"10:40:00 02/12/2019",NA,NA,NA,NA,NA,NA,NA,NA,30,1,48.6,1,NA,NA,10.8,1,6.8,1,0.003,1,0.24,1,NA,NA,NA,NA,NA,NA,0.2,1,0.018,1,14,1,8.1,1,10.7,1,NA,NA
"10:40:00 10/11/2016",NA,NA,NA,NA,NA,NA,NA,NA,32,1,46,1,NA,NA,10.7,1,7.4,1,0.011,1,0.09,1,NA,NA,NA,NA,NA,NA,0.24,1,0.005,1,3,1,4.8,1,11.3,1,NA,NA
"10:40:00 11/09/2007",NA,NA,NA,NA,NA,NA,NA,NA,25,65,61,65,NA,NA,9.7,65,7,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.14,65,0.02,65,5,65,4.7,65,9.3,65,NA,NA
"10:40:00 18/03/2004",NA,NA,NA,NA,NA,NA,NA,NA,40,65,49,65,NA,NA,10.8,65,6.5,65,0.004,65,0.14,65,NA,NA,NA,NA,NA,NA,0.1,65,0.006,65,6,65,1.7,65,13.7,65,NA,NA
"10:40:00 25/11/2003",NA,NA,NA,NA,NA,NA,NA,NA,25,65,44,65,NA,NA,12.4,65,7.8,65,0.003,65,0.19,65,NA,NA,NA,NA,NA,NA,0.19,65,0.01,65,1,65,NA,NA,12.2,65,NA,NA
"10:42:00 03/08/2016",NA,NA,NA,NA,NA,NA,NA,NA,56,1,45.9,1,NA,NA,11.7,1,7.2,1,0.015,1,0.21,1,NA,NA,NA,NA,NA,NA,0.31,1,0.015,1,6,1,8,1,7.8,1,NA,NA
"10:42:00 13/08/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,11,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,8,65,NA,NA
"10:42:00 15/07/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,NA,NA,8.2,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,5,65,NA,NA
"10:43:00 11/03/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,10.6,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,17,65,NA,NA
"10:43:00 15/04/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,10.7,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,12.5,65,NA,NA
"10:45:00 06/07/2020",NA,NA,NA,NA,NA,NA,NA,NA,35,1,44.1,1,NA,NA,11.7,1,6.8,1,0.003,1,0.47,1,NA,NA,NA,NA,NA,NA,0.22,1,0.048,1,10,1,12.7,1,7.6,1,NA,NA
"10:45:00 09/02/2005",NA,NA,NA,NA,NA,NA,NA,NA,90,65,56,65,NA,NA,10.3,65,6.5,65,0.003,65,0.38,65,NA,NA,NA,NA,NA,NA,0.23,65,0.02,65,12,65,19,65,13.2,65,NA,NA
"10:46:00 10/07/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,12,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,8.5,65,NA,NA
"10:46:00 12/05/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,9.5,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,8.5,65,NA,NA
"10:47:00 13/03/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,65,NA,NA,9.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,12.5,65,NA,NA
"10:48:00 11/08/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,9.8,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,7,65,NA,NA
"10:49:00 09/03/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,65,NA,NA,8.9,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,13.5,65,NA,NA
"10:49:00 13/10/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,9.5,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,65,9.5,65,NA,NA
"10:50:00 08/05/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,10.9,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,65,11.6,65,NA,NA
"10:50:00 08/06/2017",NA,NA,0.001,1,2e-04,1,0.001,1,48,1,31,1,0.001,1,12.6,1,7.2,1,0.004,1,0.17,1,0.001,1,1e-04,1,0.002,1,0.17,1,0.009,1,4,1,5,1,5.5,1,0.001,1
"10:50:00 08/10/2012",NA,NA,NA,NA,NA,NA,NA,NA,32,1,78,1,NA,NA,11.2,1,7.4,1,0.003,1,0.16,1,NA,NA,NA,NA,NA,NA,0.27,1,0.011,1,5,1,5.3,1,9.2,1,NA,NA
"10:50:00 09/05/2007",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.07,65,0.009,65,5,65,NA,NA,NA,NA,NA,NA
"10:50:00 13/07/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,65,NA,NA,11.4,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,7.5,65,NA,NA
"10:50:00 13/10/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,65,NA,NA,12.4,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,8.5,65,NA,NA
"10:50:00 14/04/2005",NA,NA,NA,NA,NA,NA,NA,NA,35,65,47,65,NA,NA,9.7,65,7.4,65,0.003,65,0.16,65,NA,NA,NA,NA,NA,NA,0.18,65,0.01,65,2,65,2.1,65,NA,NA,NA,NA
"10:50:00 15/12/2005",NA,NA,NA,NA,NA,NA,NA,NA,35,65,45,65,NA,NA,10.3,65,6.9,65,0.003,65,0.21,65,NA,NA,NA,NA,NA,NA,0.12,65,0.04,65,4,65,2.6,65,NA,NA,NA,NA
"10:50:00 16/06/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,11.8,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,6.8,65,NA,NA
"10:50:00 16/11/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,65,NA,NA,8.2,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,10.5,65,NA,NA
"10:50:00 17/03/2005",NA,NA,NA,NA,NA,NA,NA,NA,35,65,47,65,NA,NA,10.3,65,7.1,65,0.005,65,0.14,65,NA,NA,NA,NA,NA,NA,0.21,65,0.01,65,4,65,2.3,65,12.9,65,NA,NA
"10:50:00 18/04/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,9.4,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,65,12,65,NA,NA
"10:50:00 20/11/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,8.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,13.7,65,NA,NA
"10:50:00 26/05/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,65,NA,NA,11.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,9.5,65,NA,NA
"10:52:00 09/01/2018",NA,NA,NA,NA,NA,NA,NA,NA,40,1,46,1,NA,NA,9.6,1,7.8,1,0.003,1,0.11,1,NA,NA,NA,NA,NA,NA,0.18,1,0.011,1,3,1,2.4,1,17.5,1,NA,NA
"10:52:00 15/09/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,10,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,65,9.5,65,NA,NA
"10:52:00 17/01/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,180,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,16,65,NA,NA
"10:55:00 12/02/2004",NA,NA,NA,NA,NA,NA,NA,NA,40,65,59,65,NA,NA,11.9,65,7.4,65,0.005,65,0.23,65,NA,NA,NA,NA,NA,NA,0.11,65,0.01,65,6,65,6.3,65,16.3,65,NA,NA
"10:55:00 16/11/2005",NA,NA,NA,NA,NA,NA,NA,NA,80,65,43,65,NA,NA,8.5,65,6.7,65,0.003,65,0.48,65,NA,NA,NA,NA,NA,NA,0.19,65,0.03,65,17,65,17,65,NA,NA,NA,NA
"10:55:00 17/07/2007",NA,NA,NA,NA,NA,NA,NA,NA,30,65,46,65,NA,NA,13,65,7.3,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.3,65,0.005,65,47,65,5.7,65,5.9,65,NA,NA
"10:55:00 21/06/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,65,NA,NA,11,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,7.5,65,NA,NA
"10:58:00 15/09/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,10.8,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,65,8,65,NA,NA
"10:59:00 13/09/2017",NA,NA,NA,NA,NA,NA,NA,NA,24,1,42,1,NA,NA,11.3,1,6.4,1,0.011,1,0.25,1,NA,NA,NA,NA,NA,NA,0.3,1,0.018,1,10,1,11.4,1,8.4,1,NA,NA
"11:00:00 06/09/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,65,NA,NA,12.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,8,65,NA,NA
"11:00:00 06/11/2012",NA,NA,NA,NA,NA,NA,NA,NA,30,1,55,1,NA,NA,9.5,1,7.5,1,0.003,1,0.18,1,NA,NA,NA,NA,NA,NA,0.23,1,0.009,1,4,1,5.1,1,16.6,1,NA,NA
"11:00:00 08/03/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,65,NA,NA,9.2,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,16.5,65,NA,NA
"11:00:00 08/06/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,65,NA,NA,11.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,65,12.8,65,NA,NA
"11:00:00 08/08/2007",NA,NA,NA,NA,NA,NA,NA,NA,30,65,44,65,NA,NA,11.9,65,7.2,65,0.003,65,0.09,65,NA,NA,NA,NA,NA,NA,0.2,65,0.05,65,4,65,3.6,65,7.5,65,NA,NA
"11:00:00 09/01/2013",NA,NA,NA,NA,NA,NA,NA,NA,32,1,55,1,NA,NA,9.2,1,7.5,1,0.003,1,0.28,1,NA,NA,NA,NA,NA,NA,0.16,1,0.011,1,2,1,2.7,1,16.8,1,NA,NA
"11:00:00 09/09/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,11.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,65,7.7,65,NA,NA
"11:00:00 09/12/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,65,NA,NA,9.4,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,18,65,NA,NA
"11:00:00 11/03/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,NA,NA,8.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,18,65,NA,NA
"11:00:00 11/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,65,NA,NA,10.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,13,65,NA,NA
"11:00:00 13/06/2012",NA,NA,NA,NA,NA,NA,NA,NA,25,1,58,1,NA,NA,11.2,1,7.5,1,0.003,1,0.25,1,NA,NA,NA,NA,NA,NA,0.49,1,0.019,1,10,1,7.6,1,7.3,1,NA,NA
"11:00:00 25/01/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,65,NA,NA,10.5,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,11.5,65,NA,NA
"11:01:00 10/06/2015",NA,NA,NA,NA,NA,NA,NA,NA,45,1,44,1,NA,NA,12.2,1,7.7,1,0.003,1,0.22,1,NA,NA,NA,NA,NA,NA,0.16,1,0.015,1,6,1,5.2,1,7.7,1,NA,NA
"11:02:00 05/10/2016",NA,NA,NA,NA,NA,NA,NA,NA,72,1,43,1,NA,NA,11.6,1,6.8,1,0.01,1,0.39,1,NA,NA,NA,NA,NA,NA,0.29,1,0.036,1,16,1,14.5,1,8.4,1,NA,NA
"11:04:00 05/04/2018",NA,NA,NA,NA,NA,NA,NA,NA,36,1,46,1,NA,NA,11.6,1,6.4,1,0.003,1,0.18,1,NA,NA,NA,NA,NA,NA,0.13,1,0.01,1,2,1,2.1,1,12.7,1,NA,NA
"11:04:00 17/09/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,10.6,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,65,8,65,NA,NA
"11:05:00 14/02/2006",NA,NA,NA,NA,NA,NA,NA,NA,35,65,53,65,NA,NA,10.5,65,7.3,65,0.003,65,0.19,65,NA,NA,NA,NA,NA,NA,0.09,65,0.01,65,20,65,16,65,15.4,65,NA,NA
"11:05:00 19/04/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,65,NA,NA,9.2,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,11,65,NA,NA
"11:08:00 14/07/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,12,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,7.5,65,NA,NA
"11:10:00 07/08/2003",0.002,65,NA,NA,NA,NA,NA,NA,50,65,44,65,NA,NA,10.1,65,6.8,65,0.004,65,0.2,65,NA,NA,NA,NA,NA,NA,0.29,65,0.01,65,4,65,NA,NA,7,65,NA,NA
"11:10:00 11/05/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,11.2,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,8,65,NA,NA
"11:10:00 14/05/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,65,NA,NA,11.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,9.3,65,NA,NA
"11:10:00 16/07/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,11.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,6,65,NA,NA
"11:10:00 27/06/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,11.5,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,6.9,65,NA,NA
"11:12:00 12/05/2016",NA,NA,NA,NA,NA,NA,NA,NA,64,1,42,1,NA,NA,10.5,1,6.8,1,0.011,1,0.3,1,NA,NA,NA,NA,NA,NA,0.078,1,0.02,1,9,1,7.8,1,11.8,1,NA,NA
"11:15:00 04/06/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,11.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,10.5,65,NA,NA
"11:15:00 04/08/2020",NA,NA,NA,NA,NA,NA,NA,NA,20,1,4.6,1,NA,NA,11.8,1,6.9,1,0.003,1,0.16,1,NA,NA,NA,NA,NA,NA,0.44,1,0.012,1,10,1,6.9,1,7.4,1,NA,NA
"11:15:00 05/08/2019",NA,NA,NA,NA,NA,NA,NA,NA,35,1,42.2,1,NA,NA,11.8,1,6.84,1,0.003,1,0.16,1,NA,NA,NA,NA,NA,NA,0.14,1,0.012,1,2,1,3.7,1,8,1,NA,NA
"11:15:00 08/01/2014",NA,NA,NA,NA,NA,NA,NA,NA,35,1,45,1,NA,NA,10.8,1,6.9,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.17,1,0.015,1,2,1,2.6,1,13.9,1,NA,NA
"11:15:00 11/02/2014",NA,NA,NA,NA,NA,NA,NA,NA,40,1,34,1,NA,NA,8.4,1,6.8,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.12,1,0.016,1,5,1,2.7,1,17.7,1,NA,NA
"11:15:00 11/09/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,65,NA,NA,9.1,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,7,65,NA,NA
"11:15:00 14/09/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,65,NA,NA,11.2,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,9.5,65,NA,NA
"11:15:00 16/10/2003",NA,NA,NA,NA,NA,NA,NA,NA,45,65,40,65,NA,NA,10.7,65,6.5,65,0.003,65,0.38,65,NA,NA,NA,NA,NA,NA,0.19,65,0.03,65,22,65,NA,NA,9.4,65,NA,NA
"11:15:00 16/11/2006",NA,NA,NA,NA,NA,NA,NA,NA,75,65,NA,NA,NA,NA,9.9,65,6.4,65,0.003,65,0.37,65,NA,NA,NA,NA,NA,NA,0.16,65,0.01,65,8,65,6.8,65,8.6,65,NA,NA
"11:15:00 27/09/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,10.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,11,65,NA,NA
"11:16:00 12/10/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,NA,NA,11,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,8.5,65,NA,NA
"11:19:00 07/09/2016",NA,NA,NA,NA,NA,NA,NA,NA,36,1,44,1,NA,NA,11.2,1,7.2,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.26,1,0.011,1,6,1,4.9,1,9.2,1,NA,NA
"11:20:00 06/04/2004",NA,NA,NA,NA,NA,NA,NA,NA,30,65,50,65,NA,NA,8.7,65,7.2,65,0.003,65,0.18,65,NA,NA,NA,NA,NA,NA,0.11,65,0.008,65,2,65,1.8,65,14.8,65,NA,NA
"11:20:00 11/08/2004",NA,NA,NA,NA,NA,NA,NA,NA,30,65,45,65,NA,NA,12.8,65,NA,180,0.003,65,0.13,65,NA,NA,NA,NA,NA,NA,0.2,65,0.009,65,4,65,3.7,65,7.8,65,NA,NA
"11:20:00 12/06/2003",0.002,65,NA,NA,NA,NA,NA,NA,35,65,45,65,NA,NA,10.5,65,7,65,0.003,65,0.15,65,NA,NA,NA,NA,NA,NA,0.12,65,0.01,65,3,65,NA,NA,7.4,65,NA,NA
"11:20:00 22/02/2007",NA,NA,NA,NA,NA,NA,NA,NA,50,65,45,65,NA,NA,8.4,65,6.4,65,0.006,65,0.21,65,NA,NA,NA,NA,NA,NA,0.05,65,0.02,65,1,65,NA,NA,21.6,65,NA,NA
"11:25:00 08/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,65,NA,NA,9.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,16,65,NA,NA
"11:25:00 15/06/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,10.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,65,9,65,NA,NA
"11:28:00 19/01/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,65,NA,NA,8.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,16,65,NA,NA
"11:30:00 01/02/2011",NA,NA,NA,NA,NA,NA,NA,NA,25,1,59,1,NA,NA,9.4,1,7.2,1,0.003,1,0.17,1,NA,NA,NA,NA,NA,NA,0.16,1,0.024,1,3,1,2.8,1,22.5,1,NA,NA
"11:30:00 01/05/2013",NA,NA,NA,NA,NA,NA,NA,NA,36,1,54,1,NA,NA,11.4,1,6.7,1,0.003,1,0.18,1,NA,NA,NA,NA,NA,NA,0.14,1,0.015,1,2,1,4.5,1,10.5,1,NA,NA
"11:30:00 03/03/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,18,65,NA,NA
"11:30:00 05/03/2013",NA,NA,NA,NA,NA,NA,NA,NA,45,1,54,1,NA,NA,10.4,1,7.5,1,0.003,1,0.21,1,NA,NA,NA,NA,NA,NA,0.14,1,0.012,1,4,1,3.3,1,16.8,1,NA,NA
"11:30:00 08/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,NA,NA,11.6,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,6,65,NA,NA
"11:30:00 14/08/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,12.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,6,65,NA,NA
"11:30:00 14/09/2006",NA,NA,NA,NA,NA,NA,NA,NA,30,65,50,65,NA,NA,12,65,6.6,65,0.003,65,0.12,65,NA,NA,NA,NA,NA,NA,0.21,65,0.006,65,4,65,3.8,65,9,65,NA,NA
"11:30:00 25/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,NA,NA,10.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,13,65,NA,NA
"11:30:00 26/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,11.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,6,65,NA,NA
"11:31:00 11/12/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,65,NA,NA,9.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,12.5,65,NA,NA
"11:35:00 05/09/2018",NA,NA,NA,NA,NA,NA,NA,NA,25,1,47,1,NA,NA,12.3,1,7.2,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.31,1,0.01,1,5,1,3.5,1,6.4,1,NA,NA
"11:35:00 08/09/2020",NA,NA,NA,NA,NA,NA,NA,NA,20,1,46.8,1,NA,NA,11.3,1,6.7,1,0.003,1,0.1,1,NA,NA,NA,NA,NA,NA,0.41,1,0.01,1,10,1,6,1,10.4,1,NA,NA
"11:35:00 09/07/2003",0.002,65,NA,NA,NA,NA,NA,NA,25,65,450,65,NA,NA,11,65,7,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.13,65,0.009,65,2,65,NA,NA,6.5,65,NA,NA
"11:35:00 11/05/2017",NA,NA,NA,NA,NA,NA,NA,NA,35,1,46,1,NA,NA,11.6,1,7.4,1,0.003,1,0.14,1,NA,NA,NA,NA,NA,NA,0.13,1,0.007,1,3,1,4.2,1,8.5,1,NA,NA
