"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"13:20:00 08/09/2010",NA,NA,NA,NA,NA,NA,NA,NA,30,1,47,1,NA,NA,12.3,1,6.9,1,0.003,1,0.2,1,NA,NA,NA,NA,NA,NA,0.33,1,0.017,1,6,1,8.1,1,8.3,1,NA,NA
"13:25:00 20/03/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,65,NA,NA,10.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,13.6,65,NA,NA
"13:30:00 03/02/2010",NA,NA,NA,NA,NA,NA,NA,NA,40,1,46.5,1,NA,NA,9.1,1,7.2,1,0.004,1,0.18,1,NA,NA,NA,NA,NA,NA,0.055,1,0.017,1,1,1,2.3,1,22.2,1,NA,NA
"13:30:00 03/04/2012",NA,NA,NA,NA,NA,NA,NA,NA,32,1,51,1,NA,NA,10.3,1,7.4,1,0.003,1,0.28,1,NA,NA,NA,NA,NA,NA,0.17,1,0.023,1,13,1,17.4,1,15.5,1,NA,NA
"13:30:00 03/08/2011",NA,NA,NA,NA,NA,NA,NA,NA,20,1,48,1,NA,NA,11.3,1,7.2,1,0.003,1,0.14,1,NA,NA,NA,NA,NA,NA,0.34,1,0.015,1,5,1,6.2,1,8.2,1,NA,NA
"13:30:00 04/02/2020",NA,NA,NA,NA,NA,NA,NA,NA,60,1,49.8,1,NA,NA,10.06,1,6.83,1,0.003,1,0.23,1,NA,NA,NA,NA,NA,NA,0.13,1,0.005,1,4,1,5.6,1,15.2,1,NA,NA
"13:30:00 05/09/2011",NA,NA,NA,NA,NA,NA,NA,NA,20,1,50,1,NA,NA,11.9,1,7.2,1,0.003,1,0.16,1,NA,NA,NA,NA,NA,NA,0.29,1,0.009,1,6,1,4.9,1,11.3,1,NA,NA
"13:30:00 08/03/2011",NA,NA,NA,NA,NA,NA,NA,NA,32,1,49,1,NA,NA,10.3,1,7.2,1,0.003,1,0.16,1,NA,NA,NA,NA,NA,NA,0.19,1,0.01,1,4,1,3.1,1,15.3,1,NA,NA
"13:30:00 08/10/2013",NA,NA,NA,NA,NA,NA,NA,NA,35,1,55,1,NA,NA,11.9,1,7,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.23,1,0.01,1,2,1,3.6,1,11.5,1,NA,NA
"13:30:00 09/04/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,180,51,1,NA,NA,11.1,1,6.7,1,0.003,1,0.32,1,NA,NA,NA,NA,NA,NA,0.12,1,0.031,1,9,1,9.8,1,11.5,1,NA,NA
"13:30:00 09/07/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,65,NA,NA,11.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,65,9,65,NA,NA
"13:30:00 11/11/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,10.9,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,65,12.5,65,NA,NA
"13:30:00 12/11/2013",NA,NA,NA,NA,NA,NA,NA,NA,40,1,44,1,NA,NA,11.3,1,7,1,0.003,1,0.2,1,NA,NA,NA,NA,NA,NA,0.17,1,0.016,1,7,1,8.1,1,11.3,1,NA,NA
"13:35:00 10/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,65,NA,NA,10.3,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,8.2,65,NA,NA
"13:35:00 13/05/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,65,NA,NA,9.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,11,65,NA,NA
"13:39:00 07/03/2018",NA,NA,NA,NA,NA,NA,NA,NA,32,1,44,1,NA,NA,10.3,1,6.5,1,0.003,1,0.2,1,NA,NA,NA,NA,NA,NA,0.12,1,0.011,1,2,1,2,1,16.2,1,NA,NA
"13:39:00 10/07/2018",NA,NA,NA,NA,NA,NA,NA,NA,48,1,47,1,NA,NA,12,1,7.4,1,0.008,1,0.34,1,NA,NA,NA,NA,NA,NA,0.21,1,0.027,1,12,1,9.1,1,7.2,1,NA,NA
"13:41:00 04/08/2015",NA,NA,NA,NA,NA,NA,NA,NA,64,1,61,1,NA,NA,12.6,1,6.7,1,0.003,1,0.28,1,NA,NA,NA,NA,NA,NA,0.51,1,0.02,1,9,1,16,1,6.1,1,NA,NA
"13:45:00 02/03/2009",NA,NA,NA,NA,NA,NA,NA,NA,28,65,45,65,NA,NA,9.7,65,6.9,65,0.003,65,0.21,65,NA,NA,NA,NA,NA,NA,0.03,65,0.06,65,3,65,3.5,65,17.1,65,NA,NA
"13:45:00 04/12/2012",NA,NA,NA,NA,NA,NA,NA,NA,40,1,54,1,NA,NA,9.9,1,7.3,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.19,1,0.007,1,4,1,4.3,1,14.4,1,NA,NA
"13:50:00 01/06/2011",NA,NA,NA,NA,NA,NA,NA,NA,25,1,55,1,NA,NA,12,1,7.1,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.26,1,0.006,1,3,1,3.9,1,6.9,1,NA,NA
"13:50:00 09/05/2018",NA,NA,NA,NA,NA,NA,NA,NA,32,1,40,1,NA,NA,12,1,6.8,1,0.003,1,0.1,1,NA,NA,NA,NA,NA,NA,0.12,1,0.013,1,2,1,2.3,1,10,1,NA,NA
"13:50:00 12/02/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,8.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,19.4,65,NA,NA
"14:00:00 01/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,180,51,1,NA,NA,10.2,1,7.4,1,NA,NA,0.27,1,NA,NA,NA,NA,NA,NA,0.15,1,0.025,1,9,1,7.1,1,14.4,1,NA,NA
"14:00:00 03/02/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,NA,NA,9.82,1,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1,15.9,1,NA,NA
"14:00:00 04/05/2009",NA,NA,NA,NA,NA,NA,NA,NA,32,65,55,65,NA,NA,10.6,65,6.3,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.11,65,0.01,65,2,65,4.1,65,8.8,65,NA,NA
"14:00:00 05/08/2009",NA,NA,NA,NA,NA,NA,NA,NA,35,1,53.5,1,NA,NA,9.7,1,6.9,1,0.001,1,0.05,1,NA,NA,NA,NA,NA,NA,0.18,1,0.005,1,1,1,3.1,1,7.9,1,NA,NA
"14:00:00 16/04/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,10.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,10.7,65,NA,NA
"14:12:00 29/01/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,65,NA,NA,9.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,65,16,65,NA,NA
"14:15:00 01/04/2009",NA,NA,NA,NA,NA,NA,NA,NA,32,65,39,65,NA,NA,9.7,65,6.3,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.06,65,0.009,65,2,65,2.3,65,14.8,65,NA,NA
"14:15:00 02/06/2010",NA,NA,NA,NA,NA,NA,NA,NA,50,1,39,1,NA,NA,11.1,1,7.4,1,0.003,1,0.11,1,NA,NA,NA,NA,NA,NA,0.122,1,0.013,1,3,1,4.8,1,9.6,1,NA,NA
"14:15:00 04/10/2011",NA,NA,NA,NA,NA,NA,NA,NA,40,1,66,1,NA,NA,11.1,1,7.2,1,0.006,1,0.22,1,NA,NA,NA,NA,NA,NA,0.54,1,0.014,1,6,1,7.8,1,10.2,1,NA,NA
"14:20:00 09/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,11.5,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,65,8.7,65,NA,NA
"14:30:00 02/09/2009",NA,NA,NA,NA,NA,NA,NA,NA,35,1,44.3,1,NA,NA,10.5,1,6.7,1,0.001,1,0.06,1,NA,NA,NA,NA,NA,NA,0.146,1,0.005,1,3,1,3.5,1,8.1,1,NA,NA
"14:30:00 04/08/2010",NA,NA,NA,NA,NA,NA,NA,NA,40,1,50,1,NA,NA,11.6,1,7.1,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.28,1,0.011,1,6,1,6.7,1,7.9,1,NA,NA
"14:33:00 07/10/2015",NA,NA,NA,NA,NA,NA,NA,NA,25,1,45,1,NA,NA,10.6,1,7.4,1,0.003,1,0.14,1,NA,NA,NA,NA,NA,NA,0.18,1,0.011,1,5,1,4.4,1,13.3,1,NA,NA
"14:35:00 12/08/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,11.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,65,6.9,65,NA,NA
"14:50:00 20/11/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,65,NA,NA,9.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,12,65,NA,NA
"14:50:00 25/10/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,9.8,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65,12,65,NA,NA
"15:00:00 04/09/2012",NA,NA,NA,NA,NA,NA,NA,NA,22,1,37,1,NA,NA,12.5,1,7.5,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.34,1,0.008,1,4,1,4.6,1,9.8,1,NA,NA
"15:00:00 08/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,65,NA,NA,9.7,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,13.5,65,NA,NA
"15:05:00 12/03/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,9.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,18,65,NA,NA
"15:09:00 10/11/2015",NA,NA,NA,NA,NA,NA,NA,NA,28,1,57,1,NA,NA,10.2,1,7,1,0.016,1,0.12,1,NA,NA,NA,NA,NA,NA,0.18,1,0.016,1,6,1,3.8,1,13.2,1,NA,NA
"15:15:00 11/08/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,NA,NA,11,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,11.6,65,NA,NA
"15:20:00 15/07/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,NA,NA,10.6,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,8.2,65,NA,NA
"15:35:00 08/12/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,65,NA,NA,9.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,17.1,65,NA,NA
"15:50:00 04/06/2008",NA,NA,NA,NA,NA,NA,NA,NA,30,65,45,65,NA,NA,11.5,65,6.8,65,0.003,65,0.13,65,NA,NA,NA,NA,NA,NA,0.13,65,0.007,65,2,65,2.1,65,7.6,65,NA,NA
"16:10:00 15/10/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,65,NA,NA,10.6,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,12.1,65,NA,NA
