"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"09:40:00 13/02/1997",NA,NA,NA,NA,NA,NA,NA,NA,60,65,40,65,NA,NA,9.2,65,6.6,65,0.004,65,0.25,65,NA,NA,NA,NA,NA,NA,0.07,65,0.01,65,2,65,2.2,65,16.5,65,NA,NA
"09:50:00 07/02/1995",NA,NA,NA,NA,NA,NA,NA,NA,60,65,68,65,NA,NA,9.5,65,7.2,65,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.04,65,0.01,65,2,65,1.6,65,10.5,65,NA,NA
"09:50:00 16/10/2002",NA,NA,NA,NA,NA,NA,NA,NA,45,65,35,65,NA,NA,10,65,7.1,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.05,65,0.02,65,4,65,1.8,65,9.5,65,NA,NA
"10:00:00 06/03/1996",NA,NA,NA,NA,NA,NA,NA,NA,40,65,33,65,NA,NA,10.2,65,6.7,65,0.003,65,0.1,65,NA,NA,NA,NA,NA,NA,0.03,65,0.008,65,4,65,2.3,65,12.5,65,NA,NA
"10:00:00 06/12/2000",NA,NA,NA,NA,NA,NA,NA,NA,30,65,45,65,NA,NA,9,65,7.3,65,0.003,65,0.24,65,NA,NA,NA,NA,NA,NA,0.07,65,0.01,65,2,65,1.6,65,14,65,NA,NA
"10:00:00 10/01/1996",NA,NA,NA,NA,NA,NA,NA,NA,40,65,33,65,NA,NA,10.2,65,7.1,65,0.005,65,0.3,65,NA,NA,NA,NA,NA,NA,0.04,65,0.02,65,5,65,4,65,14,65,NA,NA
"10:00:00 10/12/1998",NA,NA,NA,NA,NA,NA,NA,NA,25,65,34,65,NA,NA,9.4,65,6.7,65,0.003,65,0.12,65,NA,NA,NA,NA,NA,NA,0.02,65,0.005,65,5,65,1.1,65,14,65,NA,NA
"10:00:00 20/11/2012",NA,NA,NA,NA,NA,NA,NA,NA,32,1,35,1,NA,NA,11.3,1,6.9,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.004,1,0.008,1,2,1,4,1,12,1,NA,NA
"10:05:00 27/11/1996",NA,NA,NA,NA,NA,NA,NA,NA,20,65,32,65,NA,NA,12.8,65,7.2,65,0.004,65,1.3,65,NA,NA,NA,NA,NA,NA,0.03,65,0.2,65,4,65,1,65,11.5,65,NA,NA
"10:10:00 25/11/2013",NA,NA,NA,NA,NA,NA,NA,NA,45,1,32,1,NA,NA,11.1,1,7.2,1,0.003,1,0.14,1,NA,NA,NA,NA,NA,NA,0.069,1,0.018,1,3,1,3.7,1,10,1,NA,NA
"10:15:00 09/12/2008",NA,NA,NA,NA,NA,NA,NA,NA,25,65,31,65,NA,NA,9.6,65,7.1,65,0.003,65,0.11,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,7,65,4.1,65,11,65,NA,NA
"10:15:00 13/10/2020",NA,NA,NA,NA,NA,NA,NA,NA,18,1,40,1,NA,NA,11,1,6.87,1,0.004,1,0.03,1,NA,NA,NA,NA,NA,NA,0.28,1,0.015,1,3,1,6.5,1,10.5,1,NA,NA
"10:15:00 18/01/2011",NA,NA,NA,NA,NA,NA,NA,NA,35,1,58,1,NA,NA,10.2,1,6.9,1,0.003,1,0.2,1,NA,NA,NA,NA,NA,NA,0.063,1,0.013,1,3,1,2.7,1,13.5,1,NA,NA
"10:20:00 16/11/1995",NA,NA,NA,NA,NA,NA,NA,NA,33,65,41,65,NA,NA,10.8,65,7.8,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.05,65,0.01,65,4,65,38,65,10,65,NA,NA
"10:20:00 24/11/2010",NA,NA,NA,NA,NA,NA,NA,NA,60,1,57,1,NA,NA,8.8,1,7,1,0.003,1,0.11,1,NA,NA,NA,NA,NA,NA,0.037,1,0.02,1,2,1,2.5,1,15.4,1,NA,NA
"10:25:00 18/03/2019",NA,NA,NA,NA,NA,NA,NA,NA,40,1,42,1,NA,NA,9.28,1,7.15,1,0.003,1,0.21,1,NA,NA,NA,NA,NA,NA,0.025,1,0.005,1,2,1,2.3,1,15,1,NA,NA
"10:25:00 18/11/2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,NA,NA,10.91,1,6.78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,10,1,NA,NA
"10:25:00 19/11/2019",NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,0.003,1,0.32,1,NA,NA,NA,NA,NA,NA,0.17,1,0.017,1,2,1,NA,NA,NA,NA,NA,NA
"10:30:00 06/03/1997",NA,NA,NA,NA,NA,NA,NA,NA,60,65,43,65,NA,NA,9.8,65,6.5,65,0.003,65,0.23,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,2,65,1.2,65,14,65,NA,NA
"10:30:00 10/03/2020",NA,NA,NA,NA,NA,NA,NA,NA,45,1,34,1,NA,NA,10.09,1,6.99,1,0.003,1,0.15,1,NA,NA,NA,NA,NA,NA,0.062,1,0.022,1,2,1,2.1,1,13,1,NA,NA
"10:30:00 11/10/1995",NA,NA,NA,NA,NA,NA,NA,NA,25,65,39,65,NA,NA,11,65,6.8,65,0.005,65,0.2,65,NA,NA,NA,NA,NA,NA,0.05,65,0.01,65,2,65,3.7,65,9,65,NA,NA
"10:30:00 11/12/2012",NA,NA,NA,NA,NA,NA,NA,NA,45,1,36,1,NA,NA,10.7,1,6.8,1,0.003,1,0.17,1,NA,NA,NA,NA,NA,NA,0.063,1,0.012,1,2,1,4.7,1,13,1,NA,NA
"10:30:00 18/10/2016",NA,NA,NA,NA,NA,NA,NA,NA,24,1,33,1,NA,NA,10.6,1,6.7,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.13,1,0.018,1,10,1,6.6,1,8.5,1,NA,NA
"10:30:00 19/03/2014",NA,NA,NA,NA,NA,NA,NA,NA,65,1,35,1,NA,NA,10.3,1,7,1,0.003,1,0.2,1,NA,NA,NA,NA,NA,NA,0.024,1,0.007,1,2,1,3.7,1,12,1,NA,NA
"10:30:00 20/12/2011",NA,NA,NA,NA,NA,NA,NA,NA,50,1,35,1,NA,NA,10.5,1,7,1,0.003,1,0.15,1,NA,NA,NA,NA,NA,NA,0.081,1,0.008,1,2,1,4.8,1,14,1,NA,NA
"10:30:00 21/01/2013",NA,NA,NA,NA,NA,NA,NA,NA,40,1,38,1,NA,NA,10.9,1,6.7,1,0.003,1,0.22,1,NA,NA,NA,NA,NA,NA,0.038,1,0.017,1,3,1,3.2,1,16,1,NA,NA
"10:30:00 22/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,40,1,38.5,1,NA,NA,10.8,1,7,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.063,1,0.011,1,2,1,2.4,1,9.4,1,NA,NA
"10:30:00 26/10/2015",NA,NA,NA,NA,NA,NA,NA,NA,36,1,35,1,NA,NA,9.5,1,7,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.056,1,0.011,1,2,1,2.8,1,12,1,NA,NA
"10:35:00 18/01/2010",NA,NA,NA,NA,NA,NA,NA,NA,75,1,32.7,1,NA,NA,9.7,1,7,1,0.001,1,0.24,1,NA,NA,NA,NA,NA,NA,0.03,1,0.022,1,12,1,9.2,1,12.7,1,NA,NA
"10:35:00 18/03/2008",NA,NA,NA,NA,NA,NA,NA,NA,40,65,34,65,NA,NA,9.6,65,7,65,0.003,65,0.19,65,NA,NA,NA,NA,NA,NA,0.02,65,0.007,65,2,65,1.5,65,16.5,65,NA,NA
"10:35:00 18/03/2009",NA,NA,NA,NA,NA,NA,NA,NA,40,65,38,65,NA,NA,10.3,65,7,65,0.003,65,0.25,65,NA,NA,NA,NA,NA,NA,0.009,65,0.01,65,3,65,2.3,65,10,65,NA,NA
"10:35:00 20/01/2015",NA,NA,NA,NA,NA,NA,NA,NA,55,1,35,1,NA,NA,10.2,1,6.8,1,0.003,1,0.2,1,NA,NA,NA,NA,NA,NA,0.022,1,0.066,1,5,1,4.6,1,14,1,NA,NA
"10:35:00 26/02/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,65,NA,NA,10.1,65,7.6,65,0.003,65,0.15,65,NA,NA,NA,NA,NA,NA,0.009,65,0.007,65,2,65,2.1,65,13.2,65,NA,NA
"10:40:00 08/02/1996",NA,NA,NA,NA,NA,NA,NA,NA,37,65,32,65,NA,NA,10,65,6.8,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,4,65,2.7,65,14,65,NA,NA
"10:40:00 10/12/2019",NA,NA,NA,NA,NA,NA,NA,NA,30,1,45,1,NA,NA,9.65,1,6.95,1,0.003,1,0.12,1,NA,NA,NA,NA,NA,NA,0.077,1,0.005,1,2,1,2,1,16.6,1,NA,NA
"10:40:00 15/12/2014",NA,NA,NA,NA,NA,NA,NA,NA,50,1,35,1,NA,NA,10.3,1,6.9,1,0.003,1,0.17,1,NA,NA,NA,NA,NA,NA,0.003,1,0.01,1,12,1,5.4,1,15.5,1,NA,NA
"10:40:00 23/11/2006",NA,NA,NA,NA,NA,NA,NA,NA,35,65,31,65,NA,NA,10,65,6.6,65,0.004,65,0.16,65,NA,NA,NA,NA,NA,NA,0.02,65,0.01,65,2,65,2.5,65,14.2,65,NA,NA
"10:45:00 03/04/1996",NA,NA,NA,NA,NA,NA,NA,NA,47,65,49,65,NA,NA,11,65,6.3,65,0.003,65,0.1,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,3,65,3.5,65,9.5,65,NA,NA
"10:45:00 10/10/1996",NA,NA,NA,NA,NA,NA,NA,NA,15,65,37,65,NA,NA,9.4,65,6.9,65,0.003,65,0.1,65,NA,NA,NA,NA,NA,NA,0.11,65,0.03,65,3,65,2.8,65,12,65,NA,NA
"10:45:00 15/03/1995",NA,NA,NA,NA,NA,NA,NA,NA,50,65,48,65,NA,NA,10.8,65,7.1,65,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,4,65,1,65,10,65,NA,NA
"10:45:00 21/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,70,1,37,1,NA,NA,9.8,1,6.8,1,0.023,1,0.2,1,NA,NA,NA,NA,NA,NA,0.027,1,0.012,1,2,1,3.1,1,14.5,1,NA,NA
"10:45:00 21/09/1995",NA,NA,NA,NA,NA,NA,NA,NA,25,65,32,65,NA,NA,11.6,65,6.5,65,0.006,65,0.1,65,NA,NA,NA,NA,NA,NA,0.06,65,0.01,65,14,65,3.6,65,7,65,NA,NA
"10:45:00 23/02/2006",NA,NA,NA,NA,NA,NA,NA,NA,50,65,35,65,NA,NA,8.4,65,6.6,65,0.003,65,0.1,65,NA,NA,NA,NA,NA,NA,0.01,65,0.008,65,2,65,2.4,65,16,65,NA,NA
"10:50:00 09/04/2001",NA,NA,NA,NA,NA,NA,NA,NA,50,65,76,65,NA,NA,10.4,65,7.3,65,0.003,65,0.16,65,NA,NA,NA,NA,NA,NA,0.05,65,0.01,65,4,65,1.8,65,10,65,NA,NA
"10:50:00 11/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,50,65,34,65,NA,NA,9.6,65,6.8,65,0.003,65,0.13,65,NA,NA,NA,NA,NA,NA,0.03,65,0.008,65,2,65,2.5,65,14,65,NA,NA
"10:50:00 13/04/1999",NA,NA,NA,NA,NA,NA,NA,NA,40,65,38,65,NA,NA,10.8,65,7.1,65,0.004,65,0.15,65,NA,NA,NA,NA,NA,NA,0.04,65,0.008,65,2,65,1,65,10,65,NA,NA
"10:50:00 14/10/2008",NA,NA,NA,NA,NA,NA,NA,NA,28,65,43,65,NA,NA,11.4,65,6.9,65,0.003,65,0.1,65,NA,NA,NA,NA,NA,NA,0.04,65,0.007,65,2,65,2.1,65,9.5,65,NA,NA
"10:50:00 16/12/2004",NA,NA,NA,NA,NA,NA,NA,NA,45,65,37,65,NA,NA,10.2,65,7.6,65,0.003,65,0.18,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,2,65,3.4,65,12.3,65,NA,NA
"10:50:00 17/02/2009",NA,NA,NA,NA,NA,NA,NA,NA,32,65,35,65,NA,NA,9.2,65,7,65,0.003,65,0.16,65,NA,NA,NA,NA,NA,NA,0.01,65,0.01,65,3,65,3,65,14.5,65,NA,NA
"10:50:00 20/12/1999",NA,NA,NA,NA,NA,NA,NA,NA,50,65,43,65,NA,NA,10.4,65,7.1,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,2,65,2,65,11.5,65,NA,NA
"10:50:00 22/07/2013",NA,NA,NA,NA,NA,NA,NA,NA,22,1,39,1,NA,NA,9.7,1,6.8,1,0.003,1,0.12,1,NA,NA,NA,NA,NA,NA,0.42,1,0.019,1,8,1,8.6,1,7,1,NA,NA
"10:50:00 23/03/2006",NA,NA,NA,NA,NA,NA,NA,NA,50,65,35,65,NA,NA,9.7,65,6.7,65,0.003,65,0.11,65,NA,NA,NA,NA,NA,NA,0.02,65,0.01,65,1,65,1.3,65,13.4,65,NA,NA
"10:50:00 24/02/2014",NA,NA,NA,NA,NA,NA,NA,NA,45,1,35,1,NA,NA,9.7,1,6.7,1,0.007,1,0.18,1,NA,NA,NA,NA,NA,NA,0.032,1,0.015,1,4,1,3.1,1,13,1,NA,NA
"10:55:00 19/01/2006",NA,NA,NA,NA,NA,NA,NA,NA,50,65,34,65,NA,NA,9.5,65,6.4,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.02,65,0.01,65,2,65,3.1,65,NA,NA,NA,NA
"10:55:00 22/01/2008",NA,NA,NA,NA,NA,NA,NA,NA,90,65,33,65,NA,NA,11,65,7.5,65,0.003,65,0.24,65,NA,NA,NA,NA,NA,NA,0.02,65,0.01,65,8,65,3.5,65,13.5,65,NA,NA
"11:00:00 03/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,50,65,40,65,NA,NA,11,65,6.4,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.07,65,0.01,65,3,65,1.1,65,10,65,NA,NA
"11:00:00 03/06/1996",NA,NA,NA,NA,NA,NA,NA,NA,20,65,39,65,NA,NA,13.8,65,6.7,65,0.006,65,0.3,65,NA,NA,NA,NA,NA,NA,0.07,65,0.01,65,4,65,2,65,6.5,65,NA,NA
"11:00:00 03/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,30,65,31,65,NA,NA,10.6,65,7,65,0.003,65,0.09,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,2,65,1,65,7.5,65,NA,NA
"11:00:00 09/03/2010",NA,NA,NA,NA,NA,NA,NA,NA,120,1,33.4,1,NA,NA,10,1,6.7,1,0.001,1,0.26,1,NA,NA,NA,NA,NA,NA,0.058,1,0.014,1,2,1,6.1,1,15,1,NA,NA
"11:00:00 11/11/2008",NA,NA,NA,NA,NA,NA,NA,NA,36,65,34,65,NA,NA,9.3,65,7.3,65,0.003,65,0.19,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,6,65,4.1,65,13,65,NA,NA
"11:00:00 13/01/2009",NA,NA,NA,NA,NA,NA,NA,NA,27,65,31,65,NA,NA,9.9,65,7.1,65,0.003,65,0.12,65,NA,NA,NA,NA,NA,NA,0.01,65,0.007,65,3,65,2,65,14.5,65,NA,NA
"11:00:00 13/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,45,65,35,65,NA,NA,8.8,65,6.8,65,0.003,65,0.25,65,NA,NA,NA,NA,NA,NA,0.03,65,0.02,65,2,65,3.7,65,14,65,NA,NA
"11:00:00 15/05/1996",NA,NA,NA,NA,NA,NA,NA,NA,38,65,38,65,NA,NA,14.6,65,6.8,65,0.005,65,0.13,65,NA,NA,NA,NA,NA,NA,0.06,65,0.01,65,6,65,3,65,6,65,NA,NA
"11:00:00 15/10/2012",NA,NA,NA,NA,NA,NA,NA,NA,25,1,38,1,NA,NA,11.9,1,6.8,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.095,1,0.006,1,4,1,3.8,1,9,1,NA,NA
"11:00:00 16/10/2017",NA,NA,NA,NA,NA,NA,NA,NA,32,1,34,1,NA,NA,11,1,6.7,1,0.003,1,0.12,1,NA,NA,NA,NA,NA,NA,0.092,1,0.007,1,2,1,2.7,1,10.5,1,NA,NA
"11:00:00 16/12/2013",NA,NA,NA,NA,NA,NA,NA,NA,30,1,32,1,NA,NA,9.8,1,7.2,1,0.003,1,0.15,1,NA,NA,NA,NA,NA,NA,0.068,1,0.017,1,3,1,3.1,1,13.5,1,NA,NA
"11:00:00 18/09/2007",NA,NA,NA,NA,NA,NA,NA,NA,50,65,29,65,NA,NA,12.1,65,6.5,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.16,65,0.03,65,8,65,4.7,65,6.5,65,NA,NA
"11:00:00 19/01/2016",NA,NA,NA,NA,NA,NA,NA,NA,48,1,36,1,NA,NA,8.6,1,7,1,0.005,1,0.16,1,NA,NA,NA,NA,NA,NA,0.02,1,0.01,1,2,1,1.9,1,17,1,NA,NA
"11:00:00 20/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,45,1,40,1,NA,NA,12.8,1,7,1,0.003,1,0.16,1,NA,NA,NA,NA,NA,NA,0.088,1,0.015,1,2,1,3.1,1,12.5,1,NA,NA
"11:00:00 21/01/2014",NA,NA,NA,NA,NA,NA,NA,NA,45,1,36,1,NA,NA,9.5,1,7.2,1,0.003,1,0.18,1,NA,NA,NA,NA,NA,NA,0.04,1,0.015,1,3,1,3.5,1,16.5,1,NA,NA
"11:00:00 21/01/2019",NA,NA,NA,NA,NA,NA,NA,NA,60,1,38.7,1,NA,NA,8.62,1,7.16,1,0.003,1,0.18,1,NA,NA,NA,NA,NA,NA,0.053,1,0.011,1,2,1,1.5,1,19.2,1,NA,NA
"11:00:00 21/08/2000",NA,NA,NA,NA,NA,NA,NA,NA,20,65,34,65,NA,NA,11,65,7.5,65,0.003,65,0.06,65,NA,NA,NA,NA,NA,NA,0.11,65,0.005,65,1,65,1,65,7,65,NA,NA
"11:00:00 22/12/2005",NA,NA,NA,NA,NA,NA,NA,NA,30,65,33,65,NA,NA,10,65,6.6,65,0.003,65,0.15,65,NA,NA,NA,NA,NA,NA,0.02,65,0.02,65,6,65,2.3,65,NA,NA,NA,NA
"11:04:00 25/01/2007",NA,NA,NA,NA,NA,NA,NA,NA,60,65,35,65,NA,NA,9,65,6.4,65,0.004,65,0.19,65,NA,NA,NA,NA,NA,NA,0.01,65,0.02,65,1,65,1.4,65,16.1,65,NA,NA
"11:05:00 16/03/2015",NA,NA,NA,NA,NA,NA,NA,NA,45,1,35,1,NA,NA,10.2,1,6.8,1,0.003,1,0.26,1,NA,NA,NA,NA,NA,NA,0.041,1,0.014,1,2,1,4.1,1,12.5,1,NA,NA
"11:10:00 03/01/2002",NA,NA,NA,NA,NA,NA,NA,NA,70,65,30,65,NA,NA,10.8,65,6.9,65,0.008,65,0.23,65,NA,NA,NA,NA,NA,NA,0.03,65,0.02,65,6,65,2,65,9.5,65,NA,NA
"11:10:00 11/12/2017",NA,NA,NA,NA,NA,NA,NA,NA,32,1,35,1,NA,NA,9.9,1,7,1,0.005,1,0.15,1,NA,NA,NA,NA,NA,NA,0.09,1,0.011,1,2,1,3.8,1,14,1,NA,NA
"11:10:00 14/08/2007",NA,NA,NA,NA,NA,NA,NA,NA,25,65,35,65,NA,NA,12.4,65,6.9,65,0.003,65,0.08,65,NA,NA,NA,NA,NA,NA,0.13,65,0.01,65,2,65,3.4,65,6.5,65,NA,NA
"11:10:00 15/02/2016",NA,NA,NA,NA,NA,NA,NA,NA,40,1,37,1,NA,NA,9,1,6.7,1,0.003,1,0.17,1,NA,NA,NA,NA,NA,NA,0.022,1,0.011,1,2,1,2.2,1,15.5,1,NA,NA
"11:10:00 16/02/2015",NA,NA,NA,NA,NA,NA,NA,NA,80,1,35,1,NA,NA,9.5,1,6.7,1,0.003,1,0.31,1,NA,NA,NA,NA,NA,NA,0.034,1,0.018,1,7,1,5.7,1,16.5,1,NA,NA
"11:10:00 17/11/2005",NA,NA,NA,NA,NA,NA,NA,NA,50,65,31,65,NA,NA,10.8,65,6.7,65,0.003,65,0.18,65,NA,NA,NA,NA,NA,NA,0.03,65,0.01,65,4,65,2.8,65,NA,NA,NA,NA
"11:10:00 18/11/2009",NA,NA,NA,NA,NA,NA,NA,NA,30,1,33.8,1,NA,NA,9.7,1,6.9,1,0.001,1,0.08,1,NA,NA,NA,NA,NA,NA,0.035,1,0.005,1,1,1,2.9,1,14.5,1,NA,NA
"11:10:00 19/10/2010",NA,NA,NA,NA,NA,NA,NA,NA,30,1,35,1,NA,NA,11.5,1,6.6,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.12,1,0.01,1,4,1,5.8,1,7.5,1,NA,NA
"11:10:00 22/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,20,65,39,65,NA,NA,10.2,65,7,65,0.004,65,0.09,65,NA,NA,NA,NA,NA,NA,0.14,65,0.009,65,4,65,1.9,65,13.3,65,NA,NA
"11:15:00 04/07/1996",NA,NA,NA,NA,NA,NA,NA,NA,25,65,39,65,NA,NA,11.4,65,6.8,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.11,65,0.09,65,3,65,1.3,65,4.4,65,NA,NA
"11:15:00 16/07/2007",NA,NA,NA,NA,NA,NA,NA,NA,30,65,32,65,NA,NA,11.6,65,6.8,65,0.003,65,0.07,65,NA,NA,NA,NA,NA,NA,0.13,65,0.006,65,2,65,5.7,65,5.6,65,NA,NA
"11:15:00 18/06/2008",NA,NA,NA,NA,NA,NA,NA,NA,40,65,37,65,NA,NA,11.5,65,7,65,0.003,65,0.15,65,NA,NA,NA,NA,NA,NA,0.1,65,0.008,65,3,65,3,65,5,65,NA,NA
"11:15:00 24/06/1997",NA,NA,NA,NA,NA,NA,NA,NA,35,65,40,65,NA,NA,11.2,65,7.2,65,0.005,65,0.33,65,NA,NA,NA,NA,NA,NA,0.09,65,0.02,65,2,65,2.6,65,6,65,NA,NA
"11:15:00 25/05/1995",NA,NA,NA,NA,NA,NA,NA,NA,38,65,39,65,NA,NA,12,65,6.6,65,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.08,65,0.02,65,24,65,5.3,65,7,65,NA,NA
"11:15:00 27/03/2002",NA,NA,NA,NA,NA,NA,NA,NA,70,65,34,65,NA,NA,9.6,65,6.4,65,0.003,65,0.21,65,NA,NA,NA,NA,NA,NA,0.02,65,0.02,65,4,65,3.8,65,13,65,NA,NA
"11:20:00 11/08/2020",NA,NA,NA,NA,NA,NA,NA,NA,20,1,39,1,NA,NA,12.03,1,6.92,1,0.003,1,0.08,1,NA,NA,NA,NA,NA,NA,0.24,1,0.007,1,4,1,4.2,1,6.1,1,NA,NA
"11:20:00 14/12/2015",NA,NA,NA,NA,NA,NA,NA,NA,40,1,35,1,NA,NA,9.9,1,6.8,1,0.003,1,0.15,1,NA,NA,NA,NA,NA,NA,0.029,1,0.01,1,2,1,2.4,1,14,1,NA,NA
"11:20:00 17/01/2012",NA,NA,NA,NA,NA,NA,NA,NA,35,1,35,1,NA,NA,10.3,1,7,1,0.003,1,0.16,1,NA,NA,NA,NA,NA,NA,0.053,1,0.006,1,2,1,3.8,1,15,1,NA,NA
"11:20:00 20/10/2014",NA,NA,NA,NA,NA,NA,NA,NA,30,1,34,1,NA,NA,10.9,1,6.8,1,0.003,1,0.83,1,NA,NA,NA,NA,NA,NA,0.076,1,0.066,1,30,1,3.3,1,10.5,1,NA,NA
