"Date","Conductivity","Conductivity_Qual","WaterTemperature","WaterTemperature_Qual"
"01:00:00 06/09/1997",NA,NA,11.4,65
"01:00:00 14/09/1997",1097,65,12.6,65
"01:00:00 18/09/1997",563,65,12.3,65
"01:00:00 20/09/1997",1627,65,10.8,65
"01:00:00 21/09/1997",1805,65,12.1,65
"01:00:00 22/08/1997",917,65,10.4,65
"01:00:00 23/08/1997",1873,65,NA,NA
"01:00:00 23/09/1997",1961,65,11.7,65
"01:00:00 24/08/1997",5175,65,8.5,65
"01:00:00 24/09/1997",2151,65,NA,NA
"01:00:00 26/08/1997",4712,65,7.9,65
"01:00:00 26/09/1997",1898,65,13.4,65
"01:00:00 27/08/1997",3409,65,8.7,65
"01:00:00 28/08/1997",NA,NA,10.4,65
"01:00:00 30/08/1997",203,65,10.6,65
"01:15:00 01/09/1997",NA,NA,11.4,65
"01:15:00 02/09/1997",471,65,12.8,65
"01:15:00 03/09/1997",NA,NA,12.5,65
"01:15:00 11/09/1997",NA,NA,12.5,65
"01:15:00 12/09/1997",268,65,NA,NA
"01:15:00 14/09/1997",1134,65,12.4,65
"01:15:00 23/08/1997",1987,65,10.2,65
"01:15:00 24/08/1997",5203,65,8.3,65
"01:15:00 26/09/1997",1811,65,NA,NA
"01:15:00 27/08/1997",3354,65,8.6,65
"01:15:00 27/09/1997",2996,65,NA,NA
"01:15:00 28/08/1997",NA,NA,10.3,65
"01:15:00 29/08/1997",NA,NA,10.9,65
"01:15:00 29/09/1997",3921,65,12.7,65
"01:15:00 30/08/1997",262,65,10.5,65
"01:30:00 02/09/1997",436,65,12.8,65
"01:30:00 14/09/1997",1164,65,12.4,65
"01:30:00 18/09/1997",585,65,12.3,65
"01:30:00 19/09/1997",1193,65,11.4,65
"01:30:00 22/08/1997",941,65,10,65
"01:30:00 22/09/1997",2115,65,NA,NA
"01:30:00 23/08/1997",2114,65,10.1,65
"01:30:00 26/09/1997",1738,65,NA,NA
"01:30:00 27/08/1997",3317,65,NA,NA
"01:30:00 27/09/1997",3033,65,NA,NA
"01:30:00 28/08/1997",NA,NA,10.3,65
"01:30:00 28/09/1997",3714,65,14,65
"01:30:00 30/08/1997",310,65,10.4,65
"01:30:00 30/09/1997",3373,65,14.3,65
"01:45:00 01/09/1997",NA,NA,11.3,65
"01:45:00 02/09/1997",412,65,12.7,65
"01:45:00 06/09/1997",NA,NA,11.2,65
"01:45:00 08/09/1997",NA,NA,11.5,65
"01:45:00 14/09/1997",1186,65,12.3,65
"01:45:00 17/09/1997",887,65,11.3,65
"01:45:00 23/08/1997",2223,65,10.1,65
"01:45:00 24/08/1997",5223,65,8,65
"01:45:00 26/08/1997",4732,65,7.8,65
"01:45:00 26/09/1997",1659,65,NA,NA
"01:45:00 27/08/1997",3285,65,NA,NA
"01:45:00 27/09/1997",3074,65,NA,NA
"01:45:00 28/08/1997",NA,NA,10.2,65
"01:45:00 29/08/1997",NA,NA,10.7,65
"01:45:00 30/08/1997",374,65,NA,NA
"01:45:00 31/08/1997",NA,NA,11.6,65
"02:00:00 02/09/1997",389,65,NA,NA
"02:00:00 13/09/1997",518,65,11.9,65
"02:00:00 14/09/1997",1211,65,12.2,65
"02:00:00 20/09/1997",1647,65,10.6,65
"02:00:00 23/08/1997",2331,65,10,65
"02:00:00 24/09/1997",2172,65,NA,NA
"02:00:00 25/09/1997",2675,65,NA,NA
"02:00:00 26/09/1997",1582,65,NA,NA
"02:00:00 27/08/1997",3259,65,NA,NA
"02:00:00 27/09/1997",3115,65,14.4,65
"02:00:00 28/08/1997",0,65,10.1,65
"02:00:00 30/08/1997",415,65,10.4,65
"02:15:00 02/09/1997",411,65,NA,NA
"02:15:00 03/09/1997",NA,NA,12.5,65
"02:15:00 05/09/1997",NA,NA,11.5,65
"02:15:00 09/09/1997",NA,NA,11,65
"02:15:00 12/09/1997",288,65,11.4,65
"02:15:00 14/09/1997",1237,65,12.2,65
"02:15:00 18/09/1997",614,65,12.2,65
"02:15:00 19/09/1997",1216,65,11.2,65
"02:15:00 21/09/1997",1819,65,11.6,65
"02:15:00 23/08/1997",2467,65,NA,NA
"02:15:00 23/09/1997",1938,65,11.2,65
"02:15:00 26/09/1997",1513,65,NA,NA
"02:15:00 27/08/1997",3233,65,8.4,65
"02:15:00 27/09/1997",3157,65,14.3,65
"02:15:00 28/08/1997",8,65,10,65
"02:15:00 29/09/1997",3913,65,12,65
"02:15:00 30/08/1997",479,65,10.3,65
"02:15:00 31/08/1997",NA,NA,11.5,65
"02:30:00 02/09/1997",496,65,12.7,65
"02:30:00 03/09/1997",NA,NA,12.4,65
"02:30:00 08/09/1997",NA,NA,11.5,65
"02:30:00 14/09/1997",1273,65,12.1,65
"02:30:00 17/09/1997",908,65,11.2,65
"02:30:00 23/08/1997",2597,65,NA,NA
"02:30:00 24/08/1997",5249,65,7.6,65
"02:30:00 25/08/1997",4928,65,NA,NA
"02:30:00 26/09/1997",1439,65,NA,NA
"02:30:00 27/08/1997",3207,65,NA,NA
"02:30:00 27/09/1997",3187,65,14.2,65
"02:30:00 28/08/1997",46,65,10,65
"02:30:00 30/08/1997",521,65,NA,NA
"02:45:00 02/09/1997",667,65,12.8,65
"02:45:00 06/09/1997",NA,NA,11,65
"02:45:00 08/09/1997",0,65,11.4,65
"02:45:00 09/09/1997",NA,NA,10.9,65
"02:45:00 11/09/1997",NA,NA,12.1,65
"02:45:00 14/09/1997",1293,65,NA,NA
"02:45:00 16/09/1997",585,65,11.4,65
"02:45:00 23/08/1997",2719,65,10,65
"02:45:00 25/09/1997",2697,65,NA,NA
"02:45:00 26/08/1997",4755,65,7.7,65
"02:45:00 26/09/1997",1375,65,12.7,65
"02:45:00 27/08/1997",3185,65,8.4,65
"02:45:00 27/09/1997",3215,65,14.2,65
"02:45:00 28/08/1997",74,65,9.9,65
"02:45:00 28/09/1997",3735,65,NA,NA
"02:45:00 29/08/1997",NA,NA,10.5,65
"02:45:00 30/08/1997",575,65,NA,NA
"02:45:00 30/09/1997",3382,65,13.7,65
"03:00:00 02/09/1997",960,65,12.8,65
"03:00:00 08/09/1997",3,65,NA,NA
"03:00:00 10/09/1997",NA,NA,11.2,65
"03:00:00 14/09/1997",1316,65,NA,NA
"03:00:00 18/09/1997",647,65,12,65
"03:00:00 19/09/1997",1244,65,11.1,65
"03:00:00 22/08/1997",941,65,9.5,65
"03:00:00 23/08/1997",2829,65,9.9,65
"03:00:00 23/09/1997",1918,65,10.9,65
"03:00:00 26/09/1997",1309,65,12.5,65
"03:00:00 27/09/1997",3257,65,14.1,65
"03:00:00 28/08/1997",103,65,9.8,65
"03:00:00 29/08/1997",NA,NA,10.4,65
"03:00:00 30/08/1997",622,65,10.3,65
"03:15:00 02/09/1997",1421,65,12.9,65
"03:15:00 07/09/1997",NA,NA,12.1,65
"03:15:00 08/09/1997",550,65,NA,NA
"03:15:00 09/09/1997",NA,NA,10.8,65
"03:15:00 13/09/1997",540,65,11.7,65
"03:15:00 14/09/1997",1358,65,NA,NA
"03:15:00 22/09/1997",2131,65,NA,NA
"03:15:00 23/08/1997",2947,65,9.8,65
"03:15:00 26/09/1997",1229,65,12.4,65
"03:15:00 27/08/1997",3151,65,8.3,65
"03:15:00 27/09/1997",3285,65,NA,NA
"03:15:00 29/08/1997",NA,NA,10.4,65
"03:15:00 29/09/1997",3920,65,11.4,65
"03:15:00 30/08/1997",651,65,10.2,65
"03:30:00 02/09/1997",1927,65,NA,NA
"03:30:00 08/09/1997",1369,65,NA,NA
"03:30:00 10/09/1997",NA,NA,11.1,65
"03:30:00 12/09/1997",309,65,11.2,65
"03:30:00 17/09/1997",934,65,10.9,65
"03:30:00 18/09/1997",673,65,11.8,65
"03:30:00 22/08/1997",971,65,9.4,65
"03:30:00 23/08/1997",3071,65,NA,NA
"03:30:00 24/08/1997",5271,65,7.1,65
"03:30:00 24/09/1997",2175,65,NA,NA
"03:30:00 26/09/1997",1171,65,12.3,65
"03:30:00 27/09/1997",3309,65,NA,NA
"03:30:00 28/08/1997",141,65,9.7,65
"03:30:00 29/08/1997",NA,NA,10.3,65
"03:30:00 30/08/1997",686,65,NA,NA
"03:45:00 02/09/1997",2402,65,NA,NA
"03:45:00 04/09/1997",NA,NA,13.3,65
"03:45:00 06/09/1997",NA,NA,10.9,65
"03:45:00 07/09/1997",NA,NA,12.1,65
"03:45:00 08/09/1997",2083,65,NA,NA
"03:45:00 09/09/1997",NA,NA,10.8,65
"03:45:00 14/09/1997",1410,65,NA,NA
"03:45:00 19/09/1997",1269,65,10.9,65
"03:45:00 20/09/1997",1670,65,10.4,65
"03:45:00 23/08/1997",3191,65,NA,NA
"03:45:00 25/09/1997",2721,65,NA,NA
"03:45:00 26/09/1997",1104,65,12.2,65
"03:45:00 27/08/1997",3124,65,NA,NA
"03:45:00 27/09/1997",3334,65,NA,NA
"03:45:00 29/08/1997",NA,NA,10.2,65
"03:45:00 30/08/1997",715,65,NA,NA
"04:00:00 02/09/1997",2660,65,12.9,65
"04:00:00 03/09/1997",NA,NA,12.4,65
"04:00:00 05/09/1997",NA,NA,11,65
"04:00:00 06/09/1997",NA,NA,10.8,65
"04:00:00 08/09/1997",2364,65,11.4,65
"04:00:00 10/09/1997",NA,NA,10.9,65
"04:00:00 11/09/1997",NA,NA,11.8,65
"04:00:00 12/09/1997",313,65,11.1,65
"04:00:00 13/09/1997",552,65,11.5,65
"04:00:00 14/09/1997",1441,65,NA,NA
"04:00:00 15/09/1997",862,65,NA,NA
"04:00:00 16/09/1997",593,65,11.1,65
"04:00:00 17/09/1997",944,65,10.8,65
"04:00:00 18/09/1997",700,65,NA,NA
"04:00:00 19/09/1997",1276,65,10.9,65
"04:00:00 20/09/1997",1679,65,NA,NA
"04:00:00 21/09/1997",1810,65,11,65
"04:00:00 22/08/1997",967,65,9.4,65
"04:00:00 22/09/1997",2132,65,11.2,65
"04:00:00 23/08/1997",3332,65,9.8,65
"04:00:00 23/09/1997",1894,65,10.6,65
"04:00:00 24/08/1997",5274,65,6.9,65
"04:00:00 24/09/1997",2181,65,11.4,65
"04:00:00 25/08/1997",4922,65,6.4,65
"04:00:00 25/09/1997",2726,65,11.8,65
"04:00:00 26/08/1997",4782,65,7.6,65
"04:00:00 26/09/1997",1028,65,12,65
"04:00:00 27/08/1997",3120,65,8.3,65
"04:00:00 27/09/1997",3355,65,NA,NA
"04:00:00 28/08/1997",157,65,9.5,65
"04:00:00 28/09/1997",3752,65,NA,NA
"04:00:00 29/08/1997",NA,NA,10.2,65
"04:00:00 29/09/1997",3942,65,10.9,65
"04:00:00 30/08/1997",741,65,NA,NA
"04:00:00 30/09/1997",3391,65,13.1,65
"04:00:00 31/08/1997",NA,NA,11.5,65
"04:15:00 08/09/1997",2086,65,NA,NA
"04:15:00 14/09/1997",1472,65,12.1,65
"04:15:00 23/08/1997",3444,65,9.7,65
"04:15:00 26/09/1997",962,65,11.9,65
"04:15:00 27/09/1997",3392,65,NA,NA
"04:15:00 29/08/1997",NA,NA,10.1,65
"04:15:00 30/08/1997",764,65,NA,NA
"04:15:00 31/08/1997",NA,NA,11.4,65
"04:30:00 01/09/1997",NA,NA,11.1,65
"04:30:00 02/09/1997",2480,65,NA,NA
"04:30:00 03/09/1997",NA,NA,12.3,65
"04:30:00 08/09/1997",1507,65,NA,NA
"04:30:00 14/09/1997",1503,65,12.2,65
"04:30:00 18/09/1997",724,65,NA,NA
"04:30:00 23/08/1997",3548,65,NA,NA
"04:30:00 26/09/1997",888,65,11.8,65
"04:30:00 27/09/1997",3413,65,NA,NA
"04:30:00 29/08/1997",NA,NA,10,65
"04:45:00 02/09/1997",2133,65,NA,NA
"04:45:00 08/09/1997",853,65,NA,NA
"04:45:00 10/09/1997",NA,NA,10.8,65
"04:45:00 14/09/1997",1535,65,NA,NA
"04:45:00 17/09/1997",964,65,10.7,65
"04:45:00 19/09/1997",1302,65,10.8,65
"04:45:00 23/08/1997",3646,65,NA,NA
"04:45:00 23/09/1997",1873,65,10.5,65
"04:45:00 26/09/1997",802,65,11.7,65
"04:45:00 27/09/1997",3436,65,NA,NA
"04:45:00 29/08/1997",NA,NA,9.9,65
"04:45:00 30/08/1997",795,65,9.9,65
"05:00:00 01/09/1997",NA,NA,11,65
"05:00:00 02/09/1997",1632,65,NA,NA
"05:00:00 04/09/1997",NA,NA,13.3,65
"05:00:00 05/09/1997",NA,NA,10.6,65
"05:00:00 08/09/1997",462,65,NA,NA
"05:00:00 14/09/1997",1563,65,NA,NA
"05:00:00 23/08/1997",3749,65,NA,NA
"05:00:00 26/09/1997",724,65,11.5,65
"05:00:00 29/08/1997",0,65,9.9,65
"05:00:00 29/09/1997",3963,65,10.3,65
"05:00:00 30/09/1997",3396,65,12.5,65
"05:00:00 31/08/1997",NA,NA,11.4,65
"05:15:00 02/09/1997",1052,65,12.6,65
"05:15:00 06/09/1997",NA,NA,10.6,65
"05:15:00 08/09/1997",132,65,NA,NA
"05:15:00 12/09/1997",334,65,10.9,65
"05:15:00 15/09/1997",832,65,NA,NA
"05:15:00 16/09/1997",614,65,10.7,65
"05:15:00 18/09/1997",754,65,NA,NA
"05:15:00 19/09/1997",1322,65,10.7,65
"05:15:00 23/08/1997",3852,65,9.7,65
"05:15:00 24/08/1997",5278,65,6.4,65
"05:15:00 25/09/1997",2746,65,11.2,65
"05:15:00 26/09/1997",654,65,11.4,65
"05:15:00 27/09/1997",3472,65,NA,NA
"05:15:00 28/08/1997",130,65,9.3,65
"05:15:00 28/09/1997",3752,65,NA,NA
"05:15:00 29/08/1997",22,65,9.8,65
"05:15:00 30/08/1997",825,65,NA,NA
"05:15:00 31/08/1997",NA,NA,11.3,65
"05:30:00 01/09/1997",NA,NA,10.9,65
"05:30:00 02/09/1997",559,65,NA,NA
"05:30:00 07/09/1997",NA,NA,11.7,65
"05:30:00 08/09/1997",0,65,NA,NA
"05:30:00 09/09/1997",NA,NA,10.4,65
"05:30:00 11/09/1997",0,65,11.2,65
"05:30:00 13/09/1997",565,65,10.9,65
"05:30:00 14/09/1997",1606,65,NA,NA
"05:30:00 20/09/1997",1700,65,10.4,65
"05:30:00 23/08/1997",3948,65,NA,NA
"05:30:00 26/09/1997",595,65,11.3,65
"05:30:00 29/08/1997",76,65,9.8,65
"05:45:00 01/09/1997",NA,NA,10.8,65
"05:45:00 02/09/1997",135,65,12.6,65
"05:45:00 04/09/1997",NA,NA,13.2,65
"05:45:00 05/09/1997",NA,NA,10.4,65
"05:45:00 08/09/1997",NA,NA,10.7,65
"05:45:00 18/09/1997",780,65,10.9,65
"05:45:00 22/08/1997",970,65,8.8,65
"05:45:00 23/08/1997",4036,65,NA,NA
"05:45:00 23/09/1997",1815,65,10.3,65
"05:45:00 24/08/1997",5275,65,6.3,65
"05:45:00 26/09/1997",528,65,11.1,65
"05:45:00 27/09/1997",3515,65,13,65
"05:45:00 28/08/1997",82,65,9.2,65
"05:45:00 29/08/1997",127,65,9.7,65
"05:45:00 30/08/1997",846,65,NA,NA
"06:00:00 01/09/1997",NA,NA,10.7,65
"06:00:00 02/09/1997",0,65,12.5,65
"06:00:00 07/09/1997",NA,NA,11.7,65
"06:00:00 08/09/1997",NA,NA,10.7,65
"06:00:00 14/09/1997",1630,65,12.2,65
"06:00:00 17/09/1997",985,65,10.5,65
"06:00:00 19/09/1997",1347,65,NA,NA
"06:00:00 22/09/1997",2117,65,10.7,65
"06:00:00 23/08/1997",4112,65,NA,NA
"06:00:00 24/09/1997",2193,65,10.9,65
"06:00:00 26/09/1997",466,65,11,65
"06:00:00 28/08/1997",40,65,NA,NA
"06:00:00 28/09/1997",3571,65,12,65
"06:00:00 29/08/1997",164,65,9.6,65
"06:00:00 29/09/1997",3989,65,9.8,65
"06:00:00 30/09/1997",3402,65,11.8,65
"06:15:00 01/09/1997",NA,NA,10.6,65
"06:15:00 08/09/1997",NA,NA,10.6,65
"06:15:00 09/09/1997",NA,NA,10.3,65
"06:15:00 16/09/1997",637,65,10.3,65
"06:15:00 18/09/1997",803,65,10.6,65
"06:15:00 22/09/1997",2153,65,10.7,65
"06:15:00 23/08/1997",4193,65,NA,NA
"06:15:00 26/09/1997",418,65,NA,NA
"06:15:00 27/09/1997",3548,65,12.9,65
"06:15:00 28/08/1997",0,65,NA,NA
"06:15:00 29/08/1997",196,65,9.6,65
"06:15:00 31/08/1997",NA,NA,11.3,65
"06:30:00 01/09/1997",NA,NA,10.5,65
"06:30:00 05/09/1997",NA,NA,10.1,65
"06:30:00 06/09/1997",NA,NA,10.4,65
"06:30:00 07/09/1997",NA,NA,11.6,65
"06:30:00 10/09/1997",NA,NA,10.2,65
"06:30:00 21/09/1997",1836,65,10.6,65
"06:30:00 22/08/1997",1005,65,8.5,65
"06:30:00 22/09/1997",2128,65,10.6,65
"06:30:00 23/08/1997",4269,65,NA,NA
"06:30:00 24/08/1997",5274,65,6,65
"06:30:00 25/08/1997",4929,65,5.9,65
"06:30:00 25/09/1997",2772,65,10.7,65
"06:30:00 26/09/1997",376,65,NA,NA
"06:30:00 27/09/1997",3576,65,12.8,65
"06:30:00 30/08/1997",867,65,NA,NA
"06:45:00 01/09/1997",NA,NA,10.5,65
"06:45:00 02/09/1997",NA,NA,12.5,65
"06:45:00 08/09/1997",NA,NA,10.6,65
"06:45:00 11/09/1997",23,65,10.9,65
"06:45:00 18/09/1997",832,65,10.4,65
"06:45:00 19/09/1997",1368,65,NA,NA
"06:45:00 22/08/1997",1041,65,8.4,65
"06:45:00 23/08/1997",4328,65,NA,NA
"06:45:00 26/09/1997",337,65,NA,NA
"06:45:00 28/08/1997",NA,NA,8.9,65
"06:45:00 29/08/1997",233,65,9.4,65
"06:45:00 31/08/1997",NA,NA,11.2,65
"07:00:00 01/09/1997",NA,NA,10.4,65
"07:00:00 02/09/1997",NA,NA,12.4,65
"07:00:00 07/09/1997",NA,NA,11.5,65
"07:00:00 08/09/1997",NA,NA,10.7,65
"07:00:00 09/09/1997",NA,NA,10.2,65
"07:00:00 13/09/1997",568,65,10.3,65
"07:00:00 14/09/1997",1610,65,12.1,65
"07:00:00 23/08/1997",4352,65,9.3,65
"07:00:00 24/09/1997",2163,65,NA,NA
"07:00:00 26/08/1997",4759,65,7.2,65
"07:00:00 26/09/1997",301,65,10.5,65
"07:00:00 27/09/1997",3597,65,12.8,65
"07:00:00 28/08/1997",NA,NA,8.9,65
"07:00:00 28/09/1997",3603,65,11.6,65
"07:00:00 30/08/1997",888,65,NA,NA
"07:00:00 30/09/1997",3422,65,11.3,65
"07:15:00 01/09/1997",NA,NA,10.4,65
"07:15:00 05/09/1997",NA,NA,9.9,65
"07:15:00 14/09/1997",1585,65,NA,NA
"07:15:00 20/09/1997",1721,65,10.5,65
"07:15:00 22/09/1997",2172,65,10.7,65
"07:15:00 23/08/1997",4405,65,NA,NA
"07:15:00 24/09/1997",2202,65,10.9,65
"07:15:00 25/09/1997",2793,65,10.4,65
"07:15:00 26/09/1997",266,65,NA,NA
"07:15:00 28/08/1997",NA,NA,8.8,65
"07:30:00 09/09/1997",NA,NA,10.3,65
"07:30:00 12/09/1997",357,65,10.7,65
"07:30:00 14/09/1997",1558,65,NA,NA
"07:30:00 18/09/1997",866,65,10.3,65
"07:30:00 19/09/1997",1389,65,10.7,65
"07:30:00 23/08/1997",4478,65,9.3,65
"07:30:00 26/09/1997",236,65,NA,NA
"07:30:00 28/08/1997",NA,NA,8.8,65
"07:30:00 28/09/1997",3806,65,11.6,65
"07:30:00 29/08/1997",254,65,9.3,65
"07:30:00 30/08/1997",911,65,8.8,65
"07:45:00 14/09/1997",1527,65,NA,NA
"07:45:00 15/09/1997",810,65,NA,NA
"07:45:00 17/09/1997",1005,65,10.3,65
"07:45:00 21/09/1997",1857,65,10.7,65
"07:45:00 22/09/1997",2142,65,10.9,65
"07:45:00 23/08/1997",4525,65,9.2,65
"07:45:00 26/09/1997",213,65,10.5,65
"07:45:00 27/09/1997",3622,65,12.9,65
"07:45:00 28/08/1997",NA,NA,8.9,65
"08:00:00 01/09/1997",NA,NA,10.5,65
"08:00:00 03/09/1997",NA,NA,12.3,65
"08:00:00 04/09/1997",NA,NA,13,65
"08:00:00 05/09/1997",NA,NA,9.9,65
"08:00:00 06/09/1997",NA,NA,10.4,65
"08:00:00 09/09/1997",NA,NA,10.5,65
"08:00:00 10/09/1997",NA,NA,10.3,65
"08:00:00 11/09/1997",45,65,11,65
"08:00:00 12/09/1997",362,65,10.7,65
"08:00:00 13/09/1997",568,65,10.3,65
"08:00:00 14/09/1997",1503,65,12.1,65
"08:00:00 15/09/1997",800,65,12.2,65
"08:00:00 16/09/1997",652,65,10.2,65
"08:00:00 17/09/1997",1007,65,10.5,65
"08:00:00 18/09/1997",886,65,10.4,65
"08:00:00 19/09/1997",1401,65,10.8,65
"08:00:00 20/09/1997",1723,65,10.9,65
"08:00:00 21/09/1997",1860,65,10.8,65
"08:00:00 22/08/1997",1052,65,8.2,65
"08:00:00 22/09/1997",2157,65,11,65
"08:00:00 23/08/1997",4586,65,NA,NA
"08:00:00 23/09/1997",1792,65,10.8,65
"08:00:00 24/08/1997",5271,65,5.8,65
"08:00:00 24/09/1997",2211,65,11.2,65
"08:00:00 25/08/1997",4923,65,6,65
"08:00:00 25/09/1997",2821,65,10.6,65
"08:00:00 26/08/1997",4742,65,7,65
"08:00:00 26/09/1997",193,65,10.6,65
"08:00:00 27/08/1997",3107,65,8.2,65
"08:00:00 27/09/1997",3618,65,12.9,65
"08:00:00 28/08/1997",NA,NA,9,65
"08:00:00 28/09/1997",3813,65,11.8,65
"08:00:00 29/08/1997",263,65,9.3,65
"08:00:00 29/09/1997",3976,65,9.7,65
"08:00:00 30/08/1997",935,65,8.8,65
"08:00:00 30/09/1997",3430,65,11.3,65
"08:00:00 31/08/1997",NA,NA,11.1,65
"08:15:00 14/09/1997",1466,65,12.2,65
"08:15:00 23/08/1997",4630,65,NA,NA
"08:30:00 05/09/1997",NA,NA,10,65
"08:30:00 07/09/1997",NA,NA,11.5,65
"08:30:00 08/09/1997",NA,NA,10.7,65
"08:30:00 09/09/1997",NA,NA,10.8,65
"08:30:00 14/09/1997",1432,65,NA,NA
"08:30:00 22/09/1997",2183,65,11.3,65
"08:30:00 23/08/1997",4664,65,NA,NA
"08:30:00 25/09/1997",2793,65,11.2,65
"08:30:00 26/08/1997",4732,65,7.1,65
"08:30:00 26/09/1997",146,65,11.1,65
"08:30:00 27/09/1997",3640,65,13.1,65
"08:30:00 28/09/1997",3766,65,12.4,65
"08:30:00 29/09/1997",3897,65,10.3,65
"08:30:00 30/08/1997",958,65,9,65
"08:30:00 30/09/1997",3403,65,11.8,65
"08:30:00 31/08/1997",NA,NA,11.1,65
"08:45:00 14/09/1997",1394,65,NA,NA
"08:45:00 15/09/1997",774,65,12.5,65
"08:45:00 17/09/1997",1005,65,11.1,65
"08:45:00 18/09/1997",904,65,11,65
"08:45:00 20/09/1997",1714,65,11.5,65
"08:45:00 22/09/1997",2152,65,11.7,65
"08:45:00 23/08/1997",4711,65,NA,NA
"08:45:00 24/09/1997",2189,65,12.2,65
"08:45:00 25/08/1997",4901,65,6.3,65
"08:45:00 25/09/1997",2757,65,11.5,65
"08:45:00 27/08/1997",3084,65,8.6,65
"08:45:00 28/09/1997",3742,65,12.8,65
"08:45:00 29/09/1997",3846,65,10.8,65
"09:00:00 01/09/1997",NA,NA,11,65
"09:00:00 06/09/1997",NA,NA,10.8,65
"09:00:00 09/09/1997",NA,NA,11.2,65
"09:00:00 10/09/1997",NA,NA,10.9,65
"09:00:00 13/09/1997",567,65,11,65
"09:00:00 14/09/1997",1358,65,NA,NA
"09:00:00 21/09/1997",1869,65,11.3,65
"09:00:00 23/08/1997",4746,65,9.2,65
"09:00:00 23/09/1997",1779,65,11.4,65
"09:00:00 24/08/1997",5248,65,5.9,65
"09:00:00 25/09/1997",2782,65,11.7,65
"09:00:00 26/08/1997",4708,65,7.4,65
"09:00:00 26/09/1997",114,65,11.7,65
"09:00:00 28/08/1997",NA,NA,9.2,65
"09:00:00 29/08/1997",288,65,9.6,65
"09:00:00 29/09/1997",3820,65,11.2,65
"09:00:00 30/09/1997",3360,65,12.5,65
"09:00:00 31/08/1997",NA,NA,11,65
"09:15:00 11/09/1997",63,65,11.6,65
"09:15:00 14/09/1997",1324,65,NA,NA
"09:15:00 16/09/1997",655,65,10.9,65
