"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"09:15:00 02/11/2010",17,1,96,1,9.5,1,6.9,1,0.004,1,0.13,1,0.011,1,0.01,1,2,1,1.5,1,13.8,1
"09:15:00 17/02/1987",NA,NA,120,65,8.5,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,20,65
"09:15:00 20/11/1986",NA,NA,88,65,10.6,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,13,65
"09:20:00 04/03/2010",18,1,105.5,1,7.8,1,7.2,1,0.001,1,0.11,1,0.009,1,0.005,1,2,1,1.2,1,18.8,1
"09:20:00 05/03/2009",19,65,150,65,7.5,65,6.5,65,0.003,65,0.19,65,0.005,65,0.01,65,3,65,1.4,65,16.3,65
"09:20:00 13/01/1978",NA,NA,120,65,8.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,20,65
"09:30:00 02/12/2008",38,65,95,65,9.7,65,6.5,65,0.003,65,0.21,65,0.16,65,0.01,65,2,65,2.4,65,15.7,65
"09:30:00 06/12/1982",NA,NA,220,65,6.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,18,65
"09:30:00 12/01/1987",NA,NA,NA,180,8.3,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,18,65
"09:40:00 11/04/1985",NA,NA,98,65,NA,180,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,65,15,65
"09:44:00 07/04/1986",NA,NA,120,65,9.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,14.5,65
"09:45:00 01/04/2008",16,65,89,65,9.2,65,6.6,65,0.003,65,0.1,65,0.01,65,0.008,65,2,65,0.8,65,13.9,65
"09:45:00 10/06/1977",NA,NA,67,65,NA,180,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,8,65
"09:45:00 13/12/1985",NA,NA,67,65,10.2,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,65,13.5,65
"09:50:00 29/12/1977",NA,NA,99,65,8.6,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,18,65
"09:55:00 13/02/1986",NA,NA,110,65,9,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,21,65
"10:00:00 07/03/1986",NA,NA,120,65,8.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,21.5,65
"10:00:00 07/05/2009",10,65,136,65,9.6,65,6.6,65,0.003,65,0.09,65,0.01,65,0.009,65,2,65,0.9,65,9.7,65
"10:00:00 11/09/1986",NA,NA,110,65,11.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,10,65
"10:00:00 20/05/1987",NA,NA,110,65,10.9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,10.5,65
"10:10:00 04/02/2008",25,65,110,65,7.6,65,6.8,65,0.003,65,0.28,65,0.04,65,0.01,65,2,65,1.8,65,23.2,65
"10:15:00 05/03/2007",80,65,153,65,7.9,65,7.6,65,0.003,65,0.76,65,0.11,65,0.07,65,76,65,45.1,65,20.2,65
"10:15:00 14/12/1983",NA,NA,90,65,9,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,19,65
"10:15:00 15/07/1985",NA,NA,85,65,11.8,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,7,65
"10:15:00 15/08/1984",NA,NA,87,65,11.6,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,8,65
"10:15:00 20/03/1978",NA,NA,120,65,9.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,65,16,65
"10:20:00 04/03/2008",16,65,170,65,8.3,65,6.7,65,0.003,65,0.09,65,0.03,65,0.008,65,2,65,1.2,65,18.5,65
"10:20:00 06/08/2009",10,1,111.2,1,11.4,1,6.9,1,0.001,1,0.07,1,0.003,1,0.005,1,1,1,1.1,1,8.9,1
"10:20:00 07/04/2009",18,65,129,65,9.2,65,6.5,65,0.003,65,0.12,65,0.008,65,0.01,65,3,65,3.6,65,14,65
"10:20:00 09/09/1983",NA,NA,100,65,10.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,11,65
"10:20:00 10/10/2007",20,65,90,65,9.4,65,6.4,65,0.003,65,0.13,65,0.03,65,0.007,65,2,65,1.9,65,13.8,65
"10:20:00 15/11/1985",NA,NA,81,65,10,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,14.5,65
"10:25:00 01/05/2008",16,65,104,65,11.1,65,6.9,65,0.003,65,0.15,65,0.005,65,0.005,65,2,65,1.2,65,10.4,65
"10:25:00 04/08/1978",NA,NA,60,65,13.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,6.2,65
"10:30:00 03/12/2007",NA,NA,103,65,8.1,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,20.5,65
"10:30:00 04/12/2007",25,65,NA,NA,NA,NA,NA,NA,0.003,65,0.16,65,0.01,65,0.005,65,2,65,NA,NA,NA,NA
"10:30:00 06/05/2010",5,1,94,1,9.4,1,7.5,1,0.003,1,0.06,1,0.007,1,0.005,1,1,1,1.1,1,12.2,1
"10:30:00 06/07/2009",20,1,97.2,1,12.2,1,7.6,1,0.008,1,0.06,1,0.049,1,0.005,1,1,1,2,1,7.1,1
"10:30:00 08/07/2008",16,65,102,65,11.7,65,6.6,65,0.003,65,0.1,65,0.07,65,0.005,65,2,65,0.6,65,6.9,65
"10:30:00 11/02/1980",NA,NA,88,65,8.6,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,17,65
"10:30:00 11/09/2007",18,65,98,65,10.8,65,6.8,65,0.003,65,0.12,65,0.01,65,0.01,65,2,65,1.2,65,11.6,65
"10:30:00 15/08/1985",NA,NA,87,65,11.8,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,7,65
"10:30:00 25/06/1986",NA,NA,130,65,11.8,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,5,65
"10:35:00 05/04/1977",NA,NA,120,65,6.8,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,15.5,65
"10:35:00 05/12/1979",NA,NA,110,65,8.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,20,65
"10:40:00 06/09/1977",NA,NA,110,65,12.3,65,8.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,65,6,65
"10:40:00 07/12/1978",NA,NA,90,65,9.6,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,16.8,65
"10:40:00 24/11/2005",40,65,102,65,9.4,65,7,65,0.003,65,0.17,65,0.01,65,0.01,65,1,65,1,65,NA,NA
"10:45:00 02/04/2007",30,65,161,65,9.6,65,6.9,65,0.003,65,0.21,65,0.08,65,0.02,65,4,65,5.6,65,16,65
"10:50:00 01/05/2007",45,65,NA,NA,NA,NA,NA,NA,0.003,65,0.36,65,0.08,65,0.005,65,9,65,NA,NA,NA,NA
"10:50:00 14/08/1986",NA,NA,99,65,12.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,5.5,65
"10:50:00 15/10/1984",NA,NA,91,65,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,16.5,65
"10:50:00 29/01/1985",NA,NA,110,65,7.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,22,65
"10:55:00 01/05/2007",NA,NA,142,65,9.5,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,14,65
"10:55:00 31/03/1976",NA,NA,94,65,NA,180,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,15.5,65
"11:00:00 01/09/2011",16,1,156,1,11.8,1,7,1,0.003,1,0.1,1,0.099,1,0.006,1,2,1,1.4,1,9,1
"11:00:00 05/10/2009",33,1,91,1,10,1,7.1,1,0.008,1,0.15,1,0.125,1,0.046,1,1,1,2.2,1,12.9,1
"11:00:00 09/11/2006",17,65,NA,NA,9.3,65,6.8,65,0.003,65,0.17,65,0.01,65,0.01,65,1,65,0.9,65,17.6,65
"11:00:00 15/11/2007",22,65,81,65,7.9,65,6.2,65,0.003,65,0.12,65,0.19,65,0.01,65,2,65,2.1,65,17.8,65
"11:00:00 16/03/1983",NA,NA,250,65,6.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,20.5,65
"11:00:00 16/04/1982",NA,NA,110,65,8.8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,16,65
"11:00:00 18/06/1984",NA,NA,110,65,11.4,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,7.5,65
"11:00:00 21/02/2007",70,65,179,65,6.8,65,6.7,65,0.008,65,0.51,65,0.04,65,0.03,65,10,65,NA,NA,25.1,65
"11:00:00 23/11/1981",NA,NA,89,65,9.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,20,65
"11:00:00 29/12/2005",30,65,NA,NA,NA,NA,NA,NA,0.003,65,0.19,65,0.02,65,0.02,65,1,65,NA,NA,NA,NA
"11:05:00 03/11/2011",40,1,92,1,10.8,1,7,1,0.004,1,0.21,1,0.035,1,0.021,1,6,1,5.5,1,14.3,1
"11:10:00 16/02/2006",20,65,121,65,NA,180,7.3,65,0.003,65,0.02,65,0.01,65,0.008,65,1,65,1.1,65,NA,NA
"11:10:00 22/10/1976",NA,NA,65,65,9.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,65,12,65
"11:10:00 30/01/1979",NA,NA,110,65,NA,180,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,23,65
"11:15:00 04/06/1980",NA,NA,120,65,10.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,9,65
"11:15:00 07/01/1980",NA,NA,49,65,8.2,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,65,19,65
"11:15:00 16/08/1978",NA,NA,91,65,12.7,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65,7,65
"11:15:00 20/03/1987",NA,NA,120,65,9.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,65,18,65
"11:20:00 01/06/2009",12,65,120,65,10.5,65,6.7,65,0.003,65,0.09,65,0.003,65,0.01,65,2,65,2.1,65,10.6,65
"11:20:00 16/09/1980",NA,NA,91,65,11.1,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,11,65
"11:20:00 23/03/1982",NA,NA,88,65,8.6,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,19.5,65
"11:25:00 06/08/2007",20,65,NA,NA,NA,NA,NA,NA,0.003,65,0.09,65,0.11,65,0.02,65,2,65,NA,NA,NA,NA
"11:25:00 14/07/1986",NA,NA,120,65,12.4,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,3.5,65
"11:25:00 19/09/1978",NA,NA,63,65,11.3,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,65,10,65
"11:30:00 03/06/2008",12,65,97,65,11.5,65,4.8,65,0.003,65,0.07,65,0.02,65,0.005,65,2,65,1,65,8.9,65
"11:30:00 06/08/2007",NA,NA,83,65,11.5,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,8.4,65
"11:30:00 16/04/1987",NA,NA,110,65,10.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,14,65
"11:30:00 18/01/2007",16,65,153,65,8,65,7.2,65,0.003,65,0.21,65,0.02,65,0.01,65,2,65,1.3,65,22.8,65
"11:30:00 18/10/1982",NA,NA,130,65,9.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,14.5,65
"11:35:00 12/10/1978",NA,NA,27,65,11.7,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,16.5,65
"11:40:00 05/03/1979",NA,NA,94,65,9.3,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,20,65
"11:40:00 07/08/1979",NA,NA,100,65,11.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,8,65
"11:40:00 07/09/2009",15,1,108.4,1,11.4,1,6.9,1,0.004,1,0.08,1,0.002,1,0.005,1,1,1,2.2,1,10.8,1
"11:40:00 21/04/2006",20,65,110,65,10,65,7,65,0.003,65,0.12,65,0.01,65,0.006,65,1,65,1,65,12.2,65
"11:40:00 24/04/1979",NA,NA,81,65,11.4,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,13,65
"11:45:00 01/06/2011",35,1,97,1,11.1,1,7.1,1,0.003,1,0.16,1,0.01,1,0.028,1,2,1,1.8,1,8.2,1
"11:45:00 01/09/2008",18,65,96,65,13.7,65,7.2,65,0.003,65,0.13,65,0.2,65,0.005,65,2,65,1.2,65,10.3,65
"11:45:00 02/07/2007",35,65,84,65,10.2,65,7.2,65,0.01,65,0.22,65,0.39,65,0.008,65,3,65,12.3,65,11.3,65
"11:45:00 03/10/2011",80,1,90,1,11.6,1,7.1,1,0.003,1,0.24,1,0.061,1,0.023,1,2,1,14.8,1,10.6,1
"11:45:00 03/11/1982",NA,NA,360,65,9.3,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,17,65
"11:45:00 05/05/2011",25,1,100,1,10.3,1,7.2,1,0.003,1,0.13,1,0.005,1,0.014,1,2,1,1.3,1,12.6,1
"11:45:00 22/05/1984",NA,NA,110,65,11.8,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,9,65
"11:45:00 24/06/1983",NA,NA,110,65,11,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,9,65
"11:45:00 26/10/2006",14,65,NA,NA,9.7,65,6.8,65,0.003,65,0.15,65,0.03,65,0.01,65,1,65,0.9,65,17,65
"11:50:00 07/04/2010",15,1,114.5,1,7.9,1,6.4,1,0.001,1,0.02,1,0.017,1,0.005,1,1,1,0.6,1,17.9,1
"11:50:00 17/08/1982",NA,NA,210,65,11.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,65,8.5,65
"11:55:00 26/04/1984",NA,NA,92,65,10.2,65,8.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,65,12.5,65
"12:00:00 02/08/2011",20,1,98,1,11.9,1,7.2,1,0.003,1,0.09,1,0.21,1,0.005,1,2,1,2.6,1,8.3,1
"12:00:00 04/07/2011",20,1,100,1,12.3,1,6.9,1,0.003,1,0.1,1,0.11,1,0.005,1,2,1,1.5,1,6.5,1
"12:00:00 06/07/2010",25,1,102,1,11.8,1,7.1,1,0.003,1,0.11,1,0.018,1,0.005,1,2,1,1.6,1,6,1
"12:00:00 07/05/1984",NA,NA,110,65,10.6,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,13,65
"12:00:00 10/01/1983",NA,NA,210,65,6.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,22,65
"12:00:00 13/06/1984",NA,NA,110,65,11.8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,7,65
"12:00:00 30/05/1984",NA,NA,110,65,9.8,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,11,65
"12:05:00 05/08/2010",30,1,97,1,11.4,1,7,1,0.003,1,0.13,1,0.013,1,0.006,1,2,1,2,1,8.1,1
"12:05:00 05/10/1977",NA,NA,100,65,9.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,65,14,65
"12:05:00 06/01/2011",18,1,112,1,8.2,1,7.2,1,0.003,1,0.14,1,0.022,1,0.005,1,2,1,1.3,1,24.2,1
"12:10:00 05/01/2012",25,1,98,1,7.9,1,7.2,1,0.004,1,0.19,1,0.037,1,0.009,1,2,1,2.3,1,22,1
"12:10:00 10/05/1979",NA,NA,93,65,10.9,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,11.5,65
"12:20:00 01/02/2011",20,1,118,1,8.7,1,7.3,1,0.003,1,0.15,1,0.005,1,0.008,1,2,1,1.3,1,27,1
"12:20:00 07/10/1980",NA,NA,88,65,10.3,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,13.5,65
"12:25:00 11/02/1981",NA,NA,110,65,7.8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,19.5,65
"12:25:00 13/02/1984",NA,NA,130,65,8.1,65,8.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,23,65
"12:30:00 05/05/1977",NA,NA,96,65,10.6,65,5.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,11,65
"12:30:00 06/12/1983",NA,NA,93,65,7.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,20,65
"12:30:00 10/11/2008",54,65,99,65,8.3,65,7.3,65,0.009,65,0.12,65,0.04,65,0.01,65,2,65,1.2,65,21.9,65
"12:30:00 15/02/1983",NA,NA,230,65,NA,180,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,24,65
"12:30:00 26/03/1984",NA,NA,110,65,9.3,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,16,65
"12:40:00 20/10/1986",NA,NA,92,65,NA,180,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,11.5,65
"12:45:00 11/05/2006",40,65,96,65,11.3,65,6.8,65,0.003,65,0.14,65,0.005,65,0.01,65,1,65,0.7,65,10.1,65
"12:45:00 24/01/2006",28,65,114,65,8,65,6.7,65,0.003,65,0.14,65,0.008,65,0.008,65,1,65,2,65,NA,NA
"12:50:00 05/10/1983",NA,NA,94,65,10.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,11.5,65
"12:50:00 14/04/1978",NA,NA,94,65,10.3,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,15,65
"12:50:00 18/01/1984",NA,NA,95,65,9,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,19,65
"12:55:00 01/12/2011",40,1,96,1,9.9,1,7.1,1,0.006,1,0.16,1,0.034,1,0.006,1,3,1,2.8,1,18.3,1
"12:55:00 17/08/2006",30,65,93,65,12.1,65,7,65,0.003,65,0.12,65,0.01,65,0.005,65,2,65,0.9,65,10.3,65
"13:00:00 03/11/1983",NA,NA,86,65,8.9,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,18.5,65
"13:00:00 05/02/2009",19,65,113,65,7.9,65,7.6,65,0.003,65,0.16,65,0.01,65,0.008,65,2,65,0.8,65,26.3,65
"13:00:00 06/09/1984",NA,NA,79,65,11.6,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,11.5,65
"13:00:00 13/09/1982",NA,NA,120,65,10.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,12,65
"13:00:00 15/11/1983",NA,NA,91,65,10,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,19,65
"13:05:00 16/04/1984",NA,NA,140,65,9.4,65,8.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,18,65
"13:10:00 13/03/1984",NA,NA,72,65,8.8,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,18.5,65
"13:10:00 27/07/2006",140,65,84,65,11.4,65,6.7,65,0.004,65,0.42,65,0.04,65,0.01,65,2,65,13,65,9.6,65
"13:15:00 03/02/1984",NA,NA,110,65,8.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,22.5,65
"13:15:00 06/08/1987",NA,NA,230,65,11.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,7.5,65
"13:15:00 15/07/1982",NA,NA,120,65,11.8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,7,65
"13:15:00 15/10/1981",NA,NA,91,65,9.2,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,15,65
"13:15:00 24/01/1984",NA,NA,100,65,8.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,21.5,65
"13:15:00 24/10/1983",NA,NA,NA,180,9.2,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,20,65
"13:20:00 04/09/1987",NA,NA,86,65,10,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,8.5,65
"13:20:00 05/11/1979",NA,NA,100,65,8.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,19,65
"13:20:00 07/01/2008",25,65,104,65,7.5,65,6.8,65,0.003,65,0.22,65,0.01,65,0.02,65,2,65,1.6,65,25.9,65
"13:20:00 28/03/2006",14,65,140,65,10.1,65,6.9,65,0.003,65,0.16,65,0.01,65,0.01,65,2,65,1.3,65,18.6,65
"13:30:00 07/04/2011",25,1,115,1,9.7,1,7.4,1,0.003,1,0.11,1,0.008,1,0.013,1,2,1,1.3,1,16.9,1
"13:30:00 10/04/1980",NA,NA,120,65,9.2,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,65,17,65
"13:30:00 11/01/1984",NA,NA,110,65,7.3,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,30,65
"13:30:00 14/11/1978",NA,NA,89,65,10,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,65,17,65
"13:30:00 18/10/1976",NA,NA,97,65,NA,180,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,65,11,65
"13:30:00 29/11/1983",NA,NA,110,65,8.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,65,21,65
"13:35:00 09/12/1981",NA,NA,100,65,8.7,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,19.5,65
"13:35:00 26/10/2005",35,65,94,65,9.7,65,7.1,65,0.003,65,0.15,65,0.006,65,0.01,65,1,65,1.3,65,NA,NA
"13:35:00 27/09/2006",30,65,93,65,10.7,65,6.5,65,0.003,65,0.13,65,0.004,65,0.005,65,1,65,0.7,65,NA,NA
"13:40:00 09/05/1980",NA,NA,130,65,10.2,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,13,65
"13:40:00 12/01/1981",NA,NA,120,65,7.1,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,20.5,65
"13:40:00 14/09/1981",NA,NA,81,65,10.4,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,13,65
"13:45:00 01/06/1987",NA,NA,110,65,12,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,65,9.5,65
"13:45:00 01/06/2006",35,65,99,65,11.9,65,7.1,65,0.01,65,0.14,65,0.008,65,0.005,65,1,65,0.7,65,9.8,65
"13:45:00 03/09/1985",NA,NA,86,65,10.6,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,10,65
"13:50:00 01/03/1984",NA,NA,120,65,9,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,18.5,65
