"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"15:15:00 11/10/1984",NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,NA,NA,NA,180,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,65,15.5,65,NA,NA
"15:15:00 14/10/1982",NA,NA,3.1,65,2.8,65,10,65,55,65,NA,NA,NA,NA,9.5,65,7.1,65,NA,NA,NA,NA,15,65,0.3,65,0.25,65,1.7,65,0.01,65,NA,NA,0.01,65,0.1,65,2.8,65,3.1,65,2,65,18,65,24,65,NA,NA,2,65,0.01,65,5,65,7,65,16.5,65,NA,NA
"15:15:00 19/07/1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,12.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,8.5,65,NA,NA
"15:16:00 04/04/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1,9.53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,1,NA,NA,0.02,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:20:00 02/03/1978",NA,NA,3.5,65,5.2,65,20,65,75,65,NA,NA,NA,NA,10.3,65,6.9,65,NA,NA,NA,NA,35,65,NA,NA,0.28,65,2.6,65,NA,NA,NA,NA,0.003,65,1,65,NA,NA,7.2,65,2,65,19,65,41,65,NA,NA,NA,NA,0.02,65,1,65,5.6,65,21.1,65,NA,NA
"15:20:00 02/08/1978",NA,NA,NA,NA,NA,NA,NA,NA,300,65,NA,NA,NA,NA,10.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,9.5,65,NA,NA
"15:20:00 04/02/1980",NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,NA,NA,8.6,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,65,2.2,65,NA,NA
"15:20:00 07/05/2002",NA,NA,NA,NA,NA,NA,18,65,83,65,NA,NA,NA,NA,9.8,65,7.3,65,0.007,65,NA,NA,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,8,65,17.1,65,NA,NA
"15:20:00 10/07/1986",NA,NA,NA,NA,NA,NA,NA,NA,69,65,NA,NA,NA,NA,11.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,65,9,65,NA,NA
"15:20:00 12/11/1984",NA,NA,2.5,65,4.9,65,30,65,44,65,NA,NA,NA,NA,9.2,65,7.3,65,NA,NA,NA,NA,14,65,0.53,65,0.2,65,1.6,65,0.01,65,NA,NA,0.06,65,0.6,65,5.1,65,3.4,65,1.2,65,12,65,32,65,NA,NA,6,65,0.01,65,4,65,6.5,65,16.5,65,NA,NA
"15:20:00 15/09/1997",NA,NA,NA,NA,NA,NA,25,65,59,65,NA,NA,NA,NA,9.6,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,5.1,65,13.5,65,NA,NA
"15:20:00 17/01/2000",NA,NA,NA,NA,NA,NA,18,65,48,65,NA,NA,NA,NA,8.4,65,7.3,65,0.004,65,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,9,65,7.4,65,21,65,NA,NA
"15:25:00 02/04/2007",NA,NA,NA,NA,NA,NA,80,65,130,65,NA,NA,NA,NA,7.1,65,7.1,65,0.01,65,NA,NA,NA,NA,NA,NA,0.8,65,NA,NA,NA,NA,NA,NA,0.97,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,120,65,392,65,21.2,65,NA,NA
"15:25:00 07/07/2014",NA,NA,NA,NA,NA,NA,14,1,58,1,NA,NA,NA,NA,11.8,1,7.2,1,0.003,1,NA,NA,NA,NA,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,3,1,8.6,1,11.4,1,NA,NA
"15:30:00 01/02/1978",NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,180,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,65,20.8,65,NA,NA
"15:30:00 01/10/1980",NA,NA,2,65,5.1,65,40,65,46,65,NA,NA,NA,NA,10.5,65,7.3,65,NA,NA,NA,NA,11,65,0.55,65,0.15,65,1.3,65,0.02,65,NA,NA,0.06,65,0.6,65,5.4,65,3,65,2,65,11,65,33,65,NA,NA,2,65,0.01,65,4,65,15,65,14.5,65,NA,NA
"15:30:00 01/12/1980",NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,NA,NA,8.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,65,20,65,NA,NA
"15:30:00 03/04/1986",NA,NA,NA,NA,NA,NA,NA,NA,81,65,NA,NA,NA,NA,8.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,65,20,65,NA,NA
"15:30:00 04/04/2002",NA,NA,NA,NA,NA,NA,16,65,56,65,NA,NA,NA,NA,9.2,65,7.1,65,0.004,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,7.6,65,18.5,65,NA,NA
"15:30:00 04/09/2001",NA,NA,NA,NA,NA,NA,45,65,130,65,NA,NA,NA,NA,11.5,65,7.4,65,0.005,65,NA,NA,NA,NA,NA,NA,0.55,65,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,15,65,18,65,10.9,65,NA,NA
"15:30:00 05/06/1979",NA,NA,NA,NA,NA,NA,NA,NA,70,65,NA,NA,NA,NA,11,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,12,65,NA,NA
"15:30:00 08/08/2000",NA,NA,NA,NA,NA,NA,20,65,68,65,NA,NA,NA,NA,10.2,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,8,65,13,65,NA,NA
"15:30:00 09/09/1998",NA,NA,NA,NA,NA,NA,35,65,51,65,NA,NA,NA,NA,10.8,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,2,65,5.6,65,12,65,NA,NA
"15:30:00 10/03/1993",NA,NA,NA,NA,NA,NA,25,65,53,65,NA,NA,NA,NA,9.4,65,7.1,65,0.005,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,8.5,65,19.5,65,NA,NA
"15:30:00 24/03/1980",NA,NA,3.5,65,5.1,65,30,65,65,65,NA,NA,NA,NA,9.8,65,7.8,65,NA,NA,NA,NA,24,65,0.46,65,0.1,65,2.7,65,0.05,65,NA,NA,0.04,65,0.8,65,0.1,65,4.7,65,2,65,20,65,38,65,NA,NA,3,65,0.04,65,5,65,4.8,65,20,65,NA,NA
"15:40:00 01/05/1979",NA,NA,NA,NA,NA,NA,NA,NA,66,65,NA,NA,NA,NA,10.9,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,65,17,65,NA,NA
"15:40:00 05/12/2000",NA,NA,NA,NA,NA,NA,25,65,42,65,NA,NA,NA,NA,8.3,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,6.4,65,18,65,NA,NA
"15:45:00 03/11/1980",NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,NA,NA,9.1,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,65,17.5,65,NA,NA
"15:45:00 04/10/1983",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,10.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,65,12,65,NA,NA
"15:45:00 07/09/1988",NA,NA,NA,NA,NA,NA,NA,NA,60,65,NA,NA,NA,NA,10.8,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,12,65,NA,NA
"15:45:00 07/09/1992",NA,NA,NA,NA,NA,NA,20,65,41,65,NA,NA,NA,NA,11,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,7.5,65,10.5,65,NA,NA
"15:46:00 01/08/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1,NA,NA,0.014,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:50:00 02/04/1979",NA,NA,3.2,65,7.2,65,30,65,36,65,NA,NA,NA,NA,8.4,65,7.6,65,NA,NA,NA,NA,24,65,0.25,65,0.3,65,2.4,65,0.02,65,NA,NA,0.02,65,0.8,65,4.5,65,5.3,65,1,65,20,65,40,65,NA,NA,4,65,0.01,65,4,65,6.7,65,21,65,NA,NA
"15:55:00 02/03/1981",NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,NA,NA,8.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,23,65,NA,NA
"15:55:00 04/06/2002",NA,NA,NA,NA,NA,NA,25,65,66,65,NA,NA,NA,NA,9.6,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,4.7,65,12.4,65,NA,NA
"16:00:00 04/10/2007",NA,NA,NA,NA,NA,NA,40,65,69,65,NA,NA,NA,NA,10.1,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.31,65,NA,NA,NA,NA,NA,NA,0.67,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,41,65,113,65,14,65,NA,NA
"16:00:00 19/10/1976",NA,NA,NA,NA,NA,NA,NA,NA,94,65,NA,NA,NA,NA,NA,180,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,65,12,65,NA,NA
"16:10:00 01/06/1977",NA,NA,NA,NA,NA,NA,NA,NA,83,65,NA,NA,NA,NA,9.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,65,10,65,NA,NA
"16:10:00 03/09/1979",NA,NA,NA,NA,NA,NA,NA,NA,68,65,NA,NA,NA,NA,10.3,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,10.5,65,NA,NA
"16:15:00 07/04/2010",NA,NA,NA,NA,NA,NA,10,1,58.5,1,NA,NA,NA,NA,9.1,1,7.2,1,0.001,1,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,4,1,10.6,1,21,1,NA,NA
"16:35:00 01/05/1978",NA,NA,NA,NA,NA,NA,NA,NA,110,65,NA,NA,NA,NA,NA,180,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,15,65,NA,NA
"16:40:00 06/04/1978",NA,NA,NA,NA,NA,NA,NA,NA,120,65,NA,NA,NA,NA,9.6,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,20,65,NA,NA
"16:40:00 25/03/1976",NA,NA,NA,NA,NA,NA,NA,NA,60,65,NA,NA,NA,NA,NA,180,8.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,20,65,NA,NA
"16:50:00 03/01/1979",NA,NA,2.8,65,7,65,60,65,53,65,NA,NA,NA,NA,8.8,65,6.4,65,NA,NA,0.01,65,17,65,1.2,65,NA,NA,1.8,65,0.02,65,2e-04,65,0.06,65,0.8,65,6,65,4.8,65,1,65,16,65,45,65,NA,NA,NA,NA,0.01,65,1,65,10,65,19,65,NA,NA
"16:50:00 13/04/1976",NA,NA,NA,NA,NA,NA,NA,NA,78,65,NA,NA,NA,NA,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,18.5,65,NA,NA
"17:05:00 31/07/1989",NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,NA,NA,12,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,9,65,NA,NA
"17:10:00 01/06/1978",NA,NA,NA,NA,NA,NA,NA,NA,80,65,NA,NA,NA,NA,10.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,65,12.5,65,NA,NA
