"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"13:30:00 27/02/2019",20,1,687,1,NA,NA,NA,NA,7.18,1,7.63,1,0.003,1,0.82,1,0.003,1,NA,NA,NA,NA,0.049,1,16,1,13.8,1,25,1,NA,NA
"13:30:00 30/03/2010",27,1,261.5,1,NA,NA,NA,NA,7.1,1,7.5,1,0.004,1,0.32,1,0.008,1,NA,NA,NA,NA,0.032,1,13,1,14.9,1,21.7,1,NA,NA
"13:30:01 07/01/2015",50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,0.57,1,0.005,1,NA,NA,NA,NA,0.056,1,10,1,NA,NA,NA,NA,NA,NA
"13:33:00 28/02/2011",18,1,233,1,NA,NA,NA,NA,7.8,1,7.4,1,0.004,1,0.28,1,0.006,1,NA,NA,NA,NA,0.028,1,6,1,8.2,1,23.3,1,NA,NA
"13:35:00 01/09/2009",10,1,427.8,1,NA,NA,NA,NA,11.1,1,7.8,1,0.001,1,0.36,1,0.002,1,NA,NA,NA,NA,0.034,1,19,1,25.9,1,13.4,1,NA,NA
"13:35:00 03/01/2012",40,1,171,1,NA,NA,NA,NA,8.3,1,7.4,1,0.003,1,0.33,1,0.003,1,NA,NA,NA,NA,0.026,1,6,1,8.1,1,28.8,1,NA,NA
"13:35:00 07/04/1998",NA,NA,NA,NA,213,1,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,7.13,1
"13:35:00 12/05/2008",25,65,284,65,NA,NA,NA,NA,9.8,65,7.1,65,0.003,65,0.27,65,0.16,65,NA,NA,NA,NA,0.02,65,8,65,14.8,65,15.9,65,NA,NA
"13:35:00 13/01/2009",23,65,209,65,NA,NA,NA,NA,8.9,65,7.6,65,0.003,65,0.32,65,0.01,65,NA,NA,NA,NA,0.03,65,15,65,18.1,65,27.5,65,NA,NA
"13:35:00 13/09/2010",14,1,114,1,NA,NA,NA,NA,9.9,1,7.4,1,0.003,1,0.17,1,0.003,1,NA,NA,NA,NA,0.018,1,6,1,7.8,1,14.2,1,NA,NA
"13:35:00 18/09/2007",35,65,287,65,NA,NA,NA,NA,12,65,7,65,0.003,65,0.38,65,0.29,65,NA,NA,NA,NA,0.03,65,8,65,11.1,65,15.4,65,NA,NA
"13:35:00 21/08/2007",40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,0.27,65,0.39,65,NA,NA,NA,NA,0.02,65,6,65,NA,NA,NA,NA,NA,NA
"13:36:00 21/08/2007",NA,NA,314,65,NA,NA,NA,NA,10.5,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,65,12.2,65,NA,NA
"13:37:00 23/03/2016",8,1,235,1,NA,NA,NA,NA,8.7,1,7.3,1,0.003,1,0.26,1,0.061,1,NA,NA,NA,NA,0.02,1,11,1,12.4,1,19,1,NA,NA
"13:40:00 07/06/2010",33,1,135,1,NA,NA,NA,NA,9.4,1,7.5,1,0.028,1,0.18,1,0.017,1,NA,NA,NA,NA,0.03,1,9,1,13.6,1,12.9,1,NA,NA
"13:40:00 16/05/2011",30,1,196,1,NA,NA,NA,NA,11,1,7.5,1,0.01,1,0.39,1,0.02,1,NA,NA,NA,NA,0.045,1,7,1,12.2,1,12.9,1,NA,NA
"13:40:00 18/02/2010",75,1,117.7,1,NA,NA,NA,NA,6.8,1,6.8,1,0.004,1,0.31,1,0.077,1,NA,NA,NA,NA,0.032,1,8,1,20.2,1,22.9,1,NA,NA
"13:40:00 24/10/2012",22,1,170,1,NA,NA,NA,NA,9.9,1,7.2,1,0.003,1,0.26,1,0.09,1,NA,NA,NA,NA,0.02,1,7,1,9.9,1,19.1,1,NA,NA
"13:40:00 27/04/2011",25,1,151,1,NA,NA,NA,NA,9.3,1,6.9,1,0.003,1,0.19,1,0.003,1,NA,NA,NA,NA,0.023,1,5,1,6.8,1,16.9,1,NA,NA
"13:40:00 27/12/2007",18,65,231,65,NA,NA,NA,NA,9.1,65,7.7,65,0.003,65,0.31,65,0.04,65,NA,NA,NA,NA,0.04,65,8,65,8.9,65,24.3,65,NA,NA
"13:40:00 28/02/1999",NA,NA,NA,NA,101,1,7.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,1,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:40:00 28/07/2009",10,1,159.4,1,NA,NA,NA,NA,8.9,1,7.9,1,0.002,1,0.25,1,0.078,1,NA,NA,NA,NA,0.02,1,10,1,17.5,1,16,1,NA,NA
"13:41:00 13/05/2013",8,1,487,1,NA,NA,NA,NA,9.4,1,7.2,1,0.003,1,0.27,1,0.056,1,NA,NA,NA,NA,0.017,1,5,1,7.6,1,14.1,1,NA,NA
"13:45:00 05/01/2010",17,1,255.1,1,NA,NA,NA,NA,7.7,1,7.5,1,0.004,1,0.31,1,0.002,1,NA,NA,NA,NA,0.046,1,14,1,14.2,1,29.7,1,NA,NA
"13:45:00 06/05/2008",18,65,286,65,NA,NA,NA,NA,10.8,65,7.2,65,0.003,65,0.32,65,0.09,65,NA,NA,NA,NA,0.02,65,7,65,9.3,65,14.7,65,NA,NA
"13:45:00 19/04/2018",20,1,857,1,NA,NA,NA,NA,7,1,7.6,1,0.004,1,0.78,1,0.007,1,NA,NA,NA,NA,0.064,1,11,1,19,1,16,1,NA,NA
"13:45:00 20/05/2009",NA,NA,377,65,NA,NA,NA,NA,7.6,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,65,12.1,65,NA,NA
"13:45:00 21/01/2013",20,1,496,1,NA,NA,NA,NA,8.4,1,7.8,1,0.003,1,0.43,1,0.024,1,NA,NA,NA,NA,0.027,1,14,1,13.5,1,27.6,1,NA,NA
"13:45:00 22/01/2008",25,65,343,65,NA,NA,NA,NA,6.9,65,7.3,65,0.003,65,0.37,65,0.01,65,NA,NA,NA,NA,0.04,65,30,65,63,65,20.9,65,NA,NA
"13:45:00 27/12/2012",22,1,423,1,NA,NA,NA,NA,7.1,1,7.4,1,0.003,1,0.45,1,0.003,1,NA,NA,NA,NA,0.03,1,10,1,13.5,1,26.7,1,NA,NA
"13:45:00 28/10/2013",25,1,255,1,NA,NA,NA,NA,9.8,1,7.4,1,0.003,1,0.31,1,0.07,1,NA,NA,NA,NA,0.022,1,8,1,10.3,1,19.2,1,NA,NA
"13:45:00 29/12/2010",30,1,136,1,NA,NA,NA,NA,8.9,1,7,1,0.003,1,0.25,1,0.003,1,NA,NA,NA,NA,0.024,1,7,1,7.7,1,23.6,1,NA,NA
"13:47:00 21/06/2009",10,65,197,65,NA,NA,NA,NA,9.6,65,7.3,65,0.003,65,0.35,65,0.07,65,NA,NA,NA,NA,0.03,65,12,65,17.4,65,11,65,NA,NA
"13:50:00 03/04/2013",14,1,641,1,NA,NA,NA,NA,7,1,7.3,1,0.003,1,0.48,1,0.01,1,NA,NA,NA,NA,0.032,1,11,1,11.8,1,17.7,1,NA,NA
"13:50:00 03/06/2008",25,65,337,65,NA,NA,NA,NA,9.6,65,6.8,65,0.003,65,0.25,65,0.27,65,NA,NA,NA,NA,0.02,65,15,65,33,65,12.6,65,NA,NA
"13:50:00 06/02/2012",25,1,313,1,NA,NA,NA,NA,8.1,1,6.8,1,0.006,1,0.37,1,0.008,1,NA,NA,NA,NA,0.025,1,6,1,8.4,1,24,1,NA,NA
"13:50:00 09/09/2008",16,65,141,65,NA,NA,NA,NA,9.7,65,7.1,65,0.003,65,0.21,65,0.09,65,NA,NA,NA,NA,0.01,65,10,65,14.1,65,13.4,65,NA,NA
"13:50:00 09/11/2010",20,1,128,1,NA,NA,NA,NA,8,1,7.2,1,0.003,1,0.22,1,0.003,1,NA,NA,NA,NA,0.022,1,6,1,11.1,1,22.9,1,NA,NA
"13:50:00 11/07/2011",16,1,148,1,NA,NA,NA,NA,11.2,1,6.7,1,0.003,1,0.16,1,0.004,1,NA,NA,NA,NA,0.01,1,7,1,11.3,1,9.6,1,NA,NA
"13:50:00 13/03/2012",72,1,97,1,NA,NA,NA,NA,5.9,1,6.4,1,0.027,1,0.74,1,0.15,1,NA,NA,NA,NA,0.082,1,18,1,31.9,1,19.5,1,NA,NA
"13:50:00 14/04/2009",25,65,376,65,NA,NA,NA,NA,8.8,65,8.2,65,0.003,65,0.79,65,0.003,65,NA,NA,NA,NA,0.08,65,27,65,26,65,21.1,65,NA,NA
"13:50:00 26/05/2010",30,1,295.3,1,NA,NA,NA,NA,10.3,1,7.6,1,0.008,1,0.26,1,0.162,1,NA,NA,NA,NA,0.065,1,12,1,13.1,1,13.6,1,NA,NA
"13:50:00 27/06/2011",14,1,119,1,NA,NA,NA,NA,10.7,1,7.3,1,0.003,1,0.13,1,0.003,1,NA,NA,NA,NA,0.015,1,5,1,7.5,1,11.1,1,NA,NA
"13:50:00 27/06/2018",16,1,560,1,NA,NA,NA,NA,NA,153,7.5,1,0.008,1,0.48,1,0.084,1,NA,NA,NA,NA,0.036,1,10,1,20,1,9.9,1,NA,NA
"13:50:00 30/04/1997",NA,NA,NA,NA,201,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,NA,NA,NA,NA,NA,NA,7.12,1
"13:55:00 03/07/2007",45,65,123,65,NA,NA,NA,NA,10.7,65,6.2,65,0.004,65,0.49,65,0.79,65,NA,NA,NA,NA,0.06,65,32,65,67.2,65,11,65,NA,NA
"13:55:00 04/10/2012",28,1,245,1,NA,NA,NA,NA,10.6,1,7.5,1,0.003,1,0.38,1,0.18,1,NA,NA,NA,NA,0.031,1,12,1,15.5,1,19.6,1,NA,NA
"13:55:00 08/12/2009",15,1,177.9,1,NA,NA,NA,NA,7.3,1,7.4,1,0.001,1,0.09,1,0.013,1,NA,NA,NA,NA,0.254,1,8,1,15,1,21.5,1,NA,NA
"13:55:00 11/09/2007",30,65,265,65,NA,NA,NA,NA,10.7,65,6.9,65,0.003,65,0.38,65,0.26,65,NA,NA,NA,NA,0.02,65,8,65,10.5,65,15.2,65,NA,NA
"13:55:00 17/09/2008",16,65,176,65,NA,NA,NA,NA,9.3,65,7.3,65,0.003,65,0.26,65,0.07,65,NA,NA,NA,NA,0.02,65,12,65,18.3,65,13.3,65,NA,NA
"13:55:00 30/05/2018",24,1,545,1,NA,NA,NA,NA,8.6,1,6.8,1,0.015,1,0.74,1,0.19,1,NA,NA,NA,NA,0.053,1,10,1,30,1,11.9,1,NA,NA
"14:00:00 05/07/2010",14,1,150,1,NA,NA,NA,NA,11.3,1,7.5,1,0.003,1,0.17,1,0.004,1,NA,NA,NA,NA,0.014,1,5,1,7.2,1,10.2,1,NA,NA
"14:00:00 05/12/2011",50,1,172,1,NA,NA,NA,NA,7.9,1,7.2,1,0.017,1,0.38,1,0.042,1,NA,NA,NA,NA,0.049,1,8,1,12.9,1,19.6,1,NA,NA
"14:00:00 08/08/2011",25,1,170,1,NA,NA,NA,NA,10.1,1,7.1,1,0.003,1,0.23,1,0.28,1,NA,NA,NA,NA,0.016,1,5,1,8.8,1,10,1,NA,NA
"14:00:00 16/11/2010",20,1,138,1,NA,NA,NA,NA,7.3,1,7.1,1,0.003,1,0.24,1,0.006,1,NA,NA,NA,NA,0.02,1,4,1,10,1,21,1,NA,NA
"14:00:00 18/06/2014",18,1,171,1,NA,NA,NA,NA,10.5,1,6.8,1,0.004,1,0.19,1,0.23,1,NA,NA,NA,NA,0.024,1,11,1,13.3,1,12.5,1,NA,NA
"14:00:00 18/09/2014",25,1,186,1,NA,NA,NA,NA,10.3,1,6.9,1,0.003,1,0.19,1,0.071,1,NA,NA,NA,NA,0.018,1,9,1,12.4,1,15.1,1,NA,NA
"14:00:00 19/03/2014",12,1,510,1,NA,NA,NA,NA,7.9,1,7.6,1,0.003,1,0.43,1,0.014,1,NA,NA,NA,NA,0.027,1,12,1,16.6,1,23.6,1,NA,NA
"14:00:00 19/11/2012",20,1,259,1,NA,NA,NA,NA,9.6,1,7.5,1,0.003,1,0.35,1,0.093,1,NA,NA,NA,NA,0.027,1,8,1,9.5,1,20,1,NA,NA
"14:00:00 19/12/2011",40,1,201,1,NA,NA,NA,NA,7.8,1,6.8,1,0.01,1,0.35,1,0.011,1,NA,NA,NA,NA,0.027,1,10,1,12.2,1,23.3,1,NA,NA
"14:00:00 23/07/2008",13,65,306,65,NA,NA,NA,NA,11.7,65,7.1,65,0.003,65,0.26,65,0.36,65,NA,NA,NA,NA,0.02,65,10,65,15.7,65,10.1,65,NA,NA
"14:00:00 23/12/2013",35,1,199,1,NA,NA,NA,NA,8.4,1,7.6,1,0.003,1,0.36,1,0.005,1,NA,NA,NA,NA,0.032,1,12,1,14.6,1,22.9,1,NA,NA
"14:00:00 29/04/2013",10,1,529,1,NA,NA,NA,NA,9.4,1,7.4,1,0.003,1,0.4,1,0.019,1,NA,NA,NA,NA,0.03,1,12,1,10.8,1,17.1,1,NA,NA
"14:05:00 26/03/2018",24,1,596,1,NA,NA,NA,NA,8.1,1,7.5,1,0.003,1,0.56,1,0.004,1,NA,NA,NA,NA,0.033,1,8,1,11,1,17.7,1,NA,NA
"14:10:00 01/08/2011",25,1,122,1,NA,NA,NA,NA,11.4,1,6.9,1,0.003,1,0.28,1,0.36,1,NA,NA,NA,NA,0.018,1,6,1,9.9,1,10.1,1,NA,NA
"14:10:00 06/12/2010",50,1,91,1,NA,NA,NA,NA,7.2,1,6.9,1,0.003,1,0.35,1,0.007,1,NA,NA,NA,NA,0.042,1,11,1,15.8,1,22.3,1,NA,NA
"14:10:00 11/03/2014",12,1,506,1,NA,NA,NA,NA,6.7,1,7.7,1,0.003,1,0.34,1,0.008,1,NA,NA,NA,NA,0.033,1,8,1,8.9,1,26.6,1,NA,NA
"14:10:00 13/02/2012",25,1,333,1,NA,NA,NA,NA,6.8,1,6.8,1,0.004,1,0.38,1,0.008,1,NA,NA,NA,NA,0.021,1,10,1,16.7,1,22.6,1,NA,NA
"14:10:00 22/09/2010",18,1,133,1,NA,NA,NA,NA,9.9,1,7.3,1,0.004,1,0.2,1,0.003,1,NA,NA,NA,NA,0.018,1,8,1,11.6,1,15.1,1,NA,NA
"14:10:00 27/09/2010",16,1,148,1,NA,NA,NA,NA,10,1,7.7,1,0.003,1,0.18,1,0.003,1,NA,NA,NA,NA,0.019,1,6,1,9.8,1,17.6,1,NA,NA
"14:11:00 14/11/2012",14,1,259,1,NA,NA,NA,NA,8.2,1,7.5,1,0.005,1,0.34,1,0.09,1,NA,NA,NA,NA,0.024,1,9,1,11.1,1,20.7,1,NA,NA
"14:11:00 29/05/2013",18,1,374,1,NA,NA,NA,NA,10.7,1,7.5,1,0.003,1,0.37,1,0.036,1,NA,NA,NA,NA,0.037,1,9,1,13.4,1,12.8,1,NA,NA
"14:14:00 19/07/2010",12,1,171,1,NA,NA,NA,NA,11.1,1,7.5,1,0.003,1,0.17,1,0.004,1,NA,NA,NA,NA,0.012,1,7,1,9.1,1,11.1,1,NA,NA
"14:15:00 03/12/2012",20,1,373,1,NA,NA,NA,NA,7.8,1,7.5,1,0.003,1,0.52,1,0.024,1,NA,NA,NA,NA,0.036,1,10,1,11.3,1,25.5,1,NA,NA
"14:15:00 06/08/2014",18,1,231,1,NA,NA,NA,NA,9.5,1,6.8,1,0.003,1,0.26,1,0.21,1,NA,NA,NA,NA,0.017,1,7,1,9.7,1,10.4,1,NA,NA
"14:15:00 21/02/2011",40,1,309,1,NA,NA,NA,NA,8.6,1,7.5,1,0.01,1,0.62,1,0.003,1,NA,NA,NA,NA,0.078,1,11,1,17.5,1,20.8,1,NA,NA
"14:15:00 24/01/2018",20,1,360,1,NA,NA,NA,NA,4.5,1,7.5,1,0.004,1,0.52,1,0.004,1,NA,NA,NA,NA,0.037,1,13,1,13.9,1,24.4,1,NA,NA
"14:15:00 27/02/2012",30,1,228,1,NA,NA,NA,NA,6.6,1,7,1,0.009,1,0.43,1,0.004,1,NA,NA,NA,NA,0.046,1,12,1,18.9,1,24,1,NA,NA
"14:15:00 28/08/2013",20,1,199,1,NA,NA,NA,NA,10.4,1,7.1,1,0.003,1,0.27,1,0.16,1,NA,NA,NA,NA,0.023,1,7,1,10.1,1,14.9,1,NA,NA
"14:15:00 29/07/2008",9,65,263,65,NA,NA,NA,NA,9.6,65,7.5,65,0.003,65,0.2,65,0.34,65,NA,NA,NA,NA,0.01,65,10,65,13.1,65,10.1,65,NA,NA
"14:15:00 30/09/2009",15,1,306.5,1,NA,NA,NA,NA,10.5,1,7.2,1,0.004,1,0.24,1,0.018,1,NA,NA,NA,NA,0.016,1,23,1,29,1,16.2,1,NA,NA
"14:20:00 12/07/2010",14,1,134,1,NA,NA,NA,NA,10.9,1,7,1,0.003,1,0.16,1,0.004,1,NA,NA,NA,NA,0.014,1,5,1,7.6,1,11,1,NA,NA
"14:20:00 22/01/2015",25,1,184,1,NA,NA,NA,NA,6.9,1,7.3,1,0.005,1,0.31,1,0.003,1,NA,NA,NA,NA,0.034,1,8,1,10.3,1,27.5,1,NA,NA
"14:20:00 22/03/2010",30,1,251.7,1,NA,NA,NA,NA,7.6,1,6.9,1,0.001,1,0.37,1,0.023,1,NA,NA,NA,NA,0.024,1,7,1,15.5,1,23.4,1,NA,NA
"14:20:00 28/01/2015",30,1,277,1,NA,NA,NA,NA,7.3,1,7.2,1,0.003,1,0.54,1,0.012,1,NA,NA,NA,NA,0.051,1,15,1,22.1,1,22.9,1,NA,NA
"14:20:00 28/07/2010",12,1,188,1,NA,NA,NA,NA,11.3,1,7.3,1,0.004,1,0.18,1,0.004,1,NA,NA,NA,NA,0.01,1,6,1,10.1,1,6.2,1,NA,NA
"14:20:00 30/06/2009",10,65,318,65,NA,NA,NA,NA,10.5,65,7.8,65,0.003,65,0.43,65,0.04,65,NA,NA,NA,NA,0.04,65,24,65,30,65,12.1,65,NA,NA
"14:21:00 18/01/2017",20,1,389,1,NA,NA,NA,NA,8,1,7.5,1,0.014,1,0.47,1,0.003,1,NA,NA,NA,NA,0.025,1,12,1,10.6,1,26,1,NA,NA
"14:25:00 05/03/2014",12,1,480,1,NA,NA,NA,NA,8.2,1,7.7,1,0.003,1,0.38,1,0.004,1,NA,NA,NA,NA,0.02,1,6,1,10.3,1,25.6,1,NA,NA
"14:25:00 08/09/2009",10,1,397.8,1,NA,NA,NA,NA,10.2,1,7.4,1,0.001,1,0.3,1,0.002,1,NA,NA,NA,NA,0.027,1,16,1,24.8,1,14.5,1,NA,NA
"14:25:00 20/06/2012",35,1,185,1,NA,NA,NA,NA,9.2,1,7.3,1,0.008,1,0.44,1,0.47,1,NA,NA,NA,NA,0.05,1,8,1,23.6,1,9.7,1,NA,NA
"14:25:00 28/04/2009",25,65,467,65,NA,NA,NA,NA,8.7,65,7.8,65,0.003,65,0.71,65,0.01,65,NA,NA,NA,NA,0.07,65,22,65,21.7,65,14.8,65,NA,NA
"14:30:00 05/05/2009",32,65,378,65,NA,NA,NA,NA,10.5,65,7.3,65,0.01,65,0.61,65,0.07,65,NA,NA,NA,NA,0.06,65,15,65,23,65,14.3,65,NA,NA
"14:30:00 05/09/2011",25,1,202,1,NA,NA,NA,NA,9.1,1,7.1,1,0.003,1,0.3,1,0.36,1,NA,NA,NA,NA,0.019,1,2,1,12.5,1,15.2,1,NA,NA
"14:30:00 06/05/2015",35,1,135,1,NA,NA,NA,NA,9,1,7,1,0.007,1,0.32,1,0.086,1,NA,NA,NA,NA,0.035,1,3,1,12.1,1,13.3,1,NA,NA
"14:30:00 06/10/2014",25,1,214,1,NA,NA,NA,NA,8.8,1,7.4,1,0.003,1,0.28,1,0.038,1,NA,NA,NA,NA,0.03,1,12,1,7.1,1,17.7,1,NA,NA
"14:30:00 07/07/2014",16,1,146,1,NA,NA,NA,NA,10.2,1,7.4,1,0.003,1,0.15,1,0.14,1,NA,NA,NA,NA,0.012,1,5,1,9.9,1,10.7,1,NA,NA
"14:30:00 07/08/2013",22,1,235,1,NA,NA,NA,NA,11,1,7.2,1,0.003,1,0.3,1,0.36,1,NA,NA,NA,NA,0.032,1,16,1,19.3,1,12.3,1,NA,NA
"14:30:00 09/08/2010",10,1,135,1,NA,NA,NA,NA,10.8,1,7.1,1,0.003,1,0.16,1,0.003,1,NA,NA,NA,NA,0.011,1,8,1,7.8,1,11.1,1,NA,NA
"14:30:00 11/03/2015",25,1,250,1,NA,NA,NA,NA,8.5,1,7.5,1,0.003,1,0.39,1,0.013,1,NA,NA,NA,NA,0.034,1,8,1,12.6,1,25,1,NA,NA
"14:30:00 12/02/2015",18,1,233,1,NA,NA,NA,NA,6.3,1,7.1,1,0.003,1,0.3,1,0.007,1,NA,NA,NA,NA,0.017,1,10,1,12.4,1,24.8,1,NA,NA
"14:30:00 15/07/2009",15,1,444,1,NA,NA,NA,NA,9.6,1,6.8,1,0.003,1,0.28,1,0.04,1,NA,NA,NA,NA,0.02,1,16,1,15.3,1,10.5,1,NA,NA
"14:30:00 16/07/2014",NA,180,224,1,NA,NA,NA,NA,9.7,1,7.5,1,0.004,1,0.27,1,0.18,1,NA,NA,NA,NA,0.022,1,8,1,11.8,1,10.5,1,NA,NA
"14:30:00 17/07/2014",20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,1,0.27,1,0.18,1,NA,NA,NA,NA,0.022,1,8,1,NA,NA,NA,NA,NA,NA
"14:30:00 17/08/2015",16,1,159,1,NA,NA,NA,NA,11.2,1,6.8,1,0.003,1,0.17,1,0.13,1,NA,NA,NA,NA,0.012,1,6,1,10.4,1,12.2,1,NA,NA
"14:30:00 18/06/2008",13,65,30219,65,NA,NA,NA,NA,8.7,65,7.6,65,0.003,65,0.28,65,0.23,65,NA,NA,NA,NA,0.02,65,8,65,11.4,65,11.8,65,NA,NA
"14:30:00 18/10/2010",35,1,117,1,NA,NA,NA,NA,8.9,1,7.1,1,0.003,1,0.38,1,0.064,1,NA,NA,NA,NA,0.061,1,9,1,19.1,1,15.3,1,NA,NA
"14:30:00 19/11/2014",30,1,291,1,NA,NA,NA,NA,9.7,1,7.5,1,0.003,1,0.41,1,0.003,1,NA,NA,NA,NA,0.045,1,15,1,17.1,1,23.6,1,NA,NA
"14:30:00 20/06/2011",18,1,136,1,NA,NA,NA,NA,11.5,1,7.5,1,0.003,1,0.14,1,0.014,1,NA,NA,NA,NA,0.011,1,7,1,11,1,10.3,1,NA,NA
"14:30:00 24/09/2014",20,1,151,1,NA,NA,NA,NA,9.8,1,6.7,1,0.003,1,0.44,1,0.075,1,NA,NA,NA,NA,0.024,1,9,1,10.8,1,15.2,1,NA,NA
"14:30:00 25/03/2015",16,1,361,1,NA,NA,NA,NA,7.6,1,7.1,1,0.003,1,0.42,1,0.01,1,NA,NA,NA,NA,0.034,1,7,1,9.1,1,19.8,1,NA,NA
"14:30:00 29/09/2014",16,1,198,1,NA,NA,NA,NA,9.9,1,7.3,1,0.003,1,0.21,1,0.045,1,NA,NA,NA,NA,0.014,1,9,1,9.9,1,19.6,1,NA,NA
"14:31:00 20/09/2017",8,1,329,1,NA,NA,NA,NA,9.9,1,7,1,0.019,1,0.21,1,0.18,1,NA,NA,NA,NA,0.016,1,8,1,12.7,1,15.2,1,NA,NA
"14:35:00 05/07/2011",18,1,134,1,NA,NA,NA,NA,11.4,1,7,1,0.003,1,0.2,1,0.003,1,NA,NA,NA,NA,0.019,1,7,1,12.2,1,9.1,1,NA,NA
"14:35:00 12/05/2009",22,65,377,65,NA,NA,NA,NA,9.5,65,7.2,65,0.003,65,0.56,65,0.07,65,NA,NA,NA,NA,0.06,65,20,65,32.4,65,14.2,65,NA,NA
"14:35:00 18/03/2013",16,1,603,1,NA,NA,NA,NA,7,1,7.9,1,0.003,1,0.51,1,0.016,1,NA,NA,NA,NA,0.041,1,22,1,10.7,1,20.7,1,NA,NA
"14:35:00 20/05/2013",14,1,457,1,NA,NA,NA,NA,9.1,1,7.4,1,0.003,1,0.14,1,0.006,1,NA,NA,NA,NA,0.01,1,9,1,11.2,1,13,1,NA,NA
"14:35:00 31/01/1999",NA,NA,NA,NA,86,1,8.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:40:00 04/08/2009",10,1,443.1,1,NA,NA,NA,NA,10.1,1,7.1,1,0.002,1,0.32,1,0.051,1,NA,NA,NA,NA,0.047,1,12,1,20.5,1,12.7,1,NA,NA
"14:40:00 07/04/2009",40,65,485,65,NA,NA,NA,NA,11.2,65,8,65,0.003,65,1.2,65,0.004,65,NA,NA,NA,NA,0.14,65,29,65,28.1,65,17.8,65,NA,NA
"14:40:00 12/09/2011",25,1,211,1,NA,NA,NA,NA,10.9,1,7.4,1,0.003,1,0.29,1,0.27,1,NA,NA,NA,NA,0.022,1,11,1,10.6,1,11.9,1,NA,NA
"14:40:00 20/12/2010",45,1,119,1,NA,NA,NA,NA,7.6,1,7.1,1,0.003,1,0.3,1,0.006,1,NA,NA,NA,NA,0.022,1,8,1,10.6,1,20.4,1,NA,NA
"14:40:00 21/05/2008",35,65,319,65,NA,NA,NA,NA,7.5,65,7.9,65,0.003,65,0.42,65,0.14,65,NA,NA,NA,NA,0.05,65,12,65,18.4,65,13.8,65,NA,NA
"14:40:00 22/10/2008",18,65,283,65,NA,NA,NA,NA,9.3,65,7.5,65,0.003,65,0.48,65,0.007,65,NA,NA,NA,NA,0.04,65,17,65,18.8,65,17,65,NA,NA
"14:40:00 23/04/2014",40,1,151,1,NA,NA,NA,NA,8.4,1,6.9,1,0.003,1,0.3,1,0.091,1,NA,NA,NA,NA,0.019,1,9,1,14.2,1,18.2,1,NA,NA
"14:44:00 12/06/2013",10,1,423,1,NA,NA,NA,NA,13.4,1,7.7,1,0.003,1,0.38,1,0.061,1,NA,NA,NA,NA,0.028,1,11,1,14.6,1,10.2,1,NA,NA
"14:45:00 02/03/2010",45,1,195.3,1,NA,NA,NA,NA,7.2,1,6.8,1,0.005,1,0.27,1,0.015,1,NA,NA,NA,NA,0.012,1,20,1,34.6,1,23.3,1,NA,NA
"14:45:00 13/12/2011",45,1,186,1,NA,NA,NA,NA,8.4,1,7.2,1,0.008,1,0.36,1,0.01,1,NA,NA,NA,NA,0.03,1,9,1,11.6,1,22,1,NA,NA
"14:45:00 14/08/2013",18,1,148,1,NA,NA,NA,NA,10.8,1,7.1,1,0.003,1,0.16,1,0.18,1,NA,NA,NA,NA,0.015,1,4,1,7.7,1,11.1,1,NA,NA
"14:45:00 17/08/2009",8,1,409.2,1,NA,NA,NA,NA,11,1,7.2,1,0.004,1,0.29,1,0.055,1,NA,NA,NA,NA,0.023,1,20,1,23.4,1,13.2,1,NA,NA
"14:45:00 20/07/2015",50,1,72,1,NA,NA,NA,NA,9.9,1,6.5,1,0.007,1,0.2,1,0.079,1,NA,NA,NA,NA,0.028,1,6,1,18.1,1,7.9,1,NA,NA
