"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"06:06:00 08/12/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,30,65,405,65,NA,NA,0.005,65,8.5,65,6.9,65,0.005,65,NA,NA,NA,NA,0.35,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,57,65,42,65,19,65,0.005,65,NA,NA
"06:35:00 12/01/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,90,65,310,65,NA,NA,0.004,65,NA,NA,7.2,65,0.003,65,NA,NA,NA,NA,0.48,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.12,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,38,65,NA,NA,19.8,65,0.007,65,NA,NA
"06:35:00 15/12/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.004,65,55,65,291,65,NA,NA,0.003,65,7.8,65,6.8,65,0.003,65,NA,NA,NA,NA,0.51,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,53,65,49,65,NA,NA,0.01,65,NA,NA
"06:55:00 09/03/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.004,65,40,65,300,65,NA,NA,0.003,65,7.8,65,6.6,65,0.003,65,NA,NA,NA,NA,0.54,65,0.002,65,NA,NA,NA,NA,1e-04,65,0.004,65,0.13,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,54,65,50,65,19.8,65,0.01,65,NA,NA
"07:00:00 17/01/2007",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,35,65,341,65,NA,NA,0.003,65,6.6,65,7.3,65,0.003,65,NA,NA,NA,NA,0.42,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,50,65,49,65,24.9,65,0.005,65,NA,NA
"07:00:00 25/01/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,50,65,273,65,NA,NA,0.003,65,7.3,65,6.8,65,0.01,65,NA,NA,NA,NA,0.47,65,0.005,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,52,65,53,65,NA,NA,0.007,65,NA,NA
"07:10:00 16/03/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.004,65,40,65,407,65,NA,NA,0.002,65,7.7,65,7.2,65,0.004,65,NA,NA,NA,NA,0.25,65,0.002,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,58,65,58,65,19.2,65,0.008,65,NA,NA
"07:25:00 10/02/2003",0.02,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,20,65,320,65,NA,NA,0.004,65,7.2,65,7.4,65,0.003,65,NA,NA,NA,NA,0.61,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,42,65,19,65,23.1,65,0.009,65,NA,NA
"07:30:00 05/01/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.006,65,50,65,360,65,NA,NA,0.008,65,7.4,65,7.1,65,0.004,65,NA,NA,NA,NA,0.61,65,0.002,65,NA,NA,NA,NA,1e-04,65,0.004,65,0.35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,53,65,68,65,20.2,65,0.008,65,NA,NA
"07:30:00 11/08/2003",0.02,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,45,65,310,65,NA,NA,0.004,65,10.9,65,6.6,65,0.003,65,NA,NA,NA,NA,0.66,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.004,65,0.96,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,32,65,NA,NA,8.5,65,0.01,65,NA,NA
"07:30:00 15/02/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,50,65,351,65,NA,NA,0.002,65,7.8,65,7.4,65,0.003,65,NA,NA,NA,NA,0.4,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,47,65,49,65,20.1,65,0.005,65,NA,NA
"07:35:00 07/04/2003",0.02,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,20,65,350,65,NA,NA,0.006,65,10.5,65,7.5,65,0.007,65,NA,NA,NA,NA,0.48,65,0.001,65,NA,NA,NA,NA,2e-04,65,0.003,65,0.44,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,46,65,19,65,14.9,65,0.007,65,NA,NA
"07:45:00 03/03/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,55,65,329,65,NA,NA,0.004,65,7.6,65,6.9,65,0.01,65,NA,NA,NA,NA,0.57,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,50,65,50,65,20.5,65,0.007,65,NA,NA
"07:45:00 06/10/2003",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,90,65,320,65,NA,NA,0.005,65,9.4,65,6.8,65,0.01,65,NA,NA,NA,NA,0.9,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.004,65,0.85,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,36,65,NA,NA,12.5,65,0.01,65,NA,NA
"07:45:00 11/03/2003",0.01,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,25,65,360,65,NA,NA,0.004,65,8.6,65,7.5,65,0.003,65,NA,NA,NA,NA,0.37,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,46,65,21,65,18.9,65,0.007,65,NA,NA
"07:50:00 03/12/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,65,280,65,NA,NA,NA,NA,8.2,65,7.3,65,0.009,65,NA,NA,NA,NA,0.59,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,49,65,10,65,19.5,65,NA,NA,NA,NA
"07:50:00 04/10/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,80,65,380,65,NA,NA,0.006,65,8.2,65,6.5,65,0.01,65,NA,NA,NA,NA,0.96,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.004,65,0.67,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,38,65,49,65,14.1,65,0.008,65,NA,NA
"07:50:00 13/04/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,55,65,320,65,NA,NA,0.003,65,9,65,6.9,65,0.006,65,NA,NA,NA,NA,0.52,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,50,65,44,65,NA,NA,0.009,65,NA,NA
"08:00:00 05/03/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,370,65,NA,NA,NA,NA,8.8,65,7,65,0.003,65,NA,NA,NA,NA,0.79,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,50,65,8,65,18.5,65,NA,NA,NA,NA
"08:00:00 06/09/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,70,65,390,65,NA,NA,0.007,65,9.3,65,6.6,65,0.01,65,NA,NA,NA,NA,0.98,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.72,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,35,65,36,65,11.5,65,0.01,65,NA,NA
"08:00:00 09/02/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.004,65,40,65,340,65,NA,NA,0.004,65,6.9,65,7.4,65,0.007,65,NA,NA,NA,NA,0.59,65,0.002,65,NA,NA,NA,NA,1e-04,65,0.004,65,0.09,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,44,65,43,65,22.1,65,0.01,65,NA,NA
"08:00:00 11/02/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,350,65,NA,NA,NA,NA,8.6,65,7.1,65,0.004,65,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,36,65,23,65,18,65,NA,NA,NA,NA
"08:00:00 14/07/2003",0.02,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,30,65,340,65,NA,NA,0.004,65,10.4,65,7,65,0.01,65,NA,NA,NA,NA,0.41,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.46,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,20,65,NA,NA,8.1,65,0.004,65,NA,NA
"08:05:00 03/11/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,55,65,422,65,NA,NA,0.004,65,7.3,65,7,65,0.005,65,NA,NA,NA,NA,0.39,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.36,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,41,65,42,65,NA,NA,0.008,65,NA,NA
"08:07:00 08/11/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,25,65,NA,NA,NA,NA,0.002,65,8.7,65,6.8,65,0.003,65,NA,NA,NA,NA,0.39,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,39,65,36,65,15.6,65,0.008,65,NA,NA
"08:10:00 06/02/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,220,65,NA,NA,NA,NA,10.2,65,7.1,65,0.005,65,NA,NA,NA,NA,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,31,65,25,65,20,65,NA,NA,NA,NA
"08:10:00 13/12/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.004,65,60,65,230,65,NA,NA,0.008,65,7.1,65,7,65,0.006,65,NA,NA,NA,NA,0.77,65,0.002,65,NA,NA,NA,NA,1e-04,65,0.004,65,0.73,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,70,65,69,65,20.5,65,0.01,65,NA,NA
"08:10:00 15/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,65,NA,NA,NA,NA,7.9,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,65,19.2,65,NA,NA,NA,NA
"08:15:00 01/12/2003",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,70,65,330,65,NA,NA,0.003,65,9,65,7.2,65,0.004,65,NA,NA,NA,NA,0.58,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,34,65,NA,NA,19.7,65,0.006,65,NA,NA
"08:15:00 06/01/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,60,1,330,1,NA,NA,0.003,1,7.5,1,7.1,1,0.008,1,NA,NA,NA,NA,0.52,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1,49,1,48,1,20.5,1,0.008,1,NA,NA
"08:15:00 06/02/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,300,65,NA,NA,NA,NA,8.4,65,6.9,65,0.008,65,NA,NA,NA,NA,0.35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,65,57,65,18,65,22.5,65,NA,NA,NA,NA
"08:15:00 11/02/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,350,65,NA,NA,NA,NA,7.6,65,7.2,65,0.007,65,NA,NA,NA,NA,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,49,65,28,65,22,65,NA,NA,NA,NA
"08:15:00 13/11/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,270,65,NA,NA,NA,NA,9.4,65,7.2,65,NA,NA,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,48,65,24,65,15,65,NA,NA,NA,NA
"08:15:00 26/07/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,35,65,370,65,NA,NA,0.004,65,10.2,65,7.1,65,0.004,65,NA,NA,NA,NA,0.32,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,44,65,38,65,10.7,65,0.008,65,NA,NA
"08:20:00 07/01/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,48,1,350,1,NA,NA,0.002,1,7.4,1,7.2,1,0.025,1,NA,NA,NA,NA,0.58,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,1,49,1,44,1,21,1,0.013,1,NA,NA
"08:24:00 05/05/2003",0.01,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,25,65,290,65,NA,NA,0.004,65,9.4,65,6.9,65,0.003,65,NA,NA,NA,NA,0.35,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.87,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,23,65,11,65,11.6,65,0.004,65,NA,NA
"08:25:00 05/11/2003",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.005,65,140,65,280,65,NA,NA,0.006,65,8.7,65,6.8,65,0.01,65,NA,NA,NA,NA,1.5,65,0.002,65,NA,NA,NA,NA,1e-04,65,0.005,65,0.64,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,65,42,65,NA,NA,15.2,65,0.01,65,NA,NA
"08:30:00 08/01/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,320,65,NA,NA,NA,NA,7.6,65,6.9,65,0.008,65,NA,NA,NA,NA,0.61,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,47,65,5.3,65,20,65,NA,NA,NA,NA
"08:30:00 08/06/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,320,65,NA,NA,NA,NA,11.2,65,7.1,65,0.01,65,NA,NA,NA,NA,0.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,54,65,17,65,11.8,65,NA,NA,NA,NA
"08:30:00 09/11/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,65,250,65,NA,NA,NA,NA,11.2,65,6.8,65,0.03,65,NA,NA,NA,NA,1.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,65,120,65,47,65,10.5,65,NA,NA,NA,NA
"08:35:00 04/07/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,1,NA,NA,NA,NA,NA,NA,NA,NA,7.31,1
"08:35:00 10/05/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.004,65,55,65,341,65,NA,NA,0.006,65,10.6,65,6.9,65,0.005,65,NA,NA,NA,NA,0.41,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.49,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,52,65,47,65,12.2,65,0.008,65,NA,NA
"08:35:00 13/01/2003",0.02,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,25,65,340,65,NA,NA,0.004,65,7.8,65,7.4,65,0.003,65,NA,NA,NA,NA,0.54,65,0.001,65,NA,NA,NA,NA,2e-04,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,42,65,21,65,22,65,0.01,65,NA,NA
"08:35:00 16/08/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,35,65,463,65,NA,NA,0.003,65,10.4,65,7.1,65,0.004,65,NA,NA,NA,NA,0.46,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.58,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,30,65,31,65,10,65,0.02,65,NA,NA
"08:40:00 02/12/2002",0.03,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,35,65,330,65,NA,NA,0.006,65,8.3,65,7.7,65,0.006,65,NA,NA,NA,NA,0.51,65,0.001,65,NA,NA,NA,NA,2e-04,65,0.003,65,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,26,65,21,65,18.7,65,0.01,65,NA,NA
"08:40:00 03/12/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,365,1,NA,NA,0.002,1,8.36,1,7.21,1,0.005,1,NA,NA,NA,NA,0.7,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,58,1,55,1,16,1,0.008,1,NA,NA
"08:40:00 26/02/1990",NA,NA,NA,NA,NA,NA,13,65,69,65,NA,NA,70,65,420,65,NA,NA,NA,NA,8.4,65,6.9,65,NA,NA,60,65,2.5,65,1,65,NA,NA,6.8,65,0.12,65,NA,NA,NA,NA,0.004,65,3.1,65,0.1,65,53,65,42,65,36,65,240,65,12,65,0.12,65,72,65,7.3,65,21.5,65,NA,NA,NA,NA
"08:43:00 22/02/2007",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,35,65,314,65,NA,NA,0.002,65,7.6,65,7.2,65,0.003,65,NA,NA,NA,NA,0.33,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,38,65,NA,NA,23.4,65,0.008,65,NA,NA
"08:45:00 05/02/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,50,1,348,1,NA,NA,0.001,1,7.57,1,7.2,1,0.009,1,NA,NA,NA,NA,0.64,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,1,56,1,33,1,19.6,1,0.004,1,NA,NA
"08:45:00 06/07/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,65,270,65,NA,NA,NA,NA,12,65,7.1,65,0.02,65,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,43,65,23,65,8,65,NA,NA,NA,NA
"08:45:00 08/11/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,40,1,413,1,NA,NA,0.002,1,8.3,1,7.5,1,0.013,1,NA,NA,NA,NA,0.6,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,1,43,1,30.5,1,16.4,1,0.007,1,NA,NA
"08:45:00 09/12/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,390,65,NA,NA,NA,NA,9.4,65,6.6,65,0.003,65,NA,NA,NA,NA,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,67,65,21,65,20,65,NA,NA,NA,NA
"08:45:00 12/12/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,240,65,NA,NA,NA,NA,8.2,65,6.4,65,0.004,65,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,54,65,8.4,65,21.5,65,NA,NA,NA,NA
"08:45:00 27/04/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,45,65,303,65,NA,NA,0.004,65,9.2,65,6.6,65,0.01,65,NA,NA,NA,NA,0.42,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,27,65,29,65,13.2,65,0.01,65,NA,NA
"08:50:00 03/10/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,120,1,250,1,NA,NA,0.004,1,8.7,1,6.9,1,0.051,1,NA,NA,NA,NA,1.6,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.004,1,0.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,62,1,96,1,12.5,1,0.004,1,NA,NA
"08:50:00 04/01/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,56,1,397,1,NA,NA,0.002,1,7.1,1,7.4,1,0.034,1,NA,NA,NA,NA,0.61,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,52,1,44,1,21,1,0.006,1,NA,NA
"08:50:00 13/10/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.004,65,70,65,284,65,NA,NA,0.004,65,8.8,65,6.7,65,0.01,65,NA,NA,NA,NA,0.88,65,0.002,65,NA,NA,NA,NA,1e-04,65,0.004,65,0.63,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,53,65,62,65,NA,NA,0.009,65,NA,NA
"08:54:00 08/09/2003",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,45,65,320,65,NA,NA,0.004,65,11,65,6.6,65,0.01,65,NA,NA,NA,NA,0.47,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.75,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,30,65,NA,NA,10.3,65,0.007,65,NA,NA
"08:55:00 02/06/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,30,65,354,65,NA,NA,0.003,65,10,65,7.3,65,0.005,65,NA,NA,NA,NA,0.2,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,26,65,25,65,NA,NA,0.004,65,NA,NA
"08:55:00 04/12/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,60,1,373,1,NA,NA,0.002,1,7.92,1,7.29,1,0.008,1,NA,NA,NA,NA,0.81,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,76,1,42,1,18.8,1,0.006,1,NA,NA
