"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"08:55:00 08/12/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,40,1,272,1,NA,NA,0.002,1,8.2,1,7,1,0.006,1,NA,NA,NA,NA,0.51,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,1,64,1,50,1,17.9,1,0.007,1,NA,NA
"08:55:00 10/08/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,40,65,292,65,NA,NA,0.003,65,10,65,6.9,65,0.003,65,NA,NA,NA,NA,0.36,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.37,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,36,65,35,65,NA,NA,0.006,65,NA,NA
"08:55:00 25/10/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,25,65,NA,NA,NA,NA,0.003,65,10,65,7.3,65,0.003,65,NA,NA,NA,NA,0.45,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,44,65,36,65,17.5,65,0.006,65,NA,NA
"08:56:00 15/06/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,35,65,473,65,NA,NA,0.003,65,12.2,65,7.5,65,0.006,65,NA,NA,NA,NA,0.39,65,0.001,65,NA,NA,NA,NA,2e-04,65,0.002,65,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,18,65,17,65,8.7,65,0.008,65,NA,NA
"09:00:00 03/11/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,50,65,290,65,NA,NA,0.004,65,8.8,65,6.4,65,0.01,65,NA,NA,NA,NA,0.52,65,0.001,65,NA,NA,NA,NA,4e-04,65,0.003,65,0.43,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,37,65,39,65,15.5,65,0.01,65,NA,NA
"09:00:00 05/03/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,32,1,307,1,NA,NA,0.002,1,7.32,1,7.35,1,0.003,1,NA,NA,NA,NA,0.61,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.072,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,1,55,1,32,1,22.3,1,0.008,1,NA,NA
"09:00:00 06/05/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,350,65,NA,NA,NA,NA,9.6,65,7.1,65,0.004,65,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,24,65,14,65,14,65,NA,NA,NA,NA
"09:00:00 08/10/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,65,380,65,NA,NA,NA,NA,9.6,65,7.5,65,0.005,65,NA,NA,NA,NA,0.51,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,37,65,19,65,15,65,NA,NA,NA,NA
"09:00:00 12/05/1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,290,65,NA,NA,NA,NA,9.8,65,6.8,65,0.01,65,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,38,65,15,65,11.5,65,NA,NA,NA,NA
"09:00:00 15/03/2007",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,40,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,0.65,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,44,65,NA,NA,NA,NA,0.005,65,NA,NA
"09:02:00 05/12/2007",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,75,65,394,65,NA,NA,0.009,65,7.5,65,7.4,65,0.003,65,NA,NA,NA,NA,0.67,65,0.002,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.13,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,58,65,54.1,65,21.6,65,0.02,65,NA,NA
"09:05:00 06/10/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,50,1,253,1,NA,NA,0.002,1,8.55,1,7.13,1,0.012,1,NA,NA,NA,NA,0.77,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,1,40,1,42.6,1,15.3,1,0.007,1,NA,NA
"09:05:00 13/07/2005",NA,NA,0.001,65,3e-04,65,NA,NA,NA,NA,0.003,65,50,65,336,65,NA,NA,0.004,65,10.3,65,7,65,0.01,65,NA,NA,NA,NA,0.72,65,0.004,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.62,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,38,65,41,65,NA,NA,0.01,65,NA,NA
"09:05:00 28/09/2006",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,35,65,352,65,NA,NA,0.003,65,9.5,65,6.8,65,0.004,65,NA,NA,NA,NA,0.44,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,16,65,43,65,13.1,65,0.008,65,NA,NA
"09:10:00 02/03/2009",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,35,65,294,65,NA,NA,0.002,65,8,65,7.1,65,0.003,65,NA,NA,NA,NA,0.69,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.009,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,47,65,45,65,19,65,0.008,65,NA,NA
"09:10:00 04/02/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.006,1,70,1,316,1,NA,NA,0.004,1,7.6,1,7,1,0.006,1,NA,NA,NA,NA,0.66,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.005,1,0.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,59,1,67,1,20,1,0.016,1,NA,NA
"09:10:00 04/12/2008",NA,NA,0.001,65,5e-04,65,NA,NA,NA,NA,0.001,65,38,65,257,65,NA,NA,0.003,65,8,65,6.3,65,0.003,65,NA,NA,NA,NA,0.52,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,48,65,39.6,65,17.1,65,0.01,65,NA,NA
"09:10:00 09/08/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,40,65,350,65,NA,NA,0.003,65,10.9,65,5.8,65,0.004,65,NA,NA,NA,NA,0.59,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.74,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,31,65,31,65,9.6,65,0.008,65,NA,NA
"09:10:00 13/09/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.004,65,55,65,328,65,NA,NA,0.005,65,9.7,65,7,65,0.003,65,NA,NA,NA,NA,0.49,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.31,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,51,65,51,65,NA,NA,0.01,65,NA,NA
"09:10:00 15/06/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,40,65,300,65,NA,NA,0.006,65,8.6,65,6.9,65,0.004,65,NA,NA,NA,NA,0.4,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.36,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,18,65,17,65,8.4,65,0.01,65,NA,NA
"09:12:00 12/04/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,351,1,NA,NA,0.001,1,7.1,1,7.2,1,0.008,1,NA,NA,NA,NA,0.56,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,1,NA,NA,28.1,1,15.8,1,0.003,1,NA,NA
"09:15:00 03/12/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.004,1,50,1,328,1,NA,NA,0.003,1,8.4,1,7.1,1,0.013,1,NA,NA,NA,NA,0.71,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.004,1,0.53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,61,1,84,1,20.5,1,0.012,1,NA,NA
"09:15:00 04/01/2010",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.002,1,46,1,312.9,1,NA,NA,0.003,1,7.8,1,7,1,0.015,1,NA,NA,NA,NA,0.29,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,1,30,1,39,1,19.5,1,0.008,1,NA,NA
"09:15:00 04/05/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.003,65,50,65,340,65,NA,NA,0.004,65,9.7,65,6.4,65,0.01,65,NA,NA,NA,NA,0.54,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,40,65,41,65,12.1,65,0.008,65,NA,NA
"09:15:00 08/08/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,170,65,NA,NA,NA,NA,12.2,65,6.8,65,0.01,65,NA,NA,NA,NA,0.95,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,42,65,31,65,7.5,65,NA,NA,NA,NA
"09:15:00 09/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,320,65,NA,NA,NA,NA,10.4,65,6.8,65,0.003,65,NA,NA,NA,NA,0.47,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,30,65,18,65,13.5,65,NA,NA,NA,NA
"09:15:00 12/05/2005",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,45,65,325,65,NA,NA,0.002,65,9.4,65,7.1,65,0.006,65,NA,NA,NA,NA,0.45,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,32,65,30,65,NA,NA,0.006,65,NA,NA
"09:15:00 12/06/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,400,65,NA,NA,NA,NA,11.4,65,6.5,65,0.01,65,NA,NA,NA,NA,0.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,52,65,24,65,12.5,65,NA,NA,NA,NA
"09:15:00 14/08/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,65,350,65,NA,NA,NA,NA,11.2,65,6.6,65,0.007,65,NA,NA,NA,NA,0.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,31,65,28,65,6.5,65,NA,NA,NA,NA
"09:15:00 23/03/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,330,65,NA,NA,NA,NA,8.8,65,6.8,65,0.005,65,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,58,65,13,65,17,65,NA,NA,NA,NA
"09:20:00 06/01/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,45,1,362,1,NA,NA,0.001,1,7.44,1,7.16,1,0.003,1,NA,NA,NA,NA,0.79,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,49,1,49,1,19,1,0.003,1,NA,NA
"09:20:00 06/03/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,333,1,NA,NA,0.002,1,7.1,1,7.1,1,0.012,1,NA,NA,NA,NA,0.55,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.096,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,1,NA,NA,29,1,21.5,1,0.009,1,NA,NA
"09:20:00 07/10/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.004,1,120,1,275,1,NA,NA,0.004,1,9.3,1,7.1,1,0.027,1,NA,NA,NA,NA,1.1,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.004,1,0.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,60,1,92,1,13.5,1,0.012,1,NA,NA
"09:20:00 08/10/2009",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.001,1,60,1,356.8,1,NA,NA,0.003,1,8.3,1,7.2,1,0.041,1,NA,NA,NA,NA,0.24,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.888,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,1,38,1,50,1,13,1,0.008,1,NA,NA
"09:25:00 12/07/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,50,65,340,65,NA,NA,0.003,65,10.8,65,6.1,65,0.004,65,NA,NA,NA,NA,0.76,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,1.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,30,65,40,65,8.9,65,0.005,65,NA,NA
"09:30:00 04/02/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,40,1,328,1,NA,NA,0.004,1,7.9,1,7.2,1,0.015,1,NA,NA,NA,NA,0.56,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.052,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,1,62,1,42,1,21,1,0.021,1,NA,NA
"09:30:00 04/09/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,2,1,280,1,NA,NA,0.002,1,9.9,1,7.2,1,0.006,1,NA,NA,NA,NA,0.47,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,1,2,1,31,1,11.5,1,0.005,1,NA,NA
"09:30:00 04/09/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,45,1,375,1,NA,NA,0.003,1,9.53,1,6.96,1,0.01,1,NA,NA,NA,NA,0.74,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,1,83,1,41,1,12.4,1,0.008,1,NA,NA
"09:30:00 05/02/2009",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,36,65,350,65,NA,NA,0.002,65,7.6,65,7.3,65,0.01,65,NA,NA,NA,NA,0.66,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.001,65,0.17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,36,65,40,65,22,65,0.008,65,NA,NA
"09:30:00 05/06/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,280,65,NA,NA,NA,NA,13.2,65,6.9,65,0.003,65,NA,NA,NA,NA,0.45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,40,65,12,65,9.5,65,NA,NA,NA,NA
"09:30:00 05/08/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,248,1,NA,NA,0.001,1,10.88,1,7.19,1,0.008,1,NA,NA,NA,NA,0.35,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,1,20,1,23.9,1,9.2,1,0.009,1,NA,NA
"09:30:00 08/07/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,350,65,NA,NA,NA,NA,10,65,6.6,65,0.007,65,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,51,65,12,65,9,65,NA,NA,NA,NA
"09:30:00 08/07/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,1,NA,NA,NA,NA,NA,NA,NA,NA,7.41,1
"09:30:00 08/12/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,430,65,NA,NA,NA,NA,7.4,65,7.4,65,0.007,65,NA,NA,NA,NA,0.58,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,41,65,15,65,23,65,NA,NA,NA,NA
"09:35:00 05/04/2004",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,30,65,330,65,NA,NA,0.003,65,9.8,65,7.5,65,0.003,65,NA,NA,NA,NA,0.4,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.12,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,25,65,27,65,16.6,65,0.009,65,NA,NA
"09:40:00 12/09/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,330,65,NA,NA,NA,NA,9.2,65,7.1,65,0.01,65,NA,NA,NA,NA,0.95,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,27,65,7.3,65,12.8,65,NA,NA,NA,NA
"09:42:00 12/07/2007",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,70,65,297,65,NA,NA,0.004,65,9.7,65,7.1,65,0.02,65,NA,NA,NA,NA,0.96,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.004,65,1.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,40,65,52.7,65,9,65,0.01,65,NA,NA
"09:45:00 02/04/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,35,1,492,1,NA,NA,0.001,1,9.32,1,7.58,1,0.003,1,NA,NA,NA,NA,0.49,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.089,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,1,50,1,26,1,15.3,1,0.005,1,NA,NA
"09:45:00 02/07/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,290,65,NA,NA,NA,NA,12,65,7.1,65,0.009,65,NA,NA,NA,NA,0.76,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,36,65,20,65,8.5,65,NA,NA,NA,NA
"09:45:00 03/07/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,35,1,531,1,NA,NA,0.002,1,11.15,1,7.57,1,0.003,1,NA,NA,NA,NA,0.49,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,1,24,1,20,1,8.7,1,0.004,1,NA,NA
"09:45:00 04/04/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,40,1,323,1,NA,NA,0.003,1,8.9,1,7,1,0.003,1,NA,NA,NA,NA,0.68,1,0.005,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,1,48,1,40,1,15,1,0.015,1,NA,NA
"09:45:00 07/12/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,72,1,255,1,NA,NA,0.001,1,7.6,1,7.1,1,0.034,1,NA,NA,NA,NA,0.61,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,73,1,55,1,18.5,1,0.002,1,NA,NA
"09:45:00 09/03/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,390,65,NA,NA,NA,NA,8.8,65,6.6,65,0.003,65,NA,NA,NA,NA,0.95,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,30,65,19,65,18,65,NA,NA,NA,NA
"09:45:00 14/05/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,390,65,NA,NA,NA,NA,11.6,65,7.2,65,0.005,65,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,35,65,18,65,12,65,NA,NA,NA,NA
"09:45:00 25/05/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,300,65,NA,NA,NA,NA,10.8,65,6.6,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,35,65,26,65,11,65,NA,NA,NA,NA
"09:50:00 04/05/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,35,1,310,1,NA,NA,0.002,1,8.7,1,7,1,0.008,1,NA,NA,NA,NA,0.55,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,1,32,1,27,1,12.5,1,0.006,1,NA,NA
"09:50:00 05/01/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,56,1,275,1,NA,NA,0.002,1,NA,153,7.4,1,0.022,1,NA,NA,NA,NA,0.59,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,46,1,23.5,1,0.007,1,NA,NA
"09:50:00 29/08/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,260,65,NA,NA,NA,NA,10.8,65,6.8,65,0.01,65,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,30,65,14,65,10.5,65,NA,NA,NA,NA
"09:55:00 01/03/2010",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.001,1,40,1,333.2,1,NA,NA,0.002,1,8.3,1,7,1,0.003,1,NA,NA,NA,NA,0.35,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.044,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,1,54,1,49,1,19,1,0.007,1,NA,NA
"09:55:00 01/11/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,40,1,292,1,NA,NA,0.002,1,8,1,7.1,1,0.01,1,NA,NA,NA,NA,0.84,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,53,1,43,1,17,1,0.008,1,NA,NA
