"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"11:20:00 29/11/1991",NA,NA,32,65,10.5,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,11,65
"11:30:00 03/10/1991",NA,NA,46,65,14.4,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,8,65
"11:30:00 07/07/1992",NA,NA,31,65,10,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,6,65
"11:30:00 08/09/1993",NA,NA,42,65,11.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,65,8,65
"11:30:00 10/06/1993",NA,NA,46,65,11.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,65,7,65
"11:40:00 14/02/1991",NA,NA,260,65,9.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,15,65
"11:45:00 04/04/1991",NA,NA,39,65,10.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,10,65
"11:45:00 06/09/1994",15,65,200,65,11,65,6.7,65,0.003,65,0.1,65,0.08,65,0.01,65,5,65,0.9,65,7.5,65
"11:45:00 07/03/1991",NA,NA,75,65,9.7,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,14,65
"11:45:00 19/05/1994",55,65,53,65,12,65,7.4,65,0.003,65,0.4,65,0.11,65,0.02,65,15,65,4.4,65,6,65
"11:45:00 22/04/1992",NA,NA,34,65,11.6,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,11.5,65
"11:45:00 30/06/1993",NA,NA,36,65,12.2,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,65,4.5,65
"12:00:00 02/09/1991",NA,NA,40,65,10.8,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,7.5,65
"12:00:00 10/12/1993",15,65,44,65,9.8,65,6.9,65,0.006,65,0.4,65,0.04,65,0.01,65,NA,NA,1.5,65,14,65
"13:00:00 05/07/1994",5,65,37,65,11.8,65,7.3,65,0.003,65,0.1,65,0.14,65,0.01,65,4,65,1.6,65,7.5,65
"13:15:00 08/04/1993",NA,NA,39,65,10.8,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,9,65
"13:15:00 27/10/1993",NA,NA,39,65,10.6,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,9,65
"13:20:00 02/06/1994",15,65,69,65,11.6,65,6.9,65,0.007,65,0.2,65,0.11,65,0.5,65,2,65,2.2,65,8,65
"13:45:00 09/07/1991",NA,NA,42,65,10.6,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,7.5,65
