"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"11:25:00 16/02/2009",NA,NA,0.001,65,2e-04,65,0.002,65,60,65,578,65,0.006,65,7.9,65,6.9,65,0.003,65,1,65,0.003,65,1e-04,65,0.006,65,0.008,65,0.12,65,80,65,144,65,19.6,65,0.05,65
"11:29:00 11/05/1994",NA,NA,NA,NA,NA,NA,NA,NA,20,65,490,65,NA,NA,10,65,7.1,65,0.04,65,0.7,65,NA,NA,NA,NA,NA,NA,1.1,65,0.1,65,19,65,21,65,11,65,NA,NA
"11:30:00 01/04/2008",NA,NA,0.001,65,2e-04,65,0.002,65,35,65,453,65,0.005,65,6.4,65,6.8,65,0.003,65,0.59,65,0.002,65,1e-04,65,0.003,65,0.48,65,0.09,65,50,65,74.2,65,13.3,65,0.02,65
"11:30:00 02/06/2011",NA,NA,0.001,1,2e-04,1,0.002,1,70,1,407,1,0.002,1,11.5,1,7.2,1,0.016,1,1.1,1,0.001,1,1e-04,1,0.003,1,1.4,1,0.13,1,39,1,74.6,1,14.5,1,0.007,1
"11:30:00 05/01/2012",NA,NA,0.001,1,2e-04,1,0.002,1,70,1,403,1,0.003,1,8,1,7.3,1,0.038,1,1.1,1,0.001,1,1e-04,1,0.003,1,0.71,1,0.16,1,58,1,96.3,1,19.3,1,0.01,1
"11:30:00 06/01/2010",NA,NA,0.001,1,1e-04,1,0.001,1,80,1,335.9,1,0.004,1,8.4,1,6.9,1,0.022,1,0.4,1,0.002,1,1e-04,1,0.003,1,0.193,1,0.081,1,56,1,84,1,20.8,1,0.007,1
"11:30:00 08/01/2015",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,432,1,0.002,1,8.4,1,7.3,1,0.011,1,0.67,1,0.001,1,1e-04,1,0.002,1,0.22,1,0.078,1,41,1,58.7,1,24.8,1,0.007,1
"11:30:00 08/11/2011",NA,NA,0.002,1,2e-04,1,0.005,1,64,1,327,1,0.007,1,7.5,1,7.3,1,0.076,1,3.4,1,0.004,1,1e-04,1,0.005,1,1.2,1,0.33,1,190,1,289,1,18.9,1,0.029,1
"11:30:00 09/07/1996",NA,NA,NA,NA,NA,NA,NA,NA,70,65,380,65,NA,NA,11.1,65,7.2,65,0.01,65,1,65,NA,NA,NA,NA,NA,NA,2,65,0.13,65,28,65,31,65,7,65,NA,NA
"11:30:00 09/10/2012",NA,NA,0.001,1,2e-04,1,0.002,1,56,1,400,1,0.003,1,9.2,1,7.2,1,0.034,1,1.1,1,0.001,1,1e-04,1,0.003,1,1.2,1,0.16,1,50,1,63.3,1,12.9,1,0.011,1
"11:30:00 10/01/2017",NA,NA,0.001,1,2e-04,1,0.002,1,96,1,478,1,0.002,1,6.8,1,7.3,1,0.03,1,1,1,0.001,1,1e-04,1,0.003,1,0.52,1,0.13,1,NA,NA,25.2,1,23.4,1,0.004,1
"11:30:00 11/08/1998",NA,NA,NA,NA,NA,NA,NA,NA,37,65,460,65,NA,NA,10.2,65,7.1,65,0.06,65,0.71,65,NA,NA,NA,NA,NA,NA,1.2,65,0.14,65,18,65,16,65,10.7,65,NA,NA
"11:30:00 12/02/1998",NA,NA,NA,NA,NA,NA,NA,NA,40,65,620,65,NA,NA,7.6,65,7,65,0.01,65,0.68,65,NA,NA,NA,NA,NA,NA,0.17,65,0.11,65,57,65,44,65,22.9,65,NA,NA
"11:30:00 12/06/2002",NA,NA,NA,NA,NA,NA,NA,NA,35,65,470,65,NA,NA,8.1,65,7.2,65,0.01,65,0.92,65,NA,NA,NA,NA,NA,NA,1.3,65,0.08,65,16,65,18,65,10.2,65,NA,NA
"11:33:00 06/06/2018",NA,NA,0.001,1,2e-04,1,0.001,1,24,1,543,1,0.001,1,10.1,1,7.1,1,0.019,1,0.76,1,0.001,1,1e-04,1,0.001,1,1.1,1,0.069,1,33,1,42.1,1,9.2,1,0.005,1
"11:34:00 19/04/1995",NA,NA,NA,NA,NA,NA,NA,NA,50,65,460,65,NA,NA,9.1,65,6,65,0.11,65,1.3,65,NA,NA,NA,NA,NA,NA,1.1,65,0.28,65,83,65,47,65,13,65,NA,NA
"11:35:00 15/10/2001",NA,NA,NA,NA,NA,NA,NA,NA,100,65,420,65,NA,NA,9.1,65,7.2,65,0.02,65,1.3,65,NA,NA,NA,NA,NA,NA,0.45,65,0.2,65,43,65,26,65,14.5,65,NA,NA
"11:35:00 16/04/1998",NA,NA,NA,NA,NA,NA,NA,NA,45,65,550,65,NA,NA,9.4,65,6.9,65,0.08,65,0.98,65,NA,NA,NA,NA,NA,NA,0.91,65,0.2,65,36,65,40,65,12.5,65,NA,NA
"11:35:00 20/11/1997",NA,NA,NA,NA,NA,NA,NA,NA,90,65,480,65,NA,NA,9.2,65,7.4,65,0.06,65,1,65,NA,NA,NA,NA,NA,NA,0.93,65,0.24,65,64,65,54,65,15.4,65,NA,NA
"11:38:00 05/03/2008",NA,NA,0.001,65,2e-04,65,0.002,65,35,65,520,65,0.004,65,6.3,65,7.5,65,0.003,65,0.66,65,0.002,65,1e-04,65,0.002,65,0.24,65,0.08,65,78,65,104,65,18.6,65,0.02,65
"11:39:00 07/08/2018",NA,NA,0.001,1,2e-04,1,0.001,1,36,1,479,1,0.002,1,9.1,1,7.4,1,0.025,1,0.7,1,0.001,1,1e-04,1,0.001,1,1.7,1,0.093,1,16,1,22.6,1,9.1,1,0.044,1
"11:40:00 05/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,60,65,410,65,NA,NA,9.6,65,6.5,65,0.02,65,0.94,65,NA,NA,NA,NA,NA,NA,0.76,65,0.17,65,10,65,23,65,17,65,NA,NA
"11:40:00 15/07/1998",NA,NA,NA,NA,NA,NA,NA,NA,36,65,440,65,NA,NA,10.8,65,7.1,65,0.03,65,0.72,65,NA,NA,NA,NA,NA,NA,1.9,65,0.1,65,14,65,24,65,8,65,NA,NA
"11:40:00 20/11/2001",NA,NA,NA,NA,NA,NA,NA,NA,25,65,430,65,NA,NA,8.9,65,7.2,65,0.02,65,0.87,65,NA,NA,NA,NA,NA,NA,0.68,65,0.15,65,28,65,28,65,12.4,65,NA,NA
"11:40:00 25/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,40,65,460,65,NA,NA,7.4,65,6.6,65,0.04,65,0.77,65,NA,NA,NA,NA,NA,NA,0.51,65,0.19,65,46,65,15,65,21.5,65,NA,NA
"11:40:00 29/01/1998",NA,NA,NA,NA,NA,NA,NA,NA,70,65,560,65,NA,NA,8.5,65,7.6,65,0.03,65,0.85,65,NA,NA,NA,NA,NA,NA,0.72,65,0.21,65,49,65,27,65,17.8,65,NA,NA
"11:42:00 04/08/2016",NA,NA,0.001,1,2e-04,1,0.003,1,96,1,413.3,1,0.003,1,10.3,1,7.1,1,0.035,1,0.97,1,0.001,1,1e-04,1,0.003,1,2.2,1,0.12,1,NA,NA,55.2,1,9.5,1,0.009,1
"11:44:00 11/05/1995",NA,NA,NA,NA,NA,NA,NA,NA,35,65,400,65,NA,NA,11.2,65,6.7,65,0.04,65,0.7,65,NA,NA,NA,NA,NA,NA,1,65,0.14,65,52,65,41,65,13,65,NA,NA
"11:45:00 04/02/2010",NA,NA,0.001,1,1e-04,1,0.003,1,38,1,414.8,1,0.004,1,7.5,1,7.3,1,0.024,1,0.7,1,0.002,1,1e-04,1,0.003,1,0.002,1,0.108,1,64,1,107,1,25.4,1,0.012,1
"11:45:00 04/12/2014",NA,NA,0.008,1,2e-04,1,0.002,1,70,1,441,1,0.002,1,8.1,1,7.1,1,0.018,1,0.62,1,0.001,1,1e-04,1,0.003,1,0.61,1,0.1,1,32,1,44.6,1,21.3,1,0.006,1
"11:45:00 05/05/2010",NA,NA,0.002,1,1e-04,1,0.004,1,48,1,452.1,1,0.002,1,8.8,1,7.3,1,0.006,1,0.3,1,0.002,1,1e-04,1,0.004,1,0.339,1,0.014,1,35,1,34,1,11.9,1,0.008,1
"11:45:00 05/08/2010",NA,NA,0.001,1,2e-04,1,0.002,1,70,1,429,1,0.004,1,9.2,1,7.2,1,0.03,1,1.2,1,0.001,1,1e-04,1,0.003,1,2.4,1,0.16,1,50,1,69.2,1,9.9,1,0.011,1
"11:45:00 11/03/1998",NA,NA,NA,NA,NA,NA,NA,NA,33,65,810,65,NA,NA,8.8,65,7.1,65,0.02,65,1.4,65,NA,NA,NA,NA,NA,NA,2,65,0.25,65,86,65,42,65,18.6,65,NA,NA
"11:45:00 13/05/1998",NA,NA,NA,NA,NA,NA,NA,NA,27,65,590,65,NA,NA,9.2,65,6.9,65,0.05,65,0.79,65,NA,NA,NA,NA,NA,NA,0.76,65,0.21,65,36,65,29,65,15.8,65,NA,NA
"11:45:00 13/10/2004",NA,NA,0.001,65,2e-04,65,0.003,65,60,65,420,65,0.005,65,9,65,7.1,65,0.01,65,0.8,65,0.001,65,1e-04,65,0.004,65,0.99,65,0.11,65,40,65,50,65,17.2,65,0.01,65
"11:48:00 08/12/2016",NA,NA,0.001,1,2e-04,1,0.002,1,56,1,441,1,0.002,1,8.5,1,7.2,1,0.019,1,0.54,1,0.001,1,1e-04,1,0.002,1,0.56,1,0.086,1,NA,NA,45.6,1,17.6,1,0.007,1
"11:50:00 20/12/2001",NA,NA,NA,NA,NA,NA,NA,NA,50,65,400,65,NA,NA,8.3,65,7.2,65,0.02,65,0.65,65,NA,NA,NA,NA,NA,NA,0.58,65,0.12,65,19,65,24,65,19.6,65,NA,NA
"11:55:00 08/08/2001",NA,NA,NA,NA,NA,NA,NA,NA,60,65,26,65,NA,NA,10.2,65,7.2,65,0.01,65,1.2,65,NA,NA,NA,NA,NA,NA,1.7,65,0.13,65,43,65,34,65,9.2,65,NA,NA
"11:55:00 13/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,360,65,470,65,NA,NA,11,65,7.2,65,0.05,65,1.1,65,NA,NA,NA,NA,NA,NA,1.7,65,0.18,65,24,65,22,65,10,65,NA,NA
"11:55:00 14/03/2002",NA,NA,NA,NA,NA,NA,NA,NA,60,65,440,65,NA,NA,8.5,65,7.2,65,0.01,65,0.75,65,NA,NA,NA,NA,NA,NA,0.35,65,0.12,65,48,65,24,65,14.3,65,NA,NA
"12:00:00 02/02/2011",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,404,1,0.002,1,7.6,1,7.3,1,0.003,1,0.87,1,0.001,1,1e-04,1,0.003,1,0.3,1,0.11,1,31,1,50.6,1,23.7,1,0.007,1
"12:00:00 03/07/2013",NA,NA,0.001,1,2e-04,1,0.001,1,36,1,486,1,0.002,1,11.1,1,7.2,1,0.011,1,0.66,1,0.001,1,1e-04,1,0.002,1,1.1,1,0.076,1,28,1,35.9,1,10.6,1,0.006,1
"12:00:00 04/07/2012",NA,NA,0.001,1,2e-04,1,0.003,1,120,1,339,1,0.007,1,7.7,1,7.2,1,0.045,1,1.7,1,0.002,1,1e-04,1,0.004,1,1.3,1,0.23,1,54,1,97.7,1,9.6,1,0.01,1
"12:00:00 04/08/2011",NA,NA,0.001,1,2e-04,1,0.002,1,45,1,439,1,0.003,1,10.3,1,7.3,1,0.011,1,1,1,0.001,1,1e-04,1,0.003,1,1.5,1,0.13,1,40,1,66.3,1,12.5,1,0.015,1
"12:00:00 04/09/2019",NA,NA,0.001,1,2e-04,1,0.002,1,60,1,443,1,0.002,1,9.68,1,7.03,1,0.032,1,1,1,0.001,1,1e-04,1,0.003,1,2.2,1,0.13,1,48,1,45.8,1,13,1,0.008,1
"12:00:00 05/02/2020",NA,NA,0.001,1,2e-04,1,0.002,1,80,1,450,1,0.002,1,8.8,1,7.1,1,0.036,1,0.77,1,0.001,1,1e-04,1,0.002,1,0.55,1,0.12,1,42,1,44.1,1,17.6,1,0.004,1
"12:00:00 05/05/2011",NA,NA,0.001,1,2e-04,1,0.003,1,80,1,454,1,0.003,1,8.6,1,7.2,1,0.011,1,1,1,0.001,1,1e-04,1,0.003,1,0.78,1,0.14,1,50,1,73.5,1,11.7,1,0.01,1
"12:00:00 05/12/2012",NA,NA,0.002,1,2e-04,1,0.005,1,64,1,329,1,0.007,1,8.8,1,7.3,1,0.032,1,1.4,1,0.003,1,2e-04,1,0.004,1,0.85,1,0.33,1,150,1,297,1,14.4,1,0.023,1
"12:00:00 05/12/2013",NA,NA,0.001,1,2e-04,1,0.004,1,70,1,311,1,0.004,1,8.7,1,7.4,1,0.032,1,1.1,1,0.003,1,1e-04,1,0.003,1,0.72,1,0.2,1,82,1,107,1,15.5,1,0.027,1
"12:00:00 06/01/2011",NA,NA,0.001,1,2e-04,1,0.001,1,80,1,387,1,0.003,1,8.5,1,7.3,1,0.011,1,0.73,1,0.001,1,1e-04,1,0.003,1,0.47,1,0.08,1,31,1,43.2,1,21.3,1,0.014,1
"12:00:00 06/09/1995",NA,NA,NA,NA,NA,NA,NA,NA,110,65,360,65,NA,NA,11.6,65,7,65,0.01,65,2,65,NA,NA,NA,NA,NA,NA,0.75,65,0.24,65,150,65,53,65,7,65,NA,NA
"12:00:00 07/01/2009",NA,NA,0.001,65,2e-04,65,0.003,65,42,65,429,65,0.002,65,10.1,65,7.7,65,0.003,65,0.75,65,0.001,65,1e-04,65,0.002,65,0.26,65,0.08,65,30,65,50.1,65,18.2,65,0.02,65
"12:00:00 07/07/2009",NA,NA,0.001,1,1e-04,1,0.001,1,45,1,469.3,1,0.003,1,10.2,1,6.7,1,0.001,1,0.87,1,0.001,1,1e-04,1,0.002,1,0.972,1,0.08,1,38,1,44.4,1,8.9,1,0.012,1
"12:00:00 07/07/2011",NA,NA,0.001,1,2e-04,1,0.003,1,100,1,451,1,0.005,1,9.1,1,7.2,1,0.057,1,2.5,1,0.002,1,1e-04,1,0.004,1,0.88,1,0.35,1,110,1,155,1,7.6,1,0.018,1
"12:00:00 09/03/2011",NA,NA,0.001,1,2e-04,1,0.002,1,72,1,404,1,0.002,1,8.5,1,7.2,1,0.009,1,0.66,1,0.001,1,1e-04,1,0.002,1,0.59,1,0.075,1,33,1,45.6,1,19.3,1,0.007,1
"12:00:00 09/10/2007",NA,NA,0.001,65,2e-04,65,0.001,65,70,65,487,65,0.003,65,8.2,65,7,65,0.02,65,0.81,65,0.001,65,1e-04,65,0.003,65,1.3,65,0.14,65,33,65,41.1,65,12.5,65,0.05,65
"12:00:00 09/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,70,65,400,65,NA,NA,9.2,65,7,65,0.01,65,0.93,65,NA,NA,NA,NA,NA,NA,0.94,65,0.15,65,32,65,38,65,17,65,NA,NA
"12:00:00 12/03/2014",NA,NA,0.001,1,2e-04,1,0.002,1,35,1,496,1,0.002,1,7.7,1,6.9,1,0.015,1,0.61,1,0.002,1,1e-04,1,0.002,1,0.38,1,0.14,1,66,1,80.2,1,19.8,1,0.006,1
"12:00:00 12/10/1995",NA,NA,NA,NA,NA,NA,NA,NA,55,65,420,65,NA,NA,11,65,6.2,65,0.06,65,1,65,NA,NA,NA,NA,NA,NA,1.3,65,0.21,65,47,65,27,65,12,65,NA,NA
"12:05:00 04/02/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,1,NA,NA,8.3,1,7.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,1,20,1,NA,NA
"12:06:00 08/11/2018",NA,NA,0.001,1,2e-04,1,0.003,1,70,1,382,1,0.004,1,8.94,1,7.18,1,0.033,1,1.3,1,0.002,1,1e-04,1,0.003,1,1.5,1,0.23,1,65,1,58.9,1,14.8,1,0.012,1
"12:10:00 06/08/2009",NA,NA,0.001,1,1e-04,1,0.001,1,40,1,460.2,1,0.002,1,10.3,1,8,1,0.019,1,0.06,1,0.001,1,1e-04,1,0.001,1,1.1,1,0.019,1,40,1,50.4,1,10.3,1,0.017,1
"12:10:00 08/06/1995",NA,NA,NA,NA,NA,NA,NA,NA,50,65,380,65,NA,NA,9.8,65,7,65,0.06,65,2.1,65,NA,NA,NA,NA,NA,NA,2,65,0.26,65,110,65,47,65,13.6,65,NA,NA
"12:15:00 03/03/2010",NA,NA,0.001,1,1e-04,1,0.002,1,38,1,504.3,1,0.003,1,7.9,1,7.2,1,0.007,1,0.46,1,0.002,1,1e-04,1,0.003,1,0.131,1,0.102,1,56,1,90.7,1,17.7,1,0.012,1
"12:15:00 12/03/2015",NA,NA,0.001,1,2e-04,1,0.001,1,55,1,561,1,0.002,1,8.8,1,7.3,1,0.012,1,0.75,1,0.001,1,1e-04,1,0.002,1,0.51,1,0.082,1,45,1,51.6,1,17.2,1,0.005,1
"12:15:00 13/11/2013",NA,NA,0.001,1,2e-04,1,0.002,1,65,1,371,1,0.001,1,9.4,1,7.4,1,0.024,1,0.74,1,0.001,1,1e-04,1,0.003,1,0.84,1,0.1,1,37,1,57.3,1,13.1,1,0.01,1
"12:15:00 19/11/1996",NA,NA,NA,NA,NA,NA,NA,NA,50,65,400,65,NA,NA,10.3,65,7.3,65,0.05,65,0.82,65,NA,NA,NA,NA,NA,NA,1.1,65,0.18,65,57,65,41,65,14.7,65,NA,NA
"12:17:00 08/07/2015",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,522,1,0.001,1,10.7,1,7.3,1,0.016,1,0.35,1,0.001,1,1e-04,1,0.002,1,0.91,1,0.088,1,18,1,38.9,1,8.9,1,0.005,1
"12:17:00 11/04/2007",NA,NA,0.001,65,2e-04,65,0.004,65,30,65,626,65,0.004,65,8.9,65,7.4,65,0.003,65,0.41,65,0.003,65,1e-04,65,0.01,65,0.25,65,0.02,65,50,65,70.5,65,15.1,65,0.01,65
"12:20:00 02/07/2008",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,487,65,0.004,65,9.5,65,7.2,65,0.005,65,0.8,65,0.001,65,1e-04,65,0.002,65,0.94,65,0.09,65,30,65,43.4,65,9.6,65,0.01,65
"12:20:00 03/09/2009",NA,NA,0.001,1,1e-04,1,0.001,1,50,1,390.7,1,0.002,1,10.1,1,7.1,1,0.017,1,0.29,1,0.001,1,1e-04,1,0.002,1,1.09,1,0.033,1,25,1,37.6,1,11.1,1,0.006,1
"12:20:00 04/03/2020",NA,NA,0.001,1,2e-04,1,0.001,1,80,1,474,1,0.002,1,8.9,1,7.1,1,0.028,1,0.78,1,0.001,1,1e-04,1,0.002,1,0.73,1,0.11,1,26,1,35,1,17.5,1,0.004,1
"12:20:00 08/12/1997",NA,NA,NA,NA,NA,NA,NA,NA,50,65,490,65,NA,NA,9.1,65,7.6,65,0.04,65,0.69,65,NA,NA,NA,NA,NA,NA,0.74,65,0.16,65,44,65,25,65,19.7,65,NA,NA
"12:22:00 08/05/2007",NA,NA,0.001,65,2e-04,65,0.002,65,37,65,570,65,0.01,65,8.8,65,7.1,65,0.003,65,0.6,65,0.002,65,1e-04,65,0.005,65,0.59,65,0.07,65,51,65,82.1,65,14.7,65,0.01,65
"12:25:00 08/09/2008",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,449,65,0.002,65,7.6,65,7.3,65,0.003,65,1,65,0.001,65,1e-04,65,0.002,65,1.1,65,0.11,65,18,65,29.7,65,11.6,65,0.01,65
"12:30:00 03/12/2020",NA,NA,0.001,1,2e-04,1,0.002,1,70,1,443,1,0.002,1,9.04,1,7.3,1,0.025,1,1.4,1,0.001,1,1e-04,1,0.003,1,0.94,1,0.16,1,44,1,61.4,1,18.1,1,0.005,1
"12:30:00 04/04/2013",NA,NA,0.001,1,2e-04,1,0.002,1,40,1,459,1,0.002,1,10,1,7.2,1,0.012,1,0.64,1,0.001,1,1e-04,1,0.002,1,0.44,1,0.12,1,42,1,67.6,1,14.8,1,0.006,1
"12:30:00 04/06/2008",NA,NA,0.001,65,2e-04,65,0.005,65,35,65,604,65,0.001,65,9.6,65,6.8,65,0.003,65,0.53,65,0.001,65,1e-04,65,0.002,65,0.65,65,0.05,65,31,65,40.7,65,10.5,65,0.009,65
"12:30:00 04/09/2014",NA,NA,0.001,1,2e-04,1,0.002,1,60,1,470,1,0.002,1,11.9,1,7.3,1,0.017,1,0.89,1,0.001,1,1e-04,1,0.002,1,0.91,1,0.1,1,29,1,40.7,1,11.7,1,0.01,1
"12:30:00 05/05/2009",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,771,65,0.003,65,9.1,65,6.5,65,0.003,65,0.58,65,0.002,65,1e-04,65,0.002,65,0.7,65,0.07,65,41,65,60,65,10.2,65,0.01,65
"12:30:00 05/06/2013",NA,NA,0.001,1,2e-04,1,0.003,1,32,1,483,1,0.003,1,10.2,1,7.1,1,0.013,1,0.86,1,0.001,1,1e-04,1,0.002,1,1.7,1,0.11,1,49,1,58.2,1,11.4,1,0.011,1
"12:30:00 06/04/2011",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,441,1,0.003,1,9.2,1,7.2,1,0.01,1,1.1,1,0.001,1,1e-04,1,0.003,1,1,1,0.12,1,37,1,57.2,1,15.7,1,0.014,1
"12:30:00 06/09/2011",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,466,1,0.002,1,9.5,1,7.5,1,0.009,1,0.83,1,0.001,1,1e-04,1,0.002,1,1.5,1,0.12,1,31,1,54.9,1,10.7,1,0.012,1
"12:30:00 07/04/2020",NA,NA,0.001,1,2e-04,1,0.001,1,80,1,429,1,0.003,1,9.25,1,7.03,1,0.062,1,1.1,1,0.001,1,1e-04,1,0.002,1,0.92,1,0.2,1,74,1,67,1,14.2,1,0.007,1
"12:30:00 07/07/2020",NA,NA,0.001,1,2e-04,1,0.001,1,70,1,411,1,0.003,1,10.3,1,7.08,1,0.032,1,1.1,1,0.001,1,1e-04,1,0.003,1,1.4,1,0.22,1,85,1,80.2,1,10.8,1,0.009,1
"12:30:00 07/12/2011",NA,NA,0.001,1,2e-04,1,0.004,1,90,1,395,1,0.003,1,7.8,1,7.3,1,0.042,1,1.2,1,0.002,1,1e-04,1,0.004,1,1.3,1,0.19,1,53,1,69.4,1,16.8,1,0.008,1
"12:30:00 08/05/2019",NA,NA,0.001,1,2e-04,1,0.002,1,32,1,615,1,0.002,1,9.38,1,7.2,1,0.006,1,0.71,1,0.001,1,1e-04,1,0.001,1,0.78,1,0.068,1,41,1,49.8,1,11.9,1,0.004,1
"12:30:00 09/01/2014",NA,NA,0.001,1,2e-04,1,0.002,1,65,1,419,1,0.002,1,9.9,1,7.4,1,0.017,1,0.66,1,0.001,1,1e-04,1,0.002,1,0.37,1,0.099,1,28,1,45.6,1,19.5,1,0.01,1
"12:30:00 10/01/2013",NA,NA,0.001,1,2e-04,1,0.002,1,55,1,504,1,0.003,1,9.4,1,7.8,1,0.065,1,1.1,1,0.001,1,1e-04,1,0.002,1,1.1,1,0.22,1,53,1,73.6,1,22.9,1,0.006,1
"12:30:00 12/02/2014",NA,NA,0.001,1,2e-04,1,0.003,1,60,1,486,1,0.003,1,7.2,1,7,1,0.009,1,0.9,1,0.002,1,1e-04,1,0.003,1,0.06,1,0.13,1,68,1,102,1,22.2,1,0.006,1
"12:30:00 18/02/2015",NA,NA,0.001,1,2e-04,1,0.002,1,75,1,532,1,0.002,1,8,1,7,1,0.019,1,1.1,1,0.001,1,1e-04,1,0.003,1,0.48,1,0.14,1,55,1,59.3,1,20.1,1,0.004,1
"12:34:00 07/06/2017",NA,NA,NA,153,NA,153,NA,153,32,1,526,1,NA,153,10.7,1,7.4,1,0.032,1,0.68,1,NA,153,NA,153,NA,153,1.3,1,0.13,1,42,1,50.8,1,8.9,1,NA,153
"12:38:00 10/01/2018",NA,NA,0.001,1,2e-04,1,0.001,1,64,1,633,1,0.002,1,8.2,1,7.3,1,0.012,1,0.72,1,0.001,1,1e-04,1,0.002,1,0.22,1,0.093,1,40,1,51.2,1,20.9,1,0.004,1
"12:43:00 10/11/2016",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,471,1,0.002,1,8.6,1,7.2,1,0.12,1,1.1,1,0.001,1,1e-04,1,0.002,1,0.67,1,0.27,1,NA,NA,34.8,1,15.9,1,0.007,1
"12:45:00 01/06/1999",NA,NA,NA,NA,NA,NA,NA,NA,55,65,490,65,NA,NA,10.8,65,7.3,65,0.05,65,1.4,65,NA,NA,NA,NA,NA,NA,1.1,65,0.36,65,88,65,35,65,12,65,NA,NA
"12:45:00 03/07/2014",NA,NA,0.001,1,2e-04,1,0.003,1,60,1,376,1,0.003,1,10.2,1,7,1,0.017,1,1.1,1,0.001,1,1e-04,1,0.003,1,2.9,1,0.11,1,50,1,75.2,1,10.6,1,0.013,1
"12:45:00 05/09/2007",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,492,65,0.003,65,10,65,7.2,65,0.006,65,0.56,65,0.001,65,1e-04,65,0.002,65,0.84,65,0.05,65,14,65,20.6,65,10.3,65,0.02,65
"12:45:00 11/11/2020",NA,NA,0.001,1,2e-04,1,0.002,1,75,1,416,1,0.002,1,8.34,1,7.29,1,0.013,1,1.2,1,0.001,1,1e-04,1,0.002,1,0.96,1,0.14,1,40,1,49.2,1,20.4,1,0.004,1
"12:51:00 09/09/2015",NA,NA,0.001,1,2e-04,1,0.002,1,70,1,370,1,0.003,1,9.9,1,6.8,1,0.015,1,0.91,1,0.001,1,1e-04,1,0.003,1,0.98,1,0.11,1,66,1,75.4,1,10.3,1,0.008,1
"12:59:00 06/01/2016",NA,NA,NA,NA,NA,NA,NA,NA,56,1,521,1,NA,NA,7.5,1,6.8,1,0.023,1,0.77,1,NA,NA,NA,NA,NA,NA,0.26,1,0.12,1,60,1,74.7,1,18.8,1,NA,NA
"13:00:00 02/02/2012",NA,NA,0.001,1,2e-04,1,0.002,1,100,1,424,1,0.003,1,8.7,1,7.5,1,0.04,1,1,1,0.001,1,1e-04,1,0.002,1,0.75,1,0.2,1,86,1,103,1,18.5,1,0.007,1
"13:00:00 03/02/2000",NA,NA,NA,NA,NA,NA,NA,NA,45,65,570,65,NA,NA,9,65,7.3,65,0.01,65,0.7,65,NA,NA,NA,NA,NA,NA,0.27,65,0.1,65,47,65,33,65,18,65,NA,NA
"13:00:00 04/04/2012",NA,NA,0.001,1,2e-04,1,0.002,1,70,1,443,1,0.002,1,8.8,1,7.5,1,0.028,1,0.74,1,0.001,1,1e-04,1,0.003,1,0.71,1,0.15,1,50,1,63.7,1,18.4,1,0.009,1
"13:00:00 05/09/2012",NA,NA,0.001,1,2e-04,1,0.002,1,50,1,302,1,0.011,1,10.5,1,7.3,1,0.015,1,1.2,1,0.001,1,1e-04,1,0.003,1,1.3,1,0.15,1,62,1,72.9,1,14.9,1,0.014,1
"13:00:00 05/09/2013",NA,NA,0.001,1,2e-04,1,0.003,1,65,1,378,1,0.002,1,9.6,1,7.1,1,0.022,1,0.86,1,0.001,1,1e-04,1,0.003,1,1.3,1,0.12,1,46,1,58.9,1,15.4,1,0.008,1
"13:00:00 05/10/2011",NA,NA,0.001,1,2e-04,1,0.004,1,80,1,360,1,0.005,1,9.1,1,7.2,1,0.054,1,1.4,1,0.003,1,1e-04,1,0.004,1,1.4,1,0.21,1,61,1,85.8,1,15,1,0.028,1
