"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"15:00:00 28/04/2011",NA,NA,0.001,1,2e-04,1,0.001,1,25,1,116,1,0.001,1,8.7,1,7.3,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.003,1,0.014,1,3,1,5.1,1,17.2,1,0.008,1,NA,NA
"15:00:00 28/08/2013",NA,NA,0.001,1,2e-04,1,0.001,1,20,1,131,1,0.001,1,10.5,1,7.3,1,0.003,1,0.19,1,0.001,1,1e-04,1,0.001,1,0.23,1,0.014,1,2,1,6.2,1,14.6,1,0.006,1,NA,NA
"15:05:00 14/05/2020",NA,NA,0.001,1,2e-04,1,0.001,1,25,1,164.9,1,0.001,1,9.92,1,7.07,1,0.003,1,0.35,1,0.001,1,1e-04,1,0.001,1,0.2,1,0.021,1,6,1,8.5,1,12.4,1,0.001,1,NA,NA
"15:05:00 15/07/1998",NA,NA,NA,NA,NA,NA,NA,NA,25,65,150,65,NA,NA,7.2,65,7.1,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.5,65,0.02,65,2,65,3.4,65,10,65,NA,NA,NA,NA
"15:05:00 18/06/2003",0.002,65,0.001,65,2e-04,65,0.001,65,12,65,370,65,0.001,65,9.8,65,7.5,65,0.003,65,0.16,65,0.001,65,1e-04,65,0.002,65,0.01,65,0.01,65,5,65,NA,NA,11.7,65,0.005,65,NA,NA
"15:05:00 20/08/2003",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,130,65,0.001,65,11.2,65,7.1,65,0.003,65,0.22,65,0.001,65,1e-04,65,0.001,65,0.02,65,0.01,65,2,65,NA,NA,11.5,65,0.004,65,NA,NA
"15:05:00 22/10/2003",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,130,65,0.003,65,8.9,65,7,65,0.003,65,0.17,65,0.001,65,1e-04,65,0.001,65,0.006,65,0.01,65,3,65,NA,NA,16.9,65,0.003,65,NA,NA
"15:10:00 20/11/2002",NA,NA,NA,NA,NA,NA,NA,NA,7,65,380,65,NA,NA,7.8,65,7.5,65,0.003,65,0.27,65,NA,NA,NA,NA,NA,NA,0.02,65,0.02,65,7,65,3,65,19,65,NA,NA,NA,NA
"15:10:00 21/07/2004",NA,NA,0.001,65,2e-04,65,0.001,65,12,65,370,65,0.002,65,11.6,65,6.8,65,0.003,65,0.09,65,0.001,65,1e-04,65,0.001,65,0.11,65,0.01,65,1,65,1.9,65,9.6,65,0.003,65,NA,NA
"15:15:00 20/10/2004",NA,NA,0.001,65,2e-04,65,0.001,65,19,65,270,65,0.003,65,9.6,65,7.1,65,0.003,65,0.19,65,0.001,65,1e-04,65,0.001,65,0.007,65,0.009,65,4,65,4.2,65,21.3,65,0.002,65,NA,NA
"15:20:00 27/07/2010",NA,NA,0.001,1,2e-04,1,0.001,1,10,1,188,1,0.001,1,11,1,7.3,1,0.003,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.02,1,0.005,1,2,1,3.8,1,12.6,1,0.005,1,NA,NA
"15:22:00 27/06/2018",NA,NA,0.001,1,2e-04,1,0.001,1,10,1,494,1,0.001,1,11.2,1,7.3,1,0.005,1,0.27,1,0.001,1,1e-04,1,0.001,1,0.046,1,0.015,1,2,1,4.8,1,10.1,1,0.001,1,NA,NA
"15:30:00 08/05/2014",NA,NA,0.001,1,2e-04,1,0.001,1,25,1,200,1,0.001,1,8.9,1,7.5,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.2,1,0.017,1,2,1,4.7,1,16.4,1,0.003,1,NA,NA
"15:30:00 10/09/1998",NA,NA,NA,NA,NA,NA,NA,NA,20,65,280,65,NA,NA,10.6,65,7.2,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.12,65,0.02,65,4,65,3.4,65,15,65,NA,NA,NA,NA
"15:30:00 11/06/2014",NA,NA,0.001,1,2e-04,1,0.001,1,16,1,160,1,0.001,1,9.9,1,7.2,1,0.003,1,0.11,1,0.001,1,1e-04,1,0.001,1,0.19,1,0.014,1,2,1,6.6,1,13.1,1,0.003,1,NA,NA
"15:30:00 13/10/1993",NA,NA,NA,NA,NA,NA,NA,NA,35,65,150,65,NA,NA,10.6,65,7,65,0.004,65,0.2,65,NA,NA,NA,NA,NA,NA,0.11,65,0.01,65,7,65,9,65,17.5,65,NA,NA,NA,NA
"15:30:00 16/05/1996",NA,NA,NA,NA,NA,NA,NA,NA,22,65,180,65,NA,NA,12.8,65,7.1,65,0.01,65,0.24,65,NA,NA,NA,NA,NA,NA,0.28,65,0.05,65,5,65,6,65,13.5,65,NA,NA,NA,NA
"15:30:00 24/08/2011",NA,NA,0.001,1,2e-04,1,0.001,1,25,1,138,1,0.001,1,8.8,1,7.1,1,0.003,1,0.22,1,0.001,1,1e-04,1,0.001,1,0.49,1,0.014,1,2,1,10.7,1,12.6,1,0.006,1,NA,NA
"15:30:00 26/04/2012",NA,NA,0.001,1,2e-04,1,0.001,1,22,1,163,1,0.001,1,7.8,1,7.4,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.16,1,0.014,1,7,1,11.2,1,17.6,1,0.002,1,NA,NA
"15:30:00 27/06/2012",NA,NA,0.001,1,2e-04,1,0.001,1,22,1,138,1,0.002,1,9.8,1,7.1,1,0.003,1,0.28,1,0.001,1,1e-04,1,0.002,1,0.46,1,0.02,1,6,1,11.7,1,10.4,1,0.015,1,NA,NA
"15:35:00 07/08/2014",NA,NA,0.001,1,2e-04,1,0.001,1,12,1,178,1,0.001,1,11.1,1,7.4,1,0.003,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.27,1,0.008,1,2,1,4.8,1,10.9,1,0.003,1,NA,NA
"15:38:00 09/04/2003",0.002,65,0.001,65,2e-04,65,0.001,65,4,65,58,65,0.003,65,9.9,65,7.6,65,0.003,65,0.25,65,0.001,65,1e-04,65,0.002,65,0.01,65,0.01,65,6,65,4,65,17.7,65,0.009,65,NA,NA
"15:40:00 08/01/2003",0.01,65,0.001,65,2e-04,65,0.001,65,7,65,390,65,0.006,65,9,65,7.7,65,0.003,65,0.72,65,0.002,65,1e-04,65,0.004,65,0.01,65,0.01,65,10,65,5,65,24.5,65,0.1,65,NA,NA
"15:45:00 04/08/1999",NA,NA,NA,NA,NA,NA,NA,NA,8,65,250,65,NA,NA,10.8,65,7.5,65,0.003,65,0.07,65,NA,NA,NA,NA,NA,NA,0.19,65,0.01,65,6,65,7.7,65,12,65,NA,NA,NA,NA
"15:45:00 27/05/2002",NA,NA,NA,NA,NA,NA,NA,NA,25,65,110,65,NA,NA,10,65,7.2,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.23,65,0.01,65,3,65,2.4,65,13.8,65,NA,NA,NA,NA
"16:00:00 16/04/2015",NA,NA,0.001,1,2e-04,1,0.001,1,NA,180,82,1,0.001,1,9,1,7,1,0.004,1,0.23,1,0.001,1,1e-04,1,0.001,1,0.071,1,0.022,1,2,1,6.8,1,18.3,1,0.012,1,NA,NA
"16:00:00 22/05/2012",NA,NA,0.001,1,2e-04,1,0.001,1,22,1,150,1,0.001,1,10.9,1,7.4,1,0.005,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.14,1,0.018,1,3,1,5.6,1,12.4,1,0.005,1,NA,NA
"16:00:00 24/06/2008",NA,NA,0.001,65,2e-04,65,0.001,65,7,65,341,65,0.001,65,9.5,65,7.5,65,0.003,65,0.18,65,0.001,65,1e-04,65,0.001,65,0.48,65,0.008,65,3,65,6.3,65,11.9,65,0.005,65,NA,NA
"16:00:00 25/05/2011",NA,NA,0.001,1,2e-04,1,0.001,1,14,1,141,1,0.001,1,9,1,7.3,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.01,1,0.011,1,3,1,5.6,1,11.9,1,0.013,1,NA,NA
"16:00:00 29/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,6,65,360,65,NA,NA,11.4,65,7.7,65,0.003,65,0.11,65,NA,NA,NA,NA,NA,NA,0.18,65,0.01,65,3,65,8.8,65,10,65,NA,NA,NA,NA
"16:10:00 13/07/2000",NA,NA,NA,NA,NA,NA,NA,NA,14,65,200,65,NA,NA,11,65,7.4,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.04,65,0.01,65,2,65,3.4,65,11,65,NA,NA,NA,NA
"17:15:00 04/12/2002",0.04,65,0.003,65,2e-04,65,0.001,65,10,65,360,65,0.002,65,8.7,65,7.5,65,0.003,65,0.65,65,0.001,65,1e-04,65,0.002,65,0.01,65,0.04,65,10,65,5.8,65,21.1,65,0.008,65,NA,NA
