"Date","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"11:10:00 11/09/2008",NA,NA,NA,NA,10,65,100,65,NA,NA,10.2,65,7.5,65,0.003,65,0.1,65,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,2,65,1.7,65,13.3,65,NA,NA
"11:10:00 16/01/2012",NA,NA,NA,NA,20,1,105,1,NA,NA,8.3,1,6.8,1,0.003,1,0.15,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,2,1,1.5,1,23.6,1,NA,NA
"11:12:00 21/07/2008",NA,NA,NA,NA,9,65,129,65,NA,NA,10.3,65,7.6,65,0.003,65,0.07,65,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,2,65,1.3,65,8.3,65,NA,NA
"11:15:00 04/02/2021",NA,NA,NA,NA,20,1,123,1,NA,NA,8.7,1,7.5,1,0.003,1,0.17,1,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,4,1,1.9,1,20.2,1,NA,NA
"11:15:00 09/12/1997",17,65,17,65,20,65,210,65,210,65,NA,180,7.7,65,0.003,65,0.19,65,5.8,65,0.02,65,1.6,65,10,65,2,65,77,65,0.01,65,2,65,2,65,20.5,65,7.7,65
"11:15:00 12/01/1994",NA,NA,NA,NA,5,65,130,65,NA,NA,8.6,65,7.1,65,0.003,65,0.1,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,3,65,1.2,65,23,65,NA,NA
"11:15:00 16/01/2014",NA,NA,NA,NA,22,1,159,1,NA,NA,7.9,1,7.6,1,0.003,1,0.24,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,4,1,4.7,1,31.5,1,NA,NA
"11:15:00 19/10/1995",NA,NA,NA,NA,20,65,110,65,NA,NA,10.1,65,6.7,65,0.003,65,0.5,65,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,3.2,65,20,65,NA,NA
"11:15:00 27/05/1996",NA,NA,NA,NA,15,65,100,65,NA,NA,13.8,65,7.2,65,0.005,65,0.5,65,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,2.3,65,9,65,NA,NA
"11:16:00 10/06/2015",NA,NA,NA,NA,12,1,88,1,NA,NA,8.9,1,7,1,0.003,1,0.17,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,6,1,1.3,1,8.4,1,NA,NA
"11:20:00 25/08/1998",3.6,65,12,65,23,65,91,65,76,65,12,65,7.1,65,0.003,65,0.12,65,1.9,65,0.003,65,1,65,7.2,65,2,65,17,65,0.005,65,2,65,2.2,65,8.5,65,6.7,65
"11:25:00 04/04/2019",NA,NA,NA,NA,12,1,353,1,NA,NA,10.1,1,8.4,1,0.003,1,0.34,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,2,1,1.8,1,17.7,1,NA,NA
"11:30:00 01/09/1992",NA,NA,NA,NA,NA,NA,86,65,NA,NA,13.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,11,65,NA,NA
"11:30:00 05/04/2016",NA,NA,NA,NA,12,1,99,1,NA,NA,9.1,1,7.2,1,0.003,1,0.09,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.8,1,16.9,1,NA,NA
"11:30:00 09/06/1998",3.9,65,11,65,80,65,87,65,81,65,11.8,65,7.6,65,0.003,65,0.53,65,2,65,0.32,65,1.2,65,7.4,65,3,65,13,65,0.02,65,4,65,5.5,65,10,65,6.9,65
"11:30:00 11/05/1998",27,65,25,65,11,65,300,65,290,65,10.8,65,8,65,0.003,65,0.15,65,8.8,65,0.02,65,1.3,65,17,65,3,65,110,65,0.005,65,2,65,1.4,65,10.5,65,7.9,65
"11:30:00 12/01/2017",NA,NA,NA,NA,28,1,107,1,NA,NA,7.8,1,7.4,1,0.004,1,0.17,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,2,1,1.2,1,24.9,1,NA,NA
"11:30:00 13/01/2015",NA,NA,NA,NA,35,1,98,1,NA,NA,9.2,1,7.7,1,0.003,1,0.17,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,2,1,3.2,1,21.8,1,NA,NA
"11:30:00 13/03/2013",NA,NA,NA,NA,20,1,155,1,NA,NA,8.5,1,7.4,1,0.003,1,0.19,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,2,1,1.5,1,23.4,1,NA,NA
"11:30:00 13/07/2017",NA,NA,NA,NA,6,1,148,1,NA,NA,11.8,1,7.2,1,0.006,1,0.15,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,2,1,0.8,1,5.1,1,NA,NA
"11:30:00 13/08/2018",NA,NA,NA,NA,6,1,154,1,NA,NA,11.3,1,7.3,1,0.003,1,0.07,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.1,1,9.6,1,NA,NA
"11:30:00 15/10/2013",NA,NA,NA,NA,14,1,101,1,NA,NA,10.2,1,7.4,1,0.003,1,0.08,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.1,1,15.8,1,NA,NA
"11:30:00 22/12/2009",NA,NA,NA,NA,15,1,129.5,1,NA,NA,8.6,1,7,1,0.001,1,0.12,1,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,0.014,1,1,1,1,1,25.6,1,NA,NA
"11:30:00 24/01/1992",NA,NA,NA,NA,NA,NA,110,65,NA,NA,9.2,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,21,65,NA,NA
"11:30:00 24/05/1995",NA,NA,NA,NA,2,65,140,65,NA,NA,12.2,65,7.3,65,NA,NA,0.1,65,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,2,65,3.1,65,8.4,65,NA,NA
"11:30:00 26/09/1996",4.4,65,6,65,18,65,67,65,67,65,10.2,65,6.8,65,0.003,65,0.05,65,1.8,65,0.003,65,0.8,65,4.8,65,1.1,65,22,65,0.03,65,2,65,3.2,65,15,65,7.4,65
"11:38:00 05/09/1991",NA,NA,NA,NA,NA,NA,220,65,NA,NA,10.8,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,12.5,65,NA,NA
"11:40:00 12/02/2018",NA,NA,NA,NA,16,1,178,1,NA,NA,7,1,7.5,1,0.005,1,0.19,1,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.9,1,21.2,1,NA,NA
"11:40:00 17/11/2008",NA,NA,NA,NA,NA,NA,163,65,NA,NA,10.2,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,22.8,65,NA,NA
"11:45:00 05/06/2019",NA,NA,NA,NA,12,1,193.5,1,NA,NA,11.21,1,7.76,1,0.003,1,0.13,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,3,1,1.1,1,9.4,1,NA,NA
"11:45:00 14/12/1995",NA,NA,NA,NA,40,65,87,65,NA,NA,9.4,65,6.8,65,NA,NA,0.2,65,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,6,65,18,65,NA,NA
"11:45:00 16/01/1995",NA,NA,NA,NA,15,65,170,65,NA,NA,8.5,65,7.1,65,0.003,65,0.2,65,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,14,65,2.4,65,23,65,NA,NA
"11:45:00 25/03/1997",NA,NA,NA,NA,20,65,150,65,NA,NA,8.6,65,7.1,65,0.003,65,0.58,65,NA,NA,0.009,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.3,65,18,65,NA,NA
"11:50:00 08/11/1991",NA,NA,NA,NA,NA,NA,110,65,NA,NA,9.6,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,17.5,65,NA,NA
"11:50:00 14/07/1993",NA,NA,NA,NA,NA,NA,130,65,NA,NA,11.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,8.5,65,NA,NA
"11:50:00 18/10/2012",NA,NA,NA,NA,22,1,91,1,NA,NA,9.6,1,7.4,1,0.003,1,0.12,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,2,1,3,1,16.5,1,NA,NA
"11:50:00 20/12/1993",NA,NA,NA,NA,5,65,140,65,NA,NA,8.8,65,7.7,65,0.003,65,0.1,65,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,4,65,1.3,65,25.5,65,NA,NA
"11:50:00 23/02/2011",NA,NA,NA,NA,25,1,110,1,NA,NA,8.8,1,7.5,1,0.003,1,0.17,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1,2,1,1.2,1,21.8,1,NA,NA
"11:55:00 08/12/2015",NA,NA,NA,NA,16,1,103,1,NA,NA,7.8,1,6.9,1,0.003,1,0.17,1,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,2,1,1.7,1,20.7,1,NA,NA
"12:00:00 03/04/2014",NA,NA,NA,NA,12,1,157,1,NA,NA,8.3,1,7.6,1,0.003,1,0.13,1,NA,NA,0.012,1,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,2,1,1.3,1,17.7,1,NA,NA
"12:00:00 04/10/2017",NA,NA,NA,NA,10,1,157,1,NA,NA,9.8,1,7,1,0.005,1,0.11,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,2,1,0.9,1,16.3,1,NA,NA
"12:00:00 05/08/2020",NA,NA,NA,NA,25,1,96,1,NA,NA,11.5,1,7,1,0.003,1,0.16,1,NA,NA,0.085,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.8,1,8.2,1,NA,NA
"12:00:00 07/09/2015",NA,NA,NA,NA,16,1,87,1,NA,NA,10.1,1,7.3,1,0.003,1,0.07,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,2.5,1,10,1,NA,NA
"12:00:00 08/10/2014",NA,NA,NA,NA,10,1,105,1,NA,NA,10.4,1,7.3,1,0.003,1,0.16,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.9,1,15.3,1,NA,NA
"12:00:00 09/02/2015",NA,NA,NA,NA,20,1,98,1,NA,NA,8.1,1,7.3,1,0.003,1,0.24,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.014,1,2,1,2.9,1,22,1,NA,NA
"12:00:00 10/02/2014",NA,NA,NA,NA,18,1,150,1,NA,NA,8.5,1,7.7,1,0.003,1,0.19,1,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,2,1,1.3,1,23.7,1,NA,NA
"12:00:00 10/03/2009",NA,NA,NA,NA,14,65,183,65,NA,NA,9.7,65,7.9,65,0.003,65,0.21,65,NA,NA,0.009,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.5,65,23.4,65,NA,NA
"12:00:00 12/06/2013",NA,NA,NA,NA,6,1,146,1,NA,NA,11.4,1,7.4,1,0.003,1,0.12,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,3.7,1,8.1,1,NA,NA
"12:00:00 12/10/1994",NA,NA,NA,NA,10,65,160,65,NA,NA,10.2,65,6.9,65,0.003,65,0.1,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,1,65,4.2,65,16,65,NA,NA
"12:00:00 13/10/2010",NA,NA,NA,NA,25,1,126,1,NA,NA,9.7,1,7.6,1,0.003,1,0.14,1,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,2,1,0.7,1,18.7,1,NA,NA
"12:00:00 13/10/2016",NA,NA,NA,NA,16,1,84,1,NA,NA,9.5,1,7.3,1,0.007,1,0.1,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,2,1,1.9,1,14.1,1,NA,NA
"12:00:00 14/02/2013",NA,NA,NA,NA,20,1,232,1,NA,NA,7.1,1,7.3,1,0.003,1,0.21,1,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,2,1,1.5,1,20.5,1,NA,NA
"12:00:00 16/10/2007",NA,NA,NA,NA,25,65,131,65,NA,NA,8.6,65,7,65,0.003,65,0.16,65,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,2,65,2.5,65,17.9,65,NA,NA
"12:00:00 18/12/2013",NA,NA,NA,NA,20,1,97,1,NA,NA,8.4,1,7.2,1,0.003,1,0.16,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,2.5,1,23.8,1,NA,NA
"12:00:00 19/08/2010",NA,NA,NA,NA,18,1,81,1,NA,NA,11.5,1,7.3,1,0.003,1,0.11,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.4,1,10.9,1,NA,NA
"12:00:00 20/07/1998",5.7,65,12,65,19,65,96,65,100,65,11.6,65,7.4,65,0.003,65,0.09,65,2.8,65,0.07,65,1,65,7.9,65,3,65,26,65,0.007,65,2,65,2.4,65,5.5,65,7.4,65
"12:00:00 20/12/2011",NA,NA,NA,NA,20,1,114,1,NA,NA,8.6,1,7.6,1,0.005,1,0.17,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,2,1,1.6,1,21.6,1,NA,NA
"12:00:00 23/02/2012",NA,NA,NA,NA,25,1,114,1,NA,NA,8.1,1,7.5,1,0.009,1,0.2,1,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,2,1,21.9,1,NA,NA
"12:00:00 26/07/2011",NA,NA,NA,NA,30,1,87,1,NA,NA,10.5,1,7.1,1,0.003,1,0.24,1,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,0.014,1,2,1,7.7,1,8.6,1,NA,NA
"12:00:00 27/03/1995",NA,NA,NA,NA,10,65,160,65,NA,NA,10.1,65,7.6,65,0.003,65,0.1,65,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,3.1,65,14.5,65,NA,NA
"12:00:00 27/11/1996",6.6,65,6.6,65,16,65,70,65,61,65,8.4,65,7.2,65,0.004,65,0.1,65,2.5,65,0.01,65,0.8,65,5.8,65,1.5,65,29,65,0.005,65,3,65,1,65,22.5,65,7.6,65
"12:05:00 26/10/2005",NA,NA,NA,NA,20,65,113,65,NA,NA,10.3,65,7.3,65,0.003,65,0.18,65,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.3,65,NA,NA,NA,NA
"12:10:00 17/11/2008",NA,NA,NA,NA,11,65,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,0.15,65,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,2,65,NA,NA,NA,NA,NA,NA
"12:10:00 27/07/2010",NA,NA,NA,NA,8,1,122,1,NA,NA,10.2,1,7.3,1,0.003,1,0.08,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.7,1,9.4,1,NA,NA
"12:15:00 01/05/2007",NA,NA,NA,NA,37,65,144,65,NA,NA,9.2,65,7.3,65,0.005,65,0.4,65,NA,NA,0.31,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,3,65,1.4,65,16.3,65,NA,NA
"12:15:00 06/02/2019",NA,NA,NA,NA,16,1,271,1,NA,NA,6.2,1,7.6,1,0.003,1,0.3,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.8,1,24.9,1,NA,NA
"12:15:00 15/09/1998",6.2,65,11,65,14,65,100,65,100,65,10.8,65,7.6,65,0.003,65,0.12,65,2.7,65,0.02,65,1,65,7.9,65,2,65,30,65,0.01,65,2,65,1,65,13,65,6.9,65
"12:15:00 26/10/2011",NA,NA,NA,NA,NA,180,90,1,NA,NA,9.2,1,6.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1,17.5,1,NA,NA
"12:15:00 28/06/1995",NA,NA,NA,NA,13,65,110,65,NA,NA,11.4,65,6.5,65,0.003,65,0.1,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,2,65,2.5,65,7,65,NA,NA
"12:20:00 06/12/2018",NA,NA,NA,NA,14,1,175,1,NA,NA,8.99,1,7.68,1,0.003,1,0.25,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,2,1,0.6,1,24.2,1,NA,NA
"12:25:00 08/01/2020",NA,NA,NA,NA,18,1,332,1,NA,NA,9.2,1,7.83,1,0.003,1,0.35,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,2,1,1.6,1,21.1,1,NA,NA
"12:27:00 11/12/2017",NA,NA,NA,NA,32,1,96,1,NA,NA,8.6,1,6.8,1,0.003,1,0.24,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,2,1,1.4,1,23.9,1,NA,NA
"12:30:00 02/12/2020",NA,NA,NA,NA,25,1,110,1,NA,NA,8.6,1,7.4,1,0.003,1,0.17,1,NA,NA,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,2,1,1.9,1,22.1,1,NA,NA
"12:30:00 04/05/2020",NA,NA,NA,NA,45,1,105,1,NA,NA,10.7,1,7.2,1,0.003,1,0.22,1,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,2,1,1.6,1,11.8,1,NA,NA
"12:30:00 08/05/2014",NA,NA,NA,NA,14,1,112,1,NA,NA,10.6,1,7.6,1,0.003,1,0.1,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.1,1,12.2,1,NA,NA
"12:30:00 14/05/2009",NA,NA,NA,NA,8,65,173,65,NA,NA,9.8,65,5.9,65,0.003,65,0.07,65,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,2,65,0.9,65,13.1,65,NA,NA
"12:30:00 14/09/2011",NA,NA,NA,NA,12,1,94,1,NA,NA,11.3,1,7.4,1,0.003,1,0.16,1,NA,NA,0.012,1,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,5,1,6.5,1,14.3,1,NA,NA
"12:30:00 15/09/2010",NA,NA,NA,NA,12,1,87,1,NA,NA,8.8,1,7.4,1,0.003,1,0.1,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,2,1,1,1,13.5,1,NA,NA
"12:30:00 22/11/2011",NA,NA,NA,NA,25,1,93,1,NA,NA,9.1,1,7.5,1,0.003,1,0.16,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,10,1,2.6,1,18.5,1,NA,NA
"12:30:00 24/05/2011",NA,NA,NA,NA,12,1,127,1,NA,NA,9.6,1,7.6,1,0.003,1,0.19,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,2,1,1.9,1,10.6,1,NA,NA
"12:30:00 28/04/2011",NA,NA,NA,NA,18,1,97,1,NA,NA,9,1,7.4,1,0.003,1,0.15,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.3,1,14.5,1,NA,NA
"12:34:00 09/05/2017",NA,NA,NA,NA,8,1,120,1,NA,NA,10.2,1,7.8,1,0.003,1,0.1,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.8,1,13.4,1,NA,NA
"12:40:00 12/12/2012",NA,NA,NA,NA,22,1,135,1,NA,NA,8.5,1,7.2,1,0.003,1,0.24,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,2,1,1.5,1,25.4,1,NA,NA
"12:40:00 13/08/2008",NA,NA,NA,NA,NA,NA,94,65,NA,NA,9.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,9.3,65,NA,NA
"12:40:00 17/06/2010",NA,NA,NA,NA,15,1,99,1,NA,NA,10.9,1,7.5,1,0.01,1,0.05,1,NA,NA,0.072,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,1,1,0.8,1,9.8,1,NA,NA
"12:40:00 27/07/2009",NA,NA,NA,NA,5,1,57.6,1,NA,NA,10.5,1,7.1,1,0.004,1,0.05,1,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,1,1,0.7,1,9,1,NA,NA
"12:45:00 03/10/2019",NA,NA,NA,NA,12,1,193.5,1,NA,NA,10.3,1,7.7,1,0.003,1,0.13,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1,1,18.4,1,NA,NA
"12:45:00 09/02/1994",NA,NA,NA,NA,55,65,67,65,NA,NA,8.8,65,7.3,65,0.003,65,0.3,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,7.2,65,26,65,NA,NA
"12:45:00 10/11/2016",NA,NA,NA,NA,20,1,81,1,NA,NA,8.9,1,7.5,1,0.004,1,0.13,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,2,1,1.7,1,17.2,1,NA,NA
"12:45:00 27/06/2011",NA,NA,NA,NA,14,1,115,1,NA,NA,11.3,1,7.4,1,0.003,1,0.08,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,2,1,1,1,9.2,1,NA,NA
"12:47:00 10/03/2015",NA,NA,NA,NA,16,1,126,1,NA,NA,8.3,1,6.9,1,0.003,1,0.17,1,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.3,1,21.9,1,NA,NA
"12:49:00 04/09/2018",NA,NA,NA,NA,4,1,151,1,NA,NA,11.23,1,6.7,1,0.003,1,0.11,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.5,1,10.4,1,NA,NA
"12:50:00 06/02/1996",NA,NA,NA,NA,19,65,98,65,NA,NA,8.8,65,7.3,65,0.003,65,0.2,65,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,2.7,65,19.5,65,NA,NA
"12:50:00 28/09/1993",NA,NA,NA,NA,NA,NA,86,65,NA,NA,8.4,65,9.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,65,15.5,65,NA,NA
"12:55:00 28/08/2012",NA,NA,NA,NA,12,1,76,1,NA,NA,10,1,7.5,1,0.003,1,0.09,1,NA,NA,0.018,1,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,2,1,1.8,1,10.5,1,NA,NA
"13:00:00 04/12/2007",NA,NA,NA,NA,25,65,115,65,NA,NA,7.9,65,7.1,65,0.003,65,0.14,65,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,2,65,2.5,65,23.9,65,NA,NA
"13:00:00 06/06/2017",NA,NA,NA,NA,6,1,134,1,NA,NA,11.7,1,7.7,1,0.006,1,0.07,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.2,1,9.5,1,NA,NA
"13:00:00 06/11/2014",NA,NA,NA,NA,10,1,102,1,NA,NA,10.1,1,7.3,1,0.003,1,0.15,1,NA,NA,0.017,1,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,2,1,1.2,1,19.6,1,NA,NA
"13:00:00 09/07/2013",NA,NA,NA,NA,18,1,86,1,NA,NA,12.7,1,7.3,1,0.003,1,0.11,1,NA,NA,0.017,1,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,2,1,2.1,1,7.9,1,NA,NA
"13:00:00 10/02/1998",24,65,30,65,15,65,280,65,260,65,9.2,65,7.9,65,0.003,65,0.2,65,7.9,65,0.02,65,1.7,65,16,65,2,65,96,65,0.005,65,2,65,2.7,65,25.5,65,7.9,65
"13:00:00 11/06/1992",NA,NA,NA,NA,NA,NA,130,65,NA,NA,11.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,9,65,NA,NA
"13:00:00 11/06/2014",NA,NA,NA,NA,25,1,89,1,NA,NA,7.4,1,7.3,1,0.003,1,0.18,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,2,1,6.8,1,13,1,NA,NA
"13:00:00 13/08/2013",NA,NA,NA,NA,18,1,77,1,NA,NA,11.7,1,7.3,1,0.003,1,0.1,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,2,1,1.8,1,9.4,1,NA,NA
"13:00:00 13/10/1993",NA,NA,NA,NA,NA,NA,77,65,NA,NA,10.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,65,15.5,65,NA,NA
"13:00:00 23/01/2013",NA,NA,NA,NA,22,1,200,1,NA,NA,8.1,1,7.6,1,0.003,1,0.2,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,2,1,1.2,1,22.8,1,NA,NA
"13:00:00 25/06/2009",NA,NA,NA,NA,6,65,91,65,NA,NA,9.5,65,7.8,65,0.003,65,0.04,65,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,2,65,1.7,65,8.8,65,NA,NA
