"Date","AluminiumasAl","AluminiumasAl_Qual","AmmoniaasN","AmmoniaasN_Qual","BicarbonateAlkalinityasCaCO3","BicarbonateAlkalinityasCaCO3_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","CarbonateAlkalinityasCaCO3","CarbonateAlkalinityasCaCO3_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HydroxideAlkalinityasCaCO3","HydroxideAlkalinityasCaCO3_Qual","IronasFe","IronasFe_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","MolybdenumasMo","MolybdenumasMo_Qual","NickelasNi","NickelasNi_Qual","NitrateNitrogen","NitrateNitrogen_Qual","NitriteNitrogen","NitriteNitrogen_Qual","PotassiumasK","PotassiumasK_Qual","SeleniumasSe","SeleniumasSe_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"11:50:00 29/03/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,110,65,NA,NA,8.9,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,12.4,65,18.3,65,NA,NA
"11:55:00 15/11/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,65,NA,NA,9.8,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,65,15.2,65,NA,NA
"11:55:00 25/09/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,192,65,NA,NA,10.7,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,14,65,14.5,65,NA,NA
"11:55:00 27/12/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,110,65,NA,NA,9.3,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,22,65,18.2,65,NA,NA
"12:00:00 02/10/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,201,65,NA,NA,11.3,65,8.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,65,13,65,15.3,65,NA,NA
"12:00:00 16/10/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,NA,NA,NA,NA,11.2,65,8.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,12,65,18,65,NA,NA
"12:00:00 26/09/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,208,65,NA,NA,9.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,29,65,NA,NA,NA,NA
"12:05:00 08/01/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,124,65,NA,NA,8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,15,65,22.8,65,NA,NA
"12:05:00 08/11/2004",3.1,65,0.07,65,19,65,2e-04,65,5,65,1,65,51,65,0.004,65,90,65,240,65,0.005,65,10.4,65,7,65,0.007,65,2,65,2.5,65,0.001,65,4.8,65,0.08,65,2e-04,65,0.001,65,0.003,65,0.46,65,0.01,65,2.5,65,0.001,65,9.6,65,24,65,6,65,19,65,0.11,65,39,65,55,65,14.5,65,0.01,65
"12:05:00 09/05/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,141,65,NA,NA,9.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,65,6.7,65,NA,NA,NA,NA
"12:05:00 10/04/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,129,65,NA,NA,8.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,65,11.3,65,18.4,65,NA,NA
"12:05:00 13/09/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,65,260,65,NA,NA,11.2,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,65,140,65,10.3,65,NA,NA
"12:10:00 10/04/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,119,65,NA,NA,10.7,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,16,65,14.3,65,NA,NA
"12:10:00 24/05/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,160,65,NA,NA,11.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,13,65,12.1,65,NA,NA
"12:10:00 30/05/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,150,65,NA,NA,10.8,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,9,65,NA,NA,NA,NA
"12:14:00 02/05/2005",0.63,65,0.006,65,28,65,2e-04,65,3.2,65,1,65,30,65,0.001,65,35,65,141,65,0.001,65,8.1,65,6.7,65,0.005,65,2,65,0.69,65,0.001,65,3.1,65,0.03,65,2e-04,65,0.001,65,0.001,65,0.12,65,0.006,65,1.5,65,0.001,65,6.5,65,14,65,2,65,28,65,0.02,65,10,65,9.8,65,NA,NA,0.002,65
"12:15:00 09/10/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,NA,NA,NA,NA,10.2,65,8.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,14,65,16,65,NA,NA
"12:15:00 18/04/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,148,65,NA,NA,11.1,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,13,65,14.5,65,NA,NA
"12:15:00 22/11/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,65,190,65,NA,NA,9.2,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,65,35,65,18,65,NA,NA
"12:15:00 24/04/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,161,65,NA,NA,10.5,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,14,65,12.7,65,NA,NA
"12:17:00 18/07/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,185,65,NA,NA,10.7,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,18,65,NA,NA,NA,NA
"12:20:00 03/07/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,202,65,NA,NA,12.5,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65,10,65,9.7,65,NA,NA
"12:20:00 03/10/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,212,65,NA,NA,9.9,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,33,65,NA,NA,NA,NA
"12:20:00 19/06/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,202,65,NA,NA,11.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,65,10,65,9.2,65,NA,NA
"12:20:00 20/11/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,139,65,NA,NA,10.1,65,8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,13,65,17.8,65,NA,NA
"12:20:00 24/01/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,130,65,NA,NA,8.7,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,16,65,23.7,65,NA,NA
"12:20:00 25/07/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,214,65,NA,NA,11,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,18,65,NA,NA,NA,NA
"12:20:00 26/04/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,120,65,NA,NA,10.5,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,14,65,13.8,65,NA,NA
"12:25:00 10/10/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,178,65,NA,NA,11.1,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,65,32,65,NA,NA,NA,NA
"12:25:00 17/07/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,154,65,NA,NA,11.6,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,13,65,19.3,65,NA,NA
"12:26:00 26/04/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,NA,NA,NA,NA,NA,NA
"12:29:00 26/04/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,65,NA,NA,NA,NA,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,65,NA,NA,NA,NA
"12:30:00 04/07/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,167,65,NA,NA,9.9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,13,65,NA,NA,NA,NA
"12:30:00 07/06/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,190,65,NA,NA,8.9,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,13,65,10.1,65,NA,NA
"12:30:00 26/06/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,204,65,NA,NA,12.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,65,9.7,65,9.8,65,NA,NA
"12:30:00 29/08/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,192,65,NA,NA,10.7,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,20,65,NA,NA,NA,NA
"12:35:00 04/04/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,65,NA,NA,9,65,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,18,65,NA,NA
"12:35:00 16/08/2004",1.2,65,0.06,65,20,65,2e-04,65,5.5,65,1,65,61,65,0.002,65,45,65,270,65,0.007,65,12,65,6.8,65,0.005,65,2,65,1.4,65,0.001,65,5.1,65,0.06,65,1e-04,65,0.001,65,0.002,65,0.87,65,0.01,65,2.4,65,0.001,65,10,65,27,65,7,65,20,65,0.07,65,24,65,36,65,9.9,65,0.008,65
"12:35:00 23/10/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,NA,NA,NA,NA,11,65,8.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,65,16,65,18.7,65,NA,NA
"12:40:00 29/01/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,118,65,NA,NA,8.1,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,65,20,65,20.5,65,NA,NA
"12:40:00 30/08/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,220,65,NA,NA,10.1,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,23,65,12.5,65,NA,NA
"12:45:00 07/11/2005",0.72,65,0.01,65,19,65,2e-04,65,4.8,65,1,65,32,65,0.001,65,50,65,164,65,0.007,65,10.1,65,8.5,65,0.003,65,1,65,0.94,65,0.001,65,4.3,65,0.05,65,3e-04,65,0.001,65,0.002,65,0.19,65,0.008,65,2.3,65,0.001,65,7.4,65,20,65,5,65,19,65,0.04,65,13,65,13,65,NA,NA,0.02,65
"12:50:00 27/06/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,181,65,NA,NA,11.3,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,12,65,NA,NA,NA,NA
"12:55:00 21/08/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,208,65,NA,NA,9.5,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,12,65,12.3,65,NA,NA
"12:55:00 31/01/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,120,65,NA,NA,7.9,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,19,65,25.3,65,NA,NA
"13:05:00 08/05/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,162,65,NA,NA,10.1,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,11.6,65,15.4,65,NA,NA
"13:05:00 12/07/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,280,65,NA,NA,11.3,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,35,65,8.8,65,NA,NA
"13:05:00 19/07/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,260,65,NA,NA,12.7,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,65,28,65,8.8,65,NA,NA
"13:05:00 23/08/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,230,65,NA,NA,9.7,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,65,31,65,11.7,65,NA,NA
"13:10:00 09/08/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,310,65,NA,NA,NA,NA,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,31,65,9.8,65,NA,NA
"13:10:00 11/07/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,166,65,NA,NA,11.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65,13,65,NA,NA,NA,NA
"13:10:00 21/06/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,260,65,NA,NA,11.7,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,65,50,65,9,65,NA,NA
"13:10:00 25/10/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,200,65,NA,NA,9.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,20,65,20.1,65,NA,NA
"13:10:00 29/05/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,221,65,NA,NA,10.3,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,16,65,11.6,65,NA,NA
"13:10:00 30/10/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,NA,NA,NA,NA,10.6,65,8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,11.2,65,19.7,65,NA,NA
"13:15:00 06/11/2006",1.1,65,0.008,65,17,65,2e-04,65,3.5,65,1,65,22,65,0.001,65,25,65,NA,NA,0.002,65,9.5,65,6.8,65,0.003,65,2,65,0.95,65,0.001,65,3.2,65,0.05,65,1e-04,65,0.001,65,0.001,65,0.02,65,0.002,65,1.5,65,0.001,65,6,65,13,65,4,65,17,65,0.02,65,16,65,16,65,17.2,65,0.008,65
"13:20:00 01/08/2005",0.72,65,0.02,65,17,65,2e-04,65,4,65,1,65,41,65,0.001,65,35,65,182,65,0.002,65,11.3,65,7.1,65,0.005,65,2,65,0.96,65,0.001,65,3.9,65,0.04,65,1e-04,65,0.001,65,0.001,65,0.38,65,0.007,65,1.8,65,0.001,65,10,65,20,65,4,65,17,65,0.03,65,11,65,17,65,NA,NA,0.005,65
"13:20:00 05/07/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,260,65,NA,NA,11.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,35,65,9.2,65,NA,NA
"13:25:00 05/06/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,207,65,NA,NA,11.1,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,13,65,11.2,65,NA,NA
"13:30:00 01/05/2006",0.98,65,0.03,65,17,65,2e-04,65,5.3,65,1,65,43,65,0.001,65,55,65,192,65,0.003,65,10.2,65,6.7,65,0.004,65,2,65,0.85,65,0.001,65,4.9,65,0.04,65,1e-04,65,0.001,65,0.001,65,0.29,65,0.008,65,2.8,65,0.001,65,7.9,65,22,65,6,65,16,65,0.03,65,11,65,12,65,13.4,65,0.01,65
"13:30:00 11/10/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,210,65,NA,NA,10.3,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,30,65,15.9,65,NA,NA
